condition,family,seed,planner,event_target,route,path_length,route_risk,all_returnable,min_recoverability,mean_recoverability,terminal_recoverability,commitment_loss,maximum_single_step_loss,bottleneck_exposure,fragility_penalty,event_blocks_route,mission_success,objective_value
risk_resilient,open,27,J2_recoverability,resilient,resilient,36,4.06600280485816,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,27,J3_joint,resilient,fragile,36,3.171903724625374,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.41537178980477
risk_resilient,open,28,J0_shortest,resilient,fragile,36,3.1918957959515666,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,28,J1_risk,resilient,fragile,36,3.1918957959515666,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.83791591903133
risk_resilient,open,28,J2_recoverability,resilient,resilient,36,4.026512884251245,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,28,J3_joint,resilient,fragile,36,3.1918957959515666,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.81521321632863
risk_resilient,open,29,J0_shortest,resilient,fragile,36,3.1785878229012146,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,29,J1_risk,resilient,fragile,36,3.1785878229012146,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.57175645802428
risk_resilient,open,29,J2_recoverability,resilient,resilient,36,4.043959288694826,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,29,J3_joint,resilient,fragile,36,3.1785878229012146,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.54905375532158
risk_resilient,open,30,J0_shortest,fragile,fragile,36,3.2199192552675235,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,30,J1_risk,fragile,fragile,36,3.2199192552675235,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.39838510535047
risk_resilient,open,30,J2_recoverability,fragile,resilient,36,4.111016255393212,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,30,J3_joint,fragile,fragile,36,3.2199192552675235,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.37568240264778
risk_resilient,open,31,J0_shortest,fragile,fragile,36,3.191192670874583,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,31,J1_risk,fragile,fragile,36,3.191192670874583,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,99.82385341749166
risk_resilient,open,31,J2_recoverability,fragile,resilient,36,4.092989483882325,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,31,J3_joint,fragile,fragile,36,3.191192670874583,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,130.80115071478897
risk_resilient,open,32,J0_shortest,none,fragile,36,3.1942977248250495,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,32,J1_risk,none,fragile,36,3.1942977248250495,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.88595449650099
risk_resilient,open,32,J2_recoverability,none,resilient,36,4.11438290274051,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,32,J3_joint,none,fragile,36,3.1942977248250495,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.8632517937983
risk_resilient,open,33,J0_shortest,resilient,fragile,36,3.197846425230919,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,33,J1_risk,resilient,fragile,36,3.197846425230919,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.95692850461839
risk_resilient,open,33,J2_recoverability,resilient,resilient,36,4.074597076379988,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,33,J3_joint,resilient,fragile,36,3.197846425230919,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.9342258019157
risk_resilient,open,34,J0_shortest,fragile,fragile,36,3.2202889745276284,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,34,J1_risk,fragile,fragile,36,3.2202889745276284,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.40577949055256
risk_resilient,open,34,J2_recoverability,fragile,resilient,36,4.108498912480434,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,34,J3_joint,fragile,fragile,36,3.2202889745276284,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.38307678784986
risk_resilient,open,35,J0_shortest,none,fragile,36,3.203336282892697,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,35,J1_risk,none,fragile,36,3.203336282892697,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,100.06672565785394
risk_resilient,open,35,J2_recoverability,none,resilient,36,4.075530559656724,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,35,J3_joint,none,fragile,36,3.203336282892697,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,131.04402295515123
risk_resilient,open,36,J0_shortest,fragile,fragile,36,3.185107045117368,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,36,J1_risk,fragile,fragile,36,3.185107045117368,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,99.70214090234737
risk_resilient,open,36,J2_recoverability,fragile,resilient,36,4.089319294571468,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,36,J3_joint,fragile,fragile,36,3.185107045117368,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,130.67943819964466
risk_resilient,open,37,J0_shortest,resilient,fragile,36,3.184174047507267,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,37,J1_risk,resilient,fragile,36,3.184174047507267,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.68348095014534
risk_resilient,open,37,J2_recoverability,resilient,resilient,36,4.084581857137814,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,37,J3_joint,resilient,fragile,36,3.184174047507267,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.66077824744264
risk_resilient,open,38,J0_shortest,fragile,fragile,36,3.2174057926645574,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,38,J1_risk,fragile,fragile,36,3.2174057926645574,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.34811585329115
risk_resilient,open,38,J2_recoverability,fragile,resilient,36,4.1062373083865,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,38,J3_joint,fragile,fragile,36,3.2174057926645574,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.32541315058845
risk_resilient,open,39,J0_shortest,none,fragile,36,3.206245062593893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,39,J1_risk,none,fragile,36,3.206245062593893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,100.12490125187786
risk_resilient,open,39,J2_recoverability,none,resilient,36,4.046139217845791,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,39,J3_joint,none,fragile,36,3.206245062593893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,131.10219854917517
risk_resilient,open,40,J0_shortest,fragile,fragile,36,3.1852539227127346,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,40,J1_risk,fragile,fragile,36,3.1852539227127346,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,99.70507845425469
risk_resilient,open,40,J2_recoverability,fragile,resilient,36,4.089605961202744,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,40,J3_joint,fragile,fragile,36,3.1852539227127346,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,130.682375751552
risk_resilient,open,41,J0_shortest,none,fragile,36,3.2153025538577302,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,41,J1_risk,none,fragile,36,3.2153025538577302,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,100.3060510771546
risk_resilient,open,41,J2_recoverability,none,resilient,36,4.058306467895109,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,41,J3_joint,none,fragile,36,3.2153025538577302,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,131.28334837445192
risk_resilient,open,42,J0_shortest,fragile,fragile,36,3.2058343270670893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,42,J1_risk,fragile,fragile,36,3.2058343270670893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.11668654134178
risk_resilient,open,42,J2_recoverability,fragile,resilient,36,4.051814596939163,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,42,J3_joint,fragile,fragile,36,3.2058343270670893,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.09398383863908
risk_resilient,open,43,J0_shortest,resilient,fragile,36,3.1645351473744276,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,43,J1_risk,resilient,fragile,36,3.1645351473744276,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.29070294748855
risk_resilient,open,43,J2_recoverability,resilient,resilient,36,4.07070011304068,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,43,J3_joint,resilient,fragile,36,3.1645351473744276,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.26800024478587
risk_resilient,open,44,J0_shortest,fragile,fragile,36,3.2092532373507945,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,44,J1_risk,fragile,fragile,36,3.2092532373507945,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.18506474701589
risk_resilient,open,44,J2_recoverability,fragile,resilient,36,4.103699801399199,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,44,J3_joint,fragile,fragile,36,3.2092532373507945,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.1623620443132
risk_resilient,open,45,J0_shortest,resilient,fragile,36,3.178418946033738,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,45,J1_risk,resilient,fragile,36,3.178418946033738,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.56837892067476
risk_resilient,open,45,J2_recoverability,resilient,resilient,36,4.0946793342084975,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,45,J3_joint,resilient,fragile,36,3.178418946033738,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.54567621797207
risk_resilient,open,46,J0_shortest,none,fragile,36,3.1971821715036643,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,46,J1_risk,none,fragile,36,3.1971821715036643,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.94364343007328
risk_resilient,open,46,J2_recoverability,none,resilient,36,4.080907466735543,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,46,J3_joint,none,fragile,36,3.1971821715036643,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.92094072737058
risk_resilient,open,47,J0_shortest,resilient,fragile,36,3.204451275921219,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,47,J1_risk,resilient,fragile,36,3.204451275921219,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,100.08902551842438
risk_resilient,open,47,J2_recoverability,resilient,resilient,36,4.071970650366003,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,47,J3_joint,resilient,fragile,36,3.204451275921219,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,131.0663228157217
risk_resilient,open,48,J0_shortest,fragile,fragile,36,3.224258248890264,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,48,J1_risk,fragile,fragile,36,3.224258248890264,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.48516497780528
risk_resilient,open,48,J2_recoverability,fragile,resilient,36,4.033708633707355,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,48,J3_joint,fragile,fragile,36,3.224258248890264,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.46246227510258
risk_resilient,open,49,J0_shortest,none,fragile,36,3.253768568599414,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,49,J1_risk,none,fragile,36,3.253768568599414,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,101.07537137198828
risk_resilient,open,49,J2_recoverability,none,resilient,36,4.084925968187073,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,49,J3_joint,none,fragile,36,3.253768568599414,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,132.0526686692856
risk_resilient,open,50,J0_shortest,resilient,fragile,36,3.1452557206521234,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,50,J1_risk,resilient,fragile,36,3.1452557206521234,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,98.90511441304247
risk_resilient,open,50,J2_recoverability,resilient,resilient,36,4.068808864015685,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,50,J3_joint,resilient,fragile,36,3.1452557206521234,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,129.88241171033977
risk_resilient,open,51,J0_shortest,resilient,fragile,36,3.1936469667750056,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,51,J1_risk,resilient,fragile,36,3.1936469667750056,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,99.87293933550012
risk_resilient,open,51,J2_recoverability,resilient,resilient,36,4.075267643117196,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,51,J3_joint,resilient,fragile,36,3.1936469667750056,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,130.85023663279742
risk_resilient,open,52,J0_shortest,fragile,fragile,36,3.218377762824644,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,52,J1_risk,fragile,fragile,36,3.218377762824644,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.36755525649288
risk_resilient,open,52,J2_recoverability,fragile,resilient,36,4.086469317633478,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,52,J3_joint,fragile,fragile,36,3.218377762824644,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.3448525537902
risk_resilient,open,53,J0_shortest,resilient,fragile,36,3.213474358622077,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
risk_resilient,open,53,J1_risk,resilient,fragile,36,3.213474358622077,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,100.26948717244154
risk_resilient,open,53,J2_recoverability,resilient,resilient,36,4.106007509345712,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
risk_resilient,open,53,J3_joint,resilient,fragile,36,3.213474358622077,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,131.24678446973886
risk_resilient,open,54,J0_shortest,fragile,fragile,36,3.219863776873603,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
risk_resilient,open,54,J1_risk,fragile,fragile,36,3.219863776873603,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,100.39727553747205
risk_resilient,open,54,J2_recoverability,fragile,resilient,36,4.096607056171566,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
risk_resilient,open,54,J3_joint,fragile,fragile,36,3.219863776873603,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,131.37457283476937
