condition,family,seed,planner,event_target,route,path_length,route_risk,all_returnable,min_recoverability,mean_recoverability,terminal_recoverability,commitment_loss,maximum_single_step_loss,bottleneck_exposure,fragility_penalty,event_blocks_route,mission_success,objective_value
neutral,open,7,J0_shortest,resilient,fragile,36,2.912960267040572,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
neutral,open,7,J1_risk,resilient,fragile,36,2.912960267040572,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,94.25920534081143
neutral,open,7,J2_recoverability,resilient,resilient,36,2.961029385671143,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
neutral,open,7,J3_joint,resilient,resilient,36,2.961029385671143,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,110.34058771342286
neutral,open,8,J0_shortest,none,fragile,36,2.9425881181410367,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
neutral,open,8,J1_risk,none,resilient,36,2.9271471370359996,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,94.54294274072
neutral,open,8,J2_recoverability,none,resilient,36,2.9271471370359996,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,51.120000000000005
neutral,open,8,J3_joint,none,resilient,36,2.9271471370359996,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,109.66294274072
neutral,open,9,J0_shortest,resilient,fragile,36,2.96532024971282,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,36.0
neutral,open,9,J1_risk,resilient,fragile,36,2.96532024971282,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,False,True,95.3064049942564
neutral,open,9,J2_recoverability,resilient,resilient,36,2.979072917494825,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,51.120000000000005
neutral,open,9,J3_joint,resilient,resilient,36,2.979072917494825,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,True,False,110.70145834989651
neutral,open,10,J0_shortest,fragile,fragile,36,2.9237142189596463,True,0.39999999999999997,0.5916216216216217,0.63,0.5840000000000001,0.17600000000000005,0.36486486486486486,1.548864864864865,True,False,36.0
neutral,open,10,J1_risk,fragile,resilient,36,2.912068211545243,True,0.63,0.8099459459459458,0.63,0.386,0.04999999999999993,0.0,0.756,False,True,94.24136423090486
