cell_id_cov,row_cov,col_cov,center_x_cov,center_z_cov,covered,idx,cell_id_unc,row_unc,col_unc,center_x_unc,center_z_unc,feature_density_norm,uncertainty,priority
15,0,15,-8.046348278625445,-32.83299329305304,0,15,15,0,15,-8.046348278625445,-32.83299329305304,0.0,1.0,1.5
16,0,16,-7.0463482786254446,-32.83299329305304,0,16,16,0,16,-7.0463482786254446,-32.83299329305304,0.0,1.0,1.5
17,0,17,-6.0463482786254446,-32.83299329305304,0,17,17,0,17,-6.0463482786254446,-32.83299329305304,0.0,1.0,1.5
18,0,18,-5.0463482786254446,-32.83299329305304,0,18,18,0,18,-5.0463482786254446,-32.83299329305304,0.0,1.0,1.5
19,0,19,-4.0463482786254446,-32.83299329305304,0,19,19,0,19,-4.0463482786254446,-32.83299329305304,0.0,1.0,1.5
20,0,20,-3.046348278625445,-32.83299329305304,0,20,20,0,20,-3.046348278625445,-32.83299329305304,0.0,1.0,1.5
21,0,21,-2.046348278625445,-32.83299329305304,0,21,21,0,21,-2.046348278625445,-32.83299329305304,0.0,1.0,1.5
22,0,22,-1.0463482786254446,-32.83299329305304,0,22,22,0,22,-1.0463482786254446,-32.83299329305304,0.0,1.0,1.5
23,0,23,-0.0463482786254445,-32.83299329305304,0,23,23,0,23,-0.0463482786254445,-32.83299329305304,0.0,1.0,1.5
24,0,24,0.9536517213745554,-32.83299329305304,0,24,24,0,24,0.9536517213745554,-32.83299329305304,0.0,1.0,1.5
25,0,25,1.9536517213745557,-32.83299329305304,0,25,25,0,25,1.9536517213745557,-32.83299329305304,0.0,1.0,1.5
26,0,26,2.9536517213745554,-32.83299329305304,0,26,26,0,26,2.9536517213745554,-32.83299329305304,0.0,1.0,1.5
27,0,27,3.953651721374555,-32.83299329305304,0,27,27,0,27,3.953651721374555,-32.83299329305304,0.0,1.0,1.5
28,0,28,4.9536517213745554,-32.83299329305304,0,28,28,0,28,4.9536517213745554,-32.83299329305304,0.0,1.0,1.5
29,0,29,5.9536517213745554,-32.83299329305304,0,29,29,0,29,5.9536517213745554,-32.83299329305304,0.0,1.0,1.5
30,0,30,6.9536517213745554,-32.83299329305304,0,30,30,0,30,6.9536517213745554,-32.83299329305304,0.0,1.0,1.5
31,1,0,-23.046348278625445,-31.832993293053043,0,31,31,1,0,-23.046348278625445,-31.832993293053043,0.0,1.0,1.5
32,1,1,-22.046348278625445,-31.832993293053043,0,32,32,1,1,-22.046348278625445,-31.832993293053043,0.0,1.0,1.5
33,1,2,-21.046348278625445,-31.832993293053043,0,33,33,1,2,-21.046348278625445,-31.832993293053043,0.0,1.0,1.5
34,1,3,-20.046348278625445,-31.832993293053043,0,34,34,1,3,-20.046348278625445,-31.832993293053043,0.0,1.0,1.5
35,1,4,-19.046348278625445,-31.832993293053043,0,35,35,1,4,-19.046348278625445,-31.832993293053043,0.0,1.0,1.5
36,1,5,-18.046348278625445,-31.832993293053043,0,36,36,1,5,-18.046348278625445,-31.832993293053043,0.0,1.0,1.5
37,1,6,-17.046348278625445,-31.832993293053043,0,37,37,1,6,-17.046348278625445,-31.832993293053043,0.0,1.0,1.5
38,1,7,-16.046348278625445,-31.832993293053043,0,38,38,1,7,-16.046348278625445,-31.832993293053043,0.0,1.0,1.5
39,1,8,-15.046348278625445,-31.832993293053043,0,39,39,1,8,-15.046348278625445,-31.832993293053043,0.0,1.0,1.5
40,1,9,-14.046348278625445,-31.832993293053043,0,40,40,1,9,-14.046348278625445,-31.832993293053043,0.0,1.0,1.5
41,1,10,-13.046348278625445,-31.832993293053043,0,41,41,1,10,-13.046348278625445,-31.832993293053043,0.0,1.0,1.5
42,1,11,-12.046348278625445,-31.832993293053043,0,42,42,1,11,-12.046348278625445,-31.832993293053043,0.0,1.0,1.5
43,1,12,-11.046348278625445,-31.832993293053043,0,43,43,1,12,-11.046348278625445,-31.832993293053043,0.0,1.0,1.5
44,1,13,-10.046348278625445,-31.832993293053043,0,44,44,1,13,-10.046348278625445,-31.832993293053043,0.0,1.0,1.5
45,1,14,-9.046348278625445,-31.832993293053043,0,45,45,1,14,-9.046348278625445,-31.832993293053043,0.0,1.0,1.5
46,1,15,-8.046348278625445,-31.832993293053043,0,46,46,1,15,-8.046348278625445,-31.832993293053043,0.0,1.0,1.5
47,1,16,-7.0463482786254446,-31.832993293053043,0,47,47,1,16,-7.0463482786254446,-31.832993293053043,0.0,1.0,1.5
48,1,17,-6.0463482786254446,-31.832993293053043,0,48,48,1,17,-6.0463482786254446,-31.832993293053043,0.0,1.0,1.5
49,1,18,-5.0463482786254446,-31.832993293053043,0,49,49,1,18,-5.0463482786254446,-31.832993293053043,0.0,1.0,1.5
50,1,19,-4.0463482786254446,-31.832993293053043,0,50,50,1,19,-4.0463482786254446,-31.832993293053043,0.0,1.0,1.5
51,1,20,-3.046348278625445,-31.832993293053043,0,51,51,1,20,-3.046348278625445,-31.832993293053043,0.0,1.0,1.5
52,1,21,-2.046348278625445,-31.832993293053043,0,52,52,1,21,-2.046348278625445,-31.832993293053043,0.0,1.0,1.5
53,1,22,-1.0463482786254446,-31.832993293053043,0,53,53,1,22,-1.0463482786254446,-31.832993293053043,0.0,1.0,1.5
54,1,23,-0.0463482786254445,-31.832993293053043,0,54,54,1,23,-0.0463482786254445,-31.832993293053043,0.0,1.0,1.5
55,1,24,0.9536517213745554,-31.832993293053043,0,55,55,1,24,0.9536517213745554,-31.832993293053043,0.0,1.0,1.5
56,1,25,1.9536517213745557,-31.832993293053043,0,56,56,1,25,1.9536517213745557,-31.832993293053043,0.0,1.0,1.5
57,1,26,2.9536517213745554,-31.832993293053043,0,57,57,1,26,2.9536517213745554,-31.832993293053043,0.0,1.0,1.5
58,1,27,3.953651721374555,-31.832993293053043,0,58,58,1,27,3.953651721374555,-31.832993293053043,0.0,1.0,1.5
59,1,28,4.9536517213745554,-31.832993293053043,0,59,59,1,28,4.9536517213745554,-31.832993293053043,0.0,1.0,1.5
60,1,29,5.9536517213745554,-31.832993293053043,0,60,60,1,29,5.9536517213745554,-31.832993293053043,0.0,1.0,1.5
61,1,30,6.9536517213745554,-31.832993293053043,0,61,61,1,30,6.9536517213745554,-31.832993293053043,0.0,1.0,1.5
62,2,0,-23.046348278625445,-30.832993293053043,0,62,62,2,0,-23.046348278625445,-30.832993293053043,0.0,1.0,1.5
63,2,1,-22.046348278625445,-30.832993293053043,0,63,63,2,1,-22.046348278625445,-30.832993293053043,0.0,1.0,1.5
64,2,2,-21.046348278625445,-30.832993293053043,0,64,64,2,2,-21.046348278625445,-30.832993293053043,0.0,1.0,1.5
65,2,3,-20.046348278625445,-30.832993293053043,0,65,65,2,3,-20.046348278625445,-30.832993293053043,0.0,1.0,1.5
66,2,4,-19.046348278625445,-30.832993293053043,0,66,66,2,4,-19.046348278625445,-30.832993293053043,0.0,1.0,1.5
67,2,5,-18.046348278625445,-30.832993293053043,0,67,67,2,5,-18.046348278625445,-30.832993293053043,0.0,1.0,1.5
68,2,6,-17.046348278625445,-30.832993293053043,0,68,68,2,6,-17.046348278625445,-30.832993293053043,0.0,1.0,1.5
69,2,7,-16.046348278625445,-30.832993293053043,0,69,69,2,7,-16.046348278625445,-30.832993293053043,0.0,1.0,1.5
70,2,8,-15.046348278625445,-30.832993293053043,0,70,70,2,8,-15.046348278625445,-30.832993293053043,0.0,1.0,1.5
71,2,9,-14.046348278625445,-30.832993293053043,0,71,71,2,9,-14.046348278625445,-30.832993293053043,0.0,1.0,1.5
72,2,10,-13.046348278625445,-30.832993293053043,0,72,72,2,10,-13.046348278625445,-30.832993293053043,0.0,1.0,1.5
73,2,11,-12.046348278625445,-30.832993293053043,0,73,73,2,11,-12.046348278625445,-30.832993293053043,0.0,1.0,1.5
74,2,12,-11.046348278625445,-30.832993293053043,0,74,74,2,12,-11.046348278625445,-30.832993293053043,0.0,1.0,1.5
75,2,13,-10.046348278625445,-30.832993293053043,0,75,75,2,13,-10.046348278625445,-30.832993293053043,0.0,1.0,1.5
76,2,14,-9.046348278625445,-30.832993293053043,0,76,76,2,14,-9.046348278625445,-30.832993293053043,0.0,1.0,1.5
77,2,15,-8.046348278625445,-30.832993293053043,0,77,77,2,15,-8.046348278625445,-30.832993293053043,0.0,1.0,1.5
78,2,16,-7.0463482786254446,-30.832993293053043,0,78,78,2,16,-7.0463482786254446,-30.832993293053043,0.0,1.0,1.5
79,2,17,-6.0463482786254446,-30.832993293053043,1,79,79,2,17,-6.0463482786254446,-30.832993293053043,0.0,1.0,0.5
80,2,18,-5.0463482786254446,-30.832993293053043,0,80,80,2,18,-5.0463482786254446,-30.832993293053043,0.0,1.0,1.5
81,2,19,-4.0463482786254446,-30.832993293053043,0,81,81,2,19,-4.0463482786254446,-30.832993293053043,0.0,1.0,1.5
82,2,20,-3.046348278625445,-30.832993293053043,0,82,82,2,20,-3.046348278625445,-30.832993293053043,0.0,1.0,1.5
83,2,21,-2.046348278625445,-30.832993293053043,0,83,83,2,21,-2.046348278625445,-30.832993293053043,0.0,1.0,1.5
84,2,22,-1.0463482786254446,-30.832993293053043,0,84,84,2,22,-1.0463482786254446,-30.832993293053043,0.0,1.0,1.5
85,2,23,-0.0463482786254445,-30.832993293053043,0,85,85,2,23,-0.0463482786254445,-30.832993293053043,0.0,1.0,1.5
86,2,24,0.9536517213745554,-30.832993293053043,0,86,86,2,24,0.9536517213745554,-30.832993293053043,0.0,1.0,1.5
87,2,25,1.9536517213745557,-30.832993293053043,0,87,87,2,25,1.9536517213745557,-30.832993293053043,0.0,1.0,1.5
88,2,26,2.9536517213745554,-30.832993293053043,1,88,88,2,26,2.9536517213745554,-30.832993293053043,0.0,1.0,0.5
89,2,27,3.953651721374555,-30.832993293053043,1,89,89,2,27,3.953651721374555,-30.832993293053043,0.0,1.0,0.5
90,2,28,4.9536517213745554,-30.832993293053043,0,90,90,2,28,4.9536517213745554,-30.832993293053043,0.0,1.0,1.5
91,2,29,5.9536517213745554,-30.832993293053043,0,91,91,2,29,5.9536517213745554,-30.832993293053043,0.0,1.0,1.5
92,2,30,6.9536517213745554,-30.832993293053043,0,92,92,2,30,6.9536517213745554,-30.832993293053043,0.0,1.0,1.5
93,3,0,-23.046348278625445,-29.832993293053043,0,93,93,3,0,-23.046348278625445,-29.832993293053043,0.0,1.0,1.5
94,3,1,-22.046348278625445,-29.832993293053043,0,94,94,3,1,-22.046348278625445,-29.832993293053043,0.0,1.0,1.5
95,3,2,-21.046348278625445,-29.832993293053043,0,95,95,3,2,-21.046348278625445,-29.832993293053043,0.0,1.0,1.5
96,3,3,-20.046348278625445,-29.832993293053043,0,96,96,3,3,-20.046348278625445,-29.832993293053043,0.0,1.0,1.5
97,3,4,-19.046348278625445,-29.832993293053043,0,97,97,3,4,-19.046348278625445,-29.832993293053043,0.0,1.0,1.5
98,3,5,-18.046348278625445,-29.832993293053043,0,98,98,3,5,-18.046348278625445,-29.832993293053043,0.0,1.0,1.5
99,3,6,-17.046348278625445,-29.832993293053043,0,99,99,3,6,-17.046348278625445,-29.832993293053043,0.0,1.0,1.5
100,3,7,-16.046348278625445,-29.832993293053043,0,100,100,3,7,-16.046348278625445,-29.832993293053043,0.0,1.0,1.5
101,3,8,-15.046348278625445,-29.832993293053043,0,101,101,3,8,-15.046348278625445,-29.832993293053043,0.0,1.0,1.5
102,3,9,-14.046348278625445,-29.832993293053043,0,102,102,3,9,-14.046348278625445,-29.832993293053043,0.0,1.0,1.5
103,3,10,-13.046348278625445,-29.832993293053043,0,103,103,3,10,-13.046348278625445,-29.832993293053043,0.0,1.0,1.5
104,3,11,-12.046348278625445,-29.832993293053043,0,104,104,3,11,-12.046348278625445,-29.832993293053043,0.0,1.0,1.5
105,3,12,-11.046348278625445,-29.832993293053043,0,105,105,3,12,-11.046348278625445,-29.832993293053043,0.0,1.0,1.5
106,3,13,-10.046348278625445,-29.832993293053043,0,106,106,3,13,-10.046348278625445,-29.832993293053043,0.0,1.0,1.5
107,3,14,-9.046348278625445,-29.832993293053043,0,107,107,3,14,-9.046348278625445,-29.832993293053043,0.0,1.0,1.5
108,3,15,-8.046348278625445,-29.832993293053043,1,108,108,3,15,-8.046348278625445,-29.832993293053043,0.0,1.0,0.5
109,3,16,-7.0463482786254446,-29.832993293053043,1,109,109,3,16,-7.0463482786254446,-29.832993293053043,0.0,1.0,0.5
111,3,18,-5.0463482786254446,-29.832993293053043,1,111,111,3,18,-5.0463482786254446,-29.832993293053043,0.0,1.0,0.5
112,3,19,-4.0463482786254446,-29.832993293053043,0,112,112,3,19,-4.0463482786254446,-29.832993293053043,0.0,1.0,1.5
113,3,20,-3.046348278625445,-29.832993293053043,1,113,113,3,20,-3.046348278625445,-29.832993293053043,0.0,1.0,0.5
114,3,21,-2.046348278625445,-29.832993293053043,1,114,114,3,21,-2.046348278625445,-29.832993293053043,0.0,1.0,0.5
115,3,22,-1.0463482786254446,-29.832993293053043,0,115,115,3,22,-1.0463482786254446,-29.832993293053043,0.0,1.0,1.5
116,3,23,-0.0463482786254445,-29.832993293053043,0,116,116,3,23,-0.0463482786254445,-29.832993293053043,0.0,1.0,1.5
117,3,24,0.9536517213745554,-29.832993293053043,0,117,117,3,24,0.9536517213745554,-29.832993293053043,0.0,1.0,1.5
118,3,25,1.9536517213745557,-29.832993293053043,1,118,118,3,25,1.9536517213745557,-29.832993293053043,0.0,1.0,0.5
121,3,28,4.9536517213745554,-29.832993293053043,1,121,121,3,28,4.9536517213745554,-29.832993293053043,0.0,1.0,0.5
122,3,29,5.9536517213745554,-29.832993293053043,0,122,122,3,29,5.9536517213745554,-29.832993293053043,0.0,1.0,1.5
123,3,30,6.9536517213745554,-29.832993293053043,0,123,123,3,30,6.9536517213745554,-29.832993293053043,0.0,1.0,1.5
124,4,0,-23.046348278625445,-28.832993293053043,0,124,124,4,0,-23.046348278625445,-28.832993293053043,0.0,1.0,1.5
125,4,1,-22.046348278625445,-28.832993293053043,0,125,125,4,1,-22.046348278625445,-28.832993293053043,0.0,1.0,1.5
126,4,2,-21.046348278625445,-28.832993293053043,0,126,126,4,2,-21.046348278625445,-28.832993293053043,0.0,1.0,1.5
127,4,3,-20.046348278625445,-28.832993293053043,0,127,127,4,3,-20.046348278625445,-28.832993293053043,0.0,1.0,1.5
128,4,4,-19.046348278625445,-28.832993293053043,0,128,128,4,4,-19.046348278625445,-28.832993293053043,0.0,1.0,1.5
129,4,5,-18.046348278625445,-28.832993293053043,0,129,129,4,5,-18.046348278625445,-28.832993293053043,0.0,1.0,1.5
130,4,6,-17.046348278625445,-28.832993293053043,0,130,130,4,6,-17.046348278625445,-28.832993293053043,0.0,1.0,1.5
131,4,7,-16.046348278625445,-28.832993293053043,0,131,131,4,7,-16.046348278625445,-28.832993293053043,0.0,1.0,1.5
132,4,8,-15.046348278625445,-28.832993293053043,0,132,132,4,8,-15.046348278625445,-28.832993293053043,0.0,1.0,1.5
133,4,9,-14.046348278625445,-28.832993293053043,0,133,133,4,9,-14.046348278625445,-28.832993293053043,0.0,1.0,1.5
134,4,10,-13.046348278625445,-28.832993293053043,0,134,134,4,10,-13.046348278625445,-28.832993293053043,0.0,1.0,1.5
135,4,11,-12.046348278625445,-28.832993293053043,0,135,135,4,11,-12.046348278625445,-28.832993293053043,0.0,1.0,1.5
136,4,12,-11.046348278625445,-28.832993293053043,1,136,136,4,12,-11.046348278625445,-28.832993293053043,0.0,1.0,0.5
137,4,13,-10.046348278625445,-28.832993293053043,1,137,137,4,13,-10.046348278625445,-28.832993293053043,0.0,1.0,0.5
138,4,14,-9.046348278625445,-28.832993293053043,1,138,138,4,14,-9.046348278625445,-28.832993293053043,0.0,1.0,0.5
141,4,17,-6.0463482786254446,-28.832993293053043,1,141,141,4,17,-6.0463482786254446,-28.832993293053043,0.0,1.0,0.5
142,4,18,-5.0463482786254446,-28.832993293053043,1,142,142,4,18,-5.0463482786254446,-28.832993293053043,0.0,1.0,0.5
143,4,19,-4.0463482786254446,-28.832993293053043,1,143,143,4,19,-4.0463482786254446,-28.832993293053043,0.0,1.0,0.5
145,4,21,-2.046348278625445,-28.832993293053043,1,145,145,4,21,-2.046348278625445,-28.832993293053043,0.0,1.0,0.5
146,4,22,-1.0463482786254446,-28.832993293053043,1,146,146,4,22,-1.0463482786254446,-28.832993293053043,0.0,1.0,0.5
147,4,23,-0.0463482786254445,-28.832993293053043,1,147,147,4,23,-0.0463482786254445,-28.832993293053043,0.0,1.0,0.5
148,4,24,0.9536517213745554,-28.832993293053043,1,148,148,4,24,0.9536517213745554,-28.832993293053043,0.0,1.0,0.5
152,4,28,4.9536517213745554,-28.832993293053043,1,152,152,4,28,4.9536517213745554,-28.832993293053043,0.0,1.0,0.5
153,4,29,5.9536517213745554,-28.832993293053043,0,153,153,4,29,5.9536517213745554,-28.832993293053043,0.0,1.0,1.5
154,4,30,6.9536517213745554,-28.832993293053043,0,154,154,4,30,6.9536517213745554,-28.832993293053043,0.0,1.0,1.5
155,5,0,-23.046348278625445,-27.832993293053043,0,155,155,5,0,-23.046348278625445,-27.832993293053043,0.0,1.0,1.5
156,5,1,-22.046348278625445,-27.832993293053043,0,156,156,5,1,-22.046348278625445,-27.832993293053043,0.0,1.0,1.5
157,5,2,-21.046348278625445,-27.832993293053043,0,157,157,5,2,-21.046348278625445,-27.832993293053043,0.0,1.0,1.5
158,5,3,-20.046348278625445,-27.832993293053043,0,158,158,5,3,-20.046348278625445,-27.832993293053043,0.0,1.0,1.5
159,5,4,-19.046348278625445,-27.832993293053043,0,159,159,5,4,-19.046348278625445,-27.832993293053043,0.0,1.0,1.5
160,5,5,-18.046348278625445,-27.832993293053043,1,160,160,5,5,-18.046348278625445,-27.832993293053043,0.0,1.0,0.5
161,5,6,-17.046348278625445,-27.832993293053043,1,161,161,5,6,-17.046348278625445,-27.832993293053043,0.0,1.0,0.5
162,5,7,-16.046348278625445,-27.832993293053043,1,162,162,5,7,-16.046348278625445,-27.832993293053043,0.0,1.0,0.5
163,5,8,-15.046348278625445,-27.832993293053043,1,163,163,5,8,-15.046348278625445,-27.832993293053043,0.0,1.0,0.5
164,5,9,-14.046348278625445,-27.832993293053043,0,164,164,5,9,-14.046348278625445,-27.832993293053043,0.0,1.0,1.5
165,5,10,-13.046348278625445,-27.832993293053043,0,165,165,5,10,-13.046348278625445,-27.832993293053043,0.0,1.0,1.5
166,5,11,-12.046348278625445,-27.832993293053043,0,166,166,5,11,-12.046348278625445,-27.832993293053043,0.0,1.0,1.5
167,5,12,-11.046348278625445,-27.832993293053043,1,167,167,5,12,-11.046348278625445,-27.832993293053043,0.0,1.0,0.5
173,5,18,-5.0463482786254446,-27.832993293053043,1,173,173,5,18,-5.0463482786254446,-27.832993293053043,0.0,1.0,0.5
174,5,19,-4.0463482786254446,-27.832993293053043,1,174,174,5,19,-4.0463482786254446,-27.832993293053043,0.0,1.0,0.5
181,5,26,2.9536517213745554,-27.832993293053043,1,181,181,5,26,2.9536517213745554,-27.832993293053043,0.0,1.0,0.5
183,5,28,4.9536517213745554,-27.832993293053043,1,183,183,5,28,4.9536517213745554,-27.832993293053043,0.0,1.0,0.5
184,5,29,5.9536517213745554,-27.832993293053043,0,184,184,5,29,5.9536517213745554,-27.832993293053043,0.0,1.0,1.5
185,5,30,6.9536517213745554,-27.832993293053043,0,185,185,5,30,6.9536517213745554,-27.832993293053043,0.0,1.0,1.5
186,6,0,-23.046348278625445,-26.832993293053043,0,186,186,6,0,-23.046348278625445,-26.832993293053043,0.0,1.0,1.5
187,6,1,-22.046348278625445,-26.832993293053043,0,187,187,6,1,-22.046348278625445,-26.832993293053043,0.0,1.0,1.5
188,6,2,-21.046348278625445,-26.832993293053043,0,188,188,6,2,-21.046348278625445,-26.832993293053043,0.0,1.0,1.5
189,6,3,-20.046348278625445,-26.832993293053043,0,189,189,6,3,-20.046348278625445,-26.832993293053043,0.0,1.0,1.5
190,6,4,-19.046348278625445,-26.832993293053043,1,190,190,6,4,-19.046348278625445,-26.832993293053043,0.0,1.0,0.5
194,6,8,-15.046348278625445,-26.832993293053043,1,194,194,6,8,-15.046348278625445,-26.832993293053043,0.0,1.0,0.5
195,6,9,-14.046348278625445,-26.832993293053043,1,195,195,6,9,-14.046348278625445,-26.832993293053043,0.0,1.0,0.5
196,6,10,-13.046348278625445,-26.832993293053043,0,196,196,6,10,-13.046348278625445,-26.832993293053043,0.0,1.0,1.5
197,6,11,-12.046348278625445,-26.832993293053043,1,197,197,6,11,-12.046348278625445,-26.832993293053043,0.0,1.0,0.5
199,6,13,-10.046348278625445,-26.832993293053043,1,199,199,6,13,-10.046348278625445,-26.832993293053043,0.0,1.0,0.5
200,6,14,-9.046348278625445,-26.832993293053043,1,200,200,6,14,-9.046348278625445,-26.832993293053043,0.0,1.0,0.5
201,6,15,-8.046348278625445,-26.832993293053043,1,201,201,6,15,-8.046348278625445,-26.832993293053043,0.0,1.0,0.5
203,6,17,-6.0463482786254446,-26.832993293053043,1,203,203,6,17,-6.0463482786254446,-26.832993293053043,0.0,1.0,0.5
210,6,24,0.9536517213745554,-26.832993293053043,1,210,210,6,24,0.9536517213745554,-26.832993293053043,0.0,1.0,0.5
211,6,25,1.9536517213745557,-26.832993293053043,1,211,211,6,25,1.9536517213745557,-26.832993293053043,0.0,1.0,0.5
213,6,27,3.953651721374555,-26.832993293053043,1,213,213,6,27,3.953651721374555,-26.832993293053043,0.0,1.0,0.5
214,6,28,4.9536517213745554,-26.832993293053043,1,214,214,6,28,4.9536517213745554,-26.832993293053043,0.0,1.0,0.5
215,6,29,5.9536517213745554,-26.832993293053043,0,215,215,6,29,5.9536517213745554,-26.832993293053043,0.0,1.0,1.5
216,6,30,6.9536517213745554,-26.832993293053043,0,216,216,6,30,6.9536517213745554,-26.832993293053043,0.0,1.0,1.5
217,7,0,-23.046348278625445,-25.832993293053043,0,217,217,7,0,-23.046348278625445,-25.832993293053043,0.0,1.0,1.5
218,7,1,-22.046348278625445,-25.832993293053043,0,218,218,7,1,-22.046348278625445,-25.832993293053043,0.0,1.0,1.5
219,7,2,-21.046348278625445,-25.832993293053043,0,219,219,7,2,-21.046348278625445,-25.832993293053043,0.0,1.0,1.5
220,7,3,-20.046348278625445,-25.832993293053043,0,220,220,7,3,-20.046348278625445,-25.832993293053043,0.0,1.0,1.5
221,7,4,-19.046348278625445,-25.832993293053043,1,221,221,7,4,-19.046348278625445,-25.832993293053043,0.0,1.0,0.5
223,7,6,-17.046348278625445,-25.832993293053043,1,223,223,7,6,-17.046348278625445,-25.832993293053043,0.0,1.0,0.5
227,7,10,-13.046348278625445,-25.832993293053043,1,227,227,7,10,-13.046348278625445,-25.832993293053043,0.0,1.0,0.5
228,7,11,-12.046348278625445,-25.832993293053043,1,228,228,7,11,-12.046348278625445,-25.832993293053043,0.0,1.0,0.5
230,7,13,-10.046348278625445,-25.832993293053043,1,230,230,7,13,-10.046348278625445,-25.832993293053043,0.0,1.0,0.5
231,7,14,-9.046348278625445,-25.832993293053043,0,231,231,7,14,-9.046348278625445,-25.832993293053043,0.0,1.0,1.5
232,7,15,-8.046348278625445,-25.832993293053043,1,232,232,7,15,-8.046348278625445,-25.832993293053043,0.0,1.0,0.5
236,7,19,-4.0463482786254446,-25.832993293053043,1,236,236,7,19,-4.0463482786254446,-25.832993293053043,0.0,1.0,0.5
237,7,20,-3.046348278625445,-25.832993293053043,1,237,237,7,20,-3.046348278625445,-25.832993293053043,0.0,1.0,0.5
238,7,21,-2.046348278625445,-25.832993293053043,1,238,238,7,21,-2.046348278625445,-25.832993293053043,0.0,1.0,0.5
239,7,22,-1.0463482786254446,-25.832993293053043,1,239,239,7,22,-1.0463482786254446,-25.832993293053043,0.0,1.0,0.5
240,7,23,-0.0463482786254445,-25.832993293053043,1,240,240,7,23,-0.0463482786254445,-25.832993293053043,0.0,1.0,0.5
241,7,24,0.9536517213745554,-25.832993293053043,0,241,241,7,24,0.9536517213745554,-25.832993293053043,0.0,1.0,1.5
242,7,25,1.9536517213745557,-25.832993293053043,1,242,242,7,25,1.9536517213745557,-25.832993293053043,0.0,1.0,0.5
244,7,27,3.953651721374555,-25.832993293053043,1,244,244,7,27,3.953651721374555,-25.832993293053043,0.0,1.0,0.5
245,7,28,4.9536517213745554,-25.832993293053043,0,245,245,7,28,4.9536517213745554,-25.832993293053043,0.0,1.0,1.5
246,7,29,5.9536517213745554,-25.832993293053043,0,246,246,7,29,5.9536517213745554,-25.832993293053043,0.0,1.0,1.5
247,7,30,6.9536517213745554,-25.832993293053043,0,247,247,7,30,6.9536517213745554,-25.832993293053043,0.0,1.0,1.5
248,8,0,-23.046348278625445,-24.832993293053043,0,248,248,8,0,-23.046348278625445,-24.832993293053043,0.0,1.0,1.5
249,8,1,-22.046348278625445,-24.832993293053043,0,249,249,8,1,-22.046348278625445,-24.832993293053043,0.0,1.0,1.5
250,8,2,-21.046348278625445,-24.832993293053043,0,250,250,8,2,-21.046348278625445,-24.832993293053043,0.0,1.0,1.5
251,8,3,-20.046348278625445,-24.832993293053043,0,251,251,8,3,-20.046348278625445,-24.832993293053043,0.0,1.0,1.5
252,8,4,-19.046348278625445,-24.832993293053043,1,252,252,8,4,-19.046348278625445,-24.832993293053043,0.0,1.0,0.5
253,8,5,-18.046348278625445,-24.832993293053043,1,253,253,8,5,-18.046348278625445,-24.832993293053043,0.0,1.0,0.5
256,8,8,-15.046348278625445,-24.832993293053043,1,256,256,8,8,-15.046348278625445,-24.832993293053043,0.0,1.0,0.5
258,8,10,-13.046348278625445,-24.832993293053043,1,258,258,8,10,-13.046348278625445,-24.832993293053043,0.0,1.0,0.5
259,8,11,-12.046348278625445,-24.832993293053043,1,259,259,8,11,-12.046348278625445,-24.832993293053043,0.0,1.0,0.5
261,8,13,-10.046348278625445,-24.832993293053043,1,261,261,8,13,-10.046348278625445,-24.832993293053043,0.0,1.0,0.5
262,8,14,-9.046348278625445,-24.832993293053043,0,262,262,8,14,-9.046348278625445,-24.832993293053043,0.0,1.0,1.5
263,8,15,-8.046348278625445,-24.832993293053043,1,263,263,8,15,-8.046348278625445,-24.832993293053043,0.0,1.0,0.5
265,8,17,-6.0463482786254446,-24.832993293053043,1,265,265,8,17,-6.0463482786254446,-24.832993293053043,0.0,1.0,0.5
266,8,18,-5.0463482786254446,-24.832993293053043,1,266,266,8,18,-5.0463482786254446,-24.832993293053043,0.0,1.0,0.5
267,8,19,-4.0463482786254446,-24.832993293053043,0,267,267,8,19,-4.0463482786254446,-24.832993293053043,0.0,1.0,1.5
268,8,20,-3.046348278625445,-24.832993293053043,0,268,268,8,20,-3.046348278625445,-24.832993293053043,0.0,1.0,1.5
269,8,21,-2.046348278625445,-24.832993293053043,0,269,269,8,21,-2.046348278625445,-24.832993293053043,0.0,1.0,1.5
270,8,22,-1.0463482786254446,-24.832993293053043,0,270,270,8,22,-1.0463482786254446,-24.832993293053043,0.0,1.0,1.5
271,8,23,-0.0463482786254445,-24.832993293053043,0,271,271,8,23,-0.0463482786254445,-24.832993293053043,0.0,1.0,1.5
272,8,24,0.9536517213745554,-24.832993293053043,0,272,272,8,24,0.9536517213745554,-24.832993293053043,0.0,1.0,1.5
273,8,25,1.9536517213745557,-24.832993293053043,1,273,273,8,25,1.9536517213745557,-24.832993293053043,0.0,1.0,0.5
275,8,27,3.953651721374555,-24.832993293053043,1,275,275,8,27,3.953651721374555,-24.832993293053043,0.0,1.0,0.5
276,8,28,4.9536517213745554,-24.832993293053043,0,276,276,8,28,4.9536517213745554,-24.832993293053043,0.0,1.0,1.5
277,8,29,5.9536517213745554,-24.832993293053043,0,277,277,8,29,5.9536517213745554,-24.832993293053043,0.0,1.0,1.5
278,8,30,6.9536517213745554,-24.832993293053043,0,278,278,8,30,6.9536517213745554,-24.832993293053043,0.0,1.0,1.5
