cell_id,row,col,center_x,center_z,feature_density_norm,uncertainty
194,6,8,-15.046348278625445,-26.832993293053043,0.0,1.0
195,6,9,-14.046348278625445,-26.832993293053043,0.0,1.0
196,6,10,-13.046348278625445,-26.832993293053043,0.0,1.0
197,6,11,-12.046348278625445,-26.832993293053043,0.0,1.0
198,6,12,-11.046348278625445,-26.832993293053043,0.85,0.15000000000000002
199,6,13,-10.046348278625445,-26.832993293053043,0.0,1.0
200,6,14,-9.046348278625445,-26.832993293053043,0.0,1.0
201,6,15,-8.046348278625445,-26.832993293053043,0.0,1.0
202,6,16,-7.0463482786254446,-26.832993293053043,0.9428571428571428,0.05714285714285716
203,6,17,-6.0463482786254446,-26.832993293053043,0.0,1.0
204,6,18,-5.0463482786254446,-26.832993293053043,0.8785714285714286,0.12142857142857144
205,6,19,-4.0463482786254446,-26.832993293053043,0.8821428571428571,0.11785714285714288
206,6,20,-3.0463482786254446,-26.832993293053043,0.8892857142857142,0.11071428571428577
207,6,21,-2.0463482786254446,-26.832993293053043,0.9142857142857143,0.08571428571428574
208,6,22,-1.0463482786254446,-26.832993293053043,0.919047619047619,0.080952380952381
209,6,23,-0.04634827862544455,-26.832993293053043,0.9571428571428572,0.042857142857142816
210,6,24,0.9536517213745554,-26.832993293053043,0.0,1.0
211,6,25,1.9536517213745554,-26.832993293053043,0.0,1.0
212,6,26,2.9536517213745554,-26.832993293053043,0.9071428571428571,0.09285714285714286
213,6,27,3.9536517213745554,-26.832993293053043,0.0,1.0
214,6,28,4.9536517213745554,-26.832993293053043,0.0,1.0
215,6,29,5.9536517213745554,-26.832993293053043,0.0,1.0
216,6,30,6.9536517213745554,-26.832993293053043,0.0,1.0
217,7,0,-23.046348278625445,-25.832993293053043,0.0,1.0
218,7,1,-22.046348278625445,-25.832993293053043,0.0,1.0
219,7,2,-21.046348278625445,-25.832993293053043,0.0,1.0
220,7,3,-20.046348278625445,-25.832993293053043,0.0,1.0
221,7,4,-19.046348278625445,-25.832993293053043,0.0,1.0
222,7,5,-18.046348278625445,-25.832993293053043,0.9107142857142857,0.0892857142857143
223,7,6,-17.046348278625445,-25.832993293053043,0.0,1.0
224,7,7,-16.046348278625445,-25.832993293053043,0.8785714285714286,0.12142857142857144
225,7,8,-15.046348278625445,-25.832993293053043,0.9214285714285714,0.07857142857142863
226,7,9,-14.046348278625445,-25.832993293053043,0.9642857142857143,0.0357142857142857
227,7,10,-13.046348278625445,-25.832993293053043,0.0,1.0
228,7,11,-12.046348278625445,-25.832993293053043,0.0,1.0
229,7,12,-11.046348278625445,-25.832993293053043,0.9071428571428571,0.09285714285714286
230,7,13,-10.046348278625445,-25.832993293053043,0.0,1.0
231,7,14,-9.046348278625445,-25.832993293053043,0.0,1.0
232,7,15,-8.046348278625445,-25.832993293053043,0.0,1.0
233,7,16,-7.0463482786254446,-25.832993293053043,0.9047619047619048,0.09523809523809523
234,7,17,-6.0463482786254446,-25.832993293053043,0.9214285714285714,0.07857142857142863
235,7,18,-5.0463482786254446,-25.832993293053043,0.8928571428571429,0.1071428571428571
236,7,19,-4.0463482786254446,-25.832993293053043,0.0,1.0
237,7,20,-3.0463482786254446,-25.832993293053043,0.0,1.0
238,7,21,-2.0463482786254446,-25.832993293053043,0.0,1.0
239,7,22,-1.0463482786254446,-25.832993293053043,0.0,1.0
240,7,23,-0.04634827862544455,-25.832993293053043,0.0,1.0
241,7,24,0.9536517213745554,-25.832993293053043,0.0,1.0
242,7,25,1.9536517213745554,-25.832993293053043,0.0,1.0
243,7,26,2.9536517213745554,-25.832993293053043,0.9714285714285714,0.02857142857142858
244,7,27,3.9536517213745554,-25.832993293053043,0.0,1.0
245,7,28,4.9536517213745554,-25.832993293053043,0.0,1.0
246,7,29,5.9536517213745554,-25.832993293053043,0.0,1.0
247,7,30,6.9536517213745554,-25.832993293053043,0.0,1.0
248,8,0,-23.046348278625445,-24.832993293053043,0.0,1.0
249,8,1,-22.046348278625445,-24.832993293053043,0.0,1.0
250,8,2,-21.046348278625445,-24.832993293053043,0.0,1.0
251,8,3,-20.046348278625445,-24.832993293053043,0.0,1.0
252,8,4,-19.046348278625445,-24.832993293053043,0.0,1.0
253,8,5,-18.046348278625445,-24.832993293053043,0.0,1.0
254,8,6,-17.046348278625445,-24.832993293053043,0.8642857142857143,0.13571428571428568
255,8,7,-16.046348278625445,-24.832993293053043,0.8714285714285714,0.12857142857142856
256,8,8,-15.046348278625445,-24.832993293053043,0.0,1.0
257,8,9,-14.046348278625445,-24.832993293053043,0.8571428571428571,0.1428571428571429
258,8,10,-13.046348278625445,-24.832993293053043,0.0,1.0
259,8,11,-12.046348278625445,-24.832993293053043,0.0,1.0
260,8,12,-11.046348278625445,-24.832993293053043,0.9357142857142857,0.06428571428571428
261,8,13,-10.046348278625445,-24.832993293053043,0.0,1.0
262,8,14,-9.046348278625445,-24.832993293053043,0.0,1.0
263,8,15,-8.046348278625445,-24.832993293053043,0.0,1.0
264,8,16,-7.0463482786254446,-24.832993293053043,0.8785714285714286,0.12142857142857144
265,8,17,-6.0463482786254446,-24.832993293053043,0.0,1.0
266,8,18,-5.0463482786254446,-24.832993293053043,0.0,1.0
267,8,19,-4.0463482786254446,-24.832993293053043,0.0,1.0
268,8,20,-3.0463482786254446,-24.832993293053043,0.0,1.0
269,8,21,-2.0463482786254446,-24.832993293053043,0.0,1.0
270,8,22,-1.0463482786254446,-24.832993293053043,0.0,1.0
271,8,23,-0.04634827862544455,-24.832993293053043,0.0,1.0
272,8,24,0.9536517213745554,-24.832993293053043,0.0,1.0
273,8,25,1.9536517213745554,-24.832993293053043,0.0,1.0
274,8,26,2.9536517213745554,-24.832993293053043,0.9642857142857143,0.0357142857142857
275,8,27,3.9536517213745554,-24.832993293053043,0.0,1.0
276,8,28,4.9536517213745554,-24.832993293053043,0.0,1.0
277,8,29,5.9536517213745554,-24.832993293053043,0.0,1.0
278,8,30,6.9536517213745554,-24.832993293053043,0.0,1.0
279,9,0,-23.046348278625445,-23.832993293053043,0.0,1.0
280,9,1,-22.046348278625445,-23.832993293053043,0.0,1.0
281,9,2,-21.046348278625445,-23.832993293053043,0.0,1.0
282,9,3,-20.046348278625445,-23.832993293053043,0.0,1.0
283,9,4,-19.046348278625445,-23.832993293053043,0.0,1.0
284,9,5,-18.046348278625445,-23.832993293053043,0.0,1.0
285,9,6,-17.046348278625445,-23.832993293053043,0.85,0.15000000000000002
286,9,7,-16.046348278625445,-23.832993293053043,0.8785714285714286,0.12142857142857144
287,9,8,-15.046348278625445,-23.832993293053043,0.8833333333333334,0.11666666666666659
288,9,9,-14.046348278625445,-23.832993293053043,0.85,0.15000000000000002
289,9,10,-13.046348278625445,-23.832993293053043,0.8857142857142857,0.11428571428571432
290,9,11,-12.046348278625445,-23.832993293053043,0.9285714285714286,0.0714285714285714
291,9,12,-11.046348278625445,-23.832993293053043,0.9142857142857143,0.08571428571428574
292,9,13,-10.046348278625445,-23.832993293053043,0.0,1.0
293,9,14,-9.046348278625445,-23.832993293053043,0.0,1.0
294,9,15,-8.046348278625445,-23.832993293053043,0.0,1.0
295,9,16,-7.0463482786254446,-23.832993293053043,0.0,1.0
296,9,17,-6.0463482786254446,-23.832993293053043,0.0,1.0
297,9,18,-5.0463482786254446,-23.832993293053043,0.0,1.0
298,9,19,-4.0463482786254446,-23.832993293053043,0.0,1.0
299,9,20,-3.0463482786254446,-23.832993293053043,0.0,1.0
300,9,21,-2.0463482786254446,-23.832993293053043,0.0,1.0
301,9,22,-1.0463482786254446,-23.832993293053043,0.0,1.0
302,9,23,-0.04634827862544455,-23.832993293053043,0.0,1.0
303,9,24,0.9536517213745554,-23.832993293053043,0.0,1.0
304,9,25,1.9536517213745554,-23.832993293053043,0.9357142857142857,0.06428571428571428
305,9,26,2.9536517213745554,-23.832993293053043,0.0,1.0
306,9,27,3.9536517213745554,-23.832993293053043,0.0,1.0
307,9,28,4.9536517213745554,-23.832993293053043,0.0,1.0
308,9,29,5.9536517213745554,-23.832993293053043,0.0,1.0
309,9,30,6.9536517213745554,-23.832993293053043,0.0,1.0
310,10,0,-23.046348278625445,-22.832993293053043,0.0,1.0
311,10,1,-22.046348278625445,-22.832993293053043,0.0,1.0
312,10,2,-21.046348278625445,-22.832993293053043,0.0,1.0
313,10,3,-20.046348278625445,-22.832993293053043,0.8571428571428571,0.1428571428571429
314,10,4,-19.046348278625445,-22.832993293053043,0.0,1.0
315,10,5,-18.046348278625445,-22.832993293053043,0.0,1.0
316,10,6,-17.046348278625445,-22.832993293053043,0.9642857142857143,0.0357142857142857
317,10,7,-16.046348278625445,-22.832993293053043,0.8785714285714286,0.12142857142857144
318,10,8,-15.046348278625445,-22.832993293053043,0.9035714285714286,0.09642857142857142
319,10,9,-14.046348278625445,-22.832993293053043,0.9214285714285714,0.07857142857142863
320,10,10,-13.046348278625445,-22.832993293053043,0.8785714285714286,0.12142857142857144
321,10,11,-12.046348278625445,-22.832993293053043,0.9238095238095239,0.07619047619047614
322,10,12,-11.046348278625445,-22.832993293053043,0.9035714285714286,0.09642857142857142
323,10,13,-10.046348278625445,-22.832993293053043,0.0,1.0
324,10,14,-9.046348278625445,-22.832993293053043,0.0,1.0
325,10,15,-8.046348278625445,-22.832993293053043,0.0,1.0
326,10,16,-7.0463482786254446,-22.832993293053043,0.0,1.0
327,10,17,-6.0463482786254446,-22.832993293053043,0.0,1.0
328,10,18,-5.0463482786254446,-22.832993293053043,0.0,1.0
329,10,19,-4.0463482786254446,-22.832993293053043,0.0,1.0
330,10,20,-3.0463482786254446,-22.832993293053043,0.0,1.0
331,10,21,-2.0463482786254446,-22.832993293053043,0.0,1.0
332,10,22,-1.0463482786254446,-22.832993293053043,0.0,1.0
333,10,23,-0.04634827862544455,-22.832993293053043,0.0,1.0
334,10,24,0.9536517213745554,-22.832993293053043,0.0,1.0
335,10,25,1.9536517213745554,-22.832993293053043,0.9,0.09999999999999998
336,10,26,2.9536517213745554,-22.832993293053043,0.0,1.0
337,10,27,3.9536517213745554,-22.832993293053043,0.0,1.0
338,10,28,4.9536517213745554,-22.832993293053043,0.0,1.0
339,10,29,5.9536517213745554,-22.832993293053043,0.0,1.0
340,10,30,6.9536517213745554,-22.832993293053043,0.0,1.0
341,11,0,-23.046348278625445,-21.832993293053043,0.0,1.0
342,11,1,-22.046348278625445,-21.832993293053043,0.0,1.0
343,11,2,-21.046348278625445,-21.832993293053043,0.8785714285714286,0.12142857142857144
344,11,3,-20.046348278625445,-21.832993293053043,0.0,1.0
345,11,4,-19.046348278625445,-21.832993293053043,0.8785714285714286,0.12142857142857144
346,11,5,-18.046348278625445,-21.832993293053043,0.95,0.050000000000000044
347,11,6,-17.046348278625445,-21.832993293053043,0.9642857142857143,0.0357142857142857
348,11,7,-16.046348278625445,-21.832993293053043,0.9107142857142857,0.0892857142857143
349,11,8,-15.046348278625445,-21.832993293053043,0.8428571428571429,0.15714285714285714
350,11,9,-14.046348278625445,-21.832993293053043,0.85,0.15000000000000002
351,11,10,-13.046348278625445,-21.832993293053043,0.9142857142857143,0.08571428571428574
352,11,11,-12.046348278625445,-21.832993293053043,0.9214285714285714,0.07857142857142863
353,11,12,-11.046348278625445,-21.832993293053043,0.8285714285714286,0.17142857142857137
354,11,13,-10.046348278625445,-21.832993293053043,0.0,1.0
355,11,14,-9.046348278625445,-21.832993293053043,0.0,1.0
356,11,15,-8.046348278625445,-21.832993293053043,0.0,1.0
357,11,16,-7.0463482786254446,-21.832993293053043,0.0,1.0
358,11,17,-6.0463482786254446,-21.832993293053043,0.0,1.0
359,11,18,-5.0463482786254446,-21.832993293053043,0.0,1.0
360,11,19,-4.0463482786254446,-21.832993293053043,0.0,1.0
361,11,20,-3.0463482786254446,-21.832993293053043,0.0,1.0
362,11,21,-2.0463482786254446,-21.832993293053043,0.0,1.0
363,11,22,-1.0463482786254446,-21.832993293053043,0.0,1.0
364,11,23,-0.04634827862544455,-21.832993293053043,0.0,1.0
365,11,24,0.9536517213745554,-21.832993293053043,1.0,0.0
366,11,25,1.9536517213745554,-21.832993293053043,0.0,1.0
367,11,26,2.9536517213745554,-21.832993293053043,0.0,1.0
368,11,27,3.9536517213745554,-21.832993293053043,0.0,1.0
369,11,28,4.9536517213745554,-21.832993293053043,0.0,1.0
370,11,29,5.9536517213745554,-21.832993293053043,0.0,1.0
371,11,30,6.9536517213745554,-21.832993293053043,0.0,1.0
372,12,0,-23.046348278625445,-20.832993293053043,0.0,1.0
373,12,1,-22.046348278625445,-20.832993293053043,0.0,1.0
374,12,2,-21.046348278625445,-20.832993293053043,0.8857142857142857,0.11428571428571432
375,12,3,-20.046348278625445,-20.832993293053043,0.9071428571428571,0.09285714285714286
376,12,4,-19.046348278625445,-20.832993293053043,0.9035714285714286,0.09642857142857142
377,12,5,-18.046348278625445,-20.832993293053043,0.9071428571428571,0.09285714285714286
378,12,6,-17.046348278625445,-20.832993293053043,0.0,1.0
379,12,7,-16.046348278625445,-20.832993293053043,0.0,1.0
380,12,8,-15.046348278625445,-20.832993293053043,0.8714285714285714,0.12857142857142856
381,12,9,-14.046348278625445,-20.832993293053043,0.0,1.0
382,12,10,-13.046348278625445,-20.832993293053043,0.0,1.0
383,12,11,-12.046348278625445,-20.832993293053043,0.0,1.0
384,12,12,-11.046348278625445,-20.832993293053043,0.0,1.0
385,12,13,-10.046348278625445,-20.832993293053043,0.0,1.0
386,12,14,-9.046348278625445,-20.832993293053043,0.0,1.0
387,12,15,-8.046348278625445,-20.832993293053043,0.0,1.0
388,12,16,-7.0463482786254446,-20.832993293053043,0.0,1.0
389,12,17,-6.0463482786254446,-20.832993293053043,0.0,1.0
390,12,18,-5.0463482786254446,-20.832993293053043,0.0,1.0
391,12,19,-4.0463482786254446,-20.832993293053043,0.0,1.0
392,12,20,-3.0463482786254446,-20.832993293053043,0.0,1.0
393,12,21,-2.0463482786254446,-20.832993293053043,0.0,1.0
394,12,22,-1.0463482786254446,-20.832993293053043,0.0,1.0
395,12,23,-0.04634827862544455,-20.832993293053043,0.0,1.0
396,12,24,0.9536517213745554,-20.832993293053043,0.8714285714285714,0.12857142857142856
397,12,25,1.9536517213745554,-20.832993293053043,0.0,1.0
398,12,26,2.9536517213745554,-20.832993293053043,0.0,1.0
399,12,27,3.9536517213745554,-20.832993293053043,0.0,1.0
400,12,28,4.9536517213745554,-20.832993293053043,0.0,1.0
401,12,29,5.9536517213745554,-20.832993293053043,0.0,1.0
402,12,30,6.9536517213745554,-20.832993293053043,0.0,1.0
403,13,0,-23.046348278625445,-19.832993293053043,0.0,1.0
404,13,1,-22.046348278625445,-19.832993293053043,0.0,1.0
405,13,2,-21.046348278625445,-19.832993293053043,0.0,1.0
406,13,3,-20.046348278625445,-19.832993293053043,0.8714285714285714,0.12857142857142856
