row,col,learned_sigma
0,0,0.4337914288043976
1,0,0.5916875004768372
2,0,0.5916875004768372
3,0,0.5916875004768372
4,0,0.5916875004768372
5,0,0.4495626389980316
6,0,0.5916875004768372
7,0,0.5916875004768372
8,0,0.5916875004768372
9,0,0.5916875004768372
10,0,0.5916875004768372
11,0,0.4787914752960205
12,0,0.5942991375923157
13,0,0.5942991375923157
14,0,0.5942991375923157
15,0,0.5942991375923157
16,0,0.5942991375923157
17,0,0.5089924335479736
18,0,0.5942991375923157
19,0,0.5089924335479736
20,0,0.5089924335479736
21,0,0.5089924335479736
22,0,0.5942991375923157
23,0,0.5089924335479736
24,0,0.5089924335479736
25,0,0.5942991375923157
26,0,0.5942991375923157
27,0,0.5942991375923157
28,0,0.5942991375923157
29,0,0.5942991375923157
30,0,0.5942991375923157
31,0,0.5089924335479736
32,0,0.5942991375923157
33,0,0.5942991375923157
34,0,0.5942991375923157
35,0,0.5089924335479736
36,0,0.5089924335479736
37,0,0.5089924335479736
38,0,0.5089924335479736
39,0,0.5089924335479736
40,0,0.5089924335479736
41,0,0.5942991375923157
42,0,0.5942991375923157
43,0,0.5089924335479736
44,0,0.5089924335479736
45,0,0.5089924335479736
46,0,0.5089924335479736
47,0,0.5942991375923157
48,0,0.5942991375923157
49,0,0.5942991375923157
50,0,0.5089924335479736
51,0,0.5089924335479736
52,0,0.5089924335479736
53,0,0.5089924335479736
54,0,0.5089924335479736
55,0,0.5942991375923157
56,0,0.5089924335479736
57,0,0.5942991375923157
58,0,0.5089924335479736
59,0,0.5089924335479736
60,0,0.5089924335479736
61,0,0.5089924335479736
62,0,0.5089924335479736
63,0,0.5089924335479736
64,0,0.5089924335479736
65,0,0.46797195076942444
66,0,0.46797195076942444
67,0,0.46797195076942444
68,0,0.46797195076942444
69,0,0.46797195076942444
70,0,0.46797195076942444
71,0,0.46797195076942444
72,0,0.46797195076942444
73,0,0.46797195076942444
74,0,0.46797195076942444
75,0,0.46797195076942444
76,0,0.46797195076942444
77,0,0.46797195076942444
78,0,0.46797195076942444
79,0,0.5250878930091858
80,0,0.46797195076942444
81,0,0.5250878930091858
82,0,0.46797195076942444
83,0,0.5250878930091858
84,0,0.5250878930091858
85,0,0.5250878930091858
86,0,0.5250878930091858
87,0,0.5250878930091858
88,0,0.5942991375923157
89,0,0.46797195076942444
90,0,0.5942991375923157
91,0,0.5089924335479736
92,0,0.5942991375923157
93,0,0.5942991375923157
94,0,0.5089924335479736
95,0,0.5942991375923157
96,0,0.5942991375923157
97,0,0.5089924335479736
98,0,0.5089924335479736
99,0,0.5942991375923157
100,0,0.5089924335479736
101,0,0.5089924335479736
102,0,0.5089924335479736
103,0,0.5089924335479736
104,0,0.5942991375923157
105,0,0.5942991375923157
106,0,0.5942991375923157
107,0,0.5942991375923157
108,0,0.5942991375923157
109,0,0.5942991375923157
110,0,0.5942991375923157
111,0,0.5942991375923157
112,0,0.5942991375923157
113,0,0.5089924335479736
114,0,0.5942991375923157
115,0,0.5089924335479736
116,0,0.5089924335479736
117,0,0.5089924335479736
118,0,0.5942991375923157
119,0,0.5089924335479736
120,0,0.5089924335479736
121,0,0.5942991375923157
122,0,0.5942991375923157
123,0,0.5089924335479736
124,0,0.5942991375923157
125,0,0.5942991375923157
126,0,0.5942991375923157
127,0,0.647963285446167
128,0,0.6479005217552185
129,0,0.6261627674102783
130,0,0.5138061046600342
131,0,0.5206916928291321
132,0,0.5206916928291321
133,0,0.5206916928291321
134,0,0.5206916928291321
135,0,0.5206916928291321
136,0,0.5206916928291321
137,0,0.5605449676513672
138,0,0.5605449676513672
139,0,0.6043897271156311
140,0,0.5901840925216675
141,0,0.5879636406898499
142,0,0.6250851154327393
143,0,0.5901840925216675
144,0,0.6442064046859741
145,0,0.5901840925216675
146,0,0.5901840925216675
147,0,0.5901840925216675
148,0,0.5901840925216675
149,0,0.5901840925216675
150,0,0.4397675395011902
151,0,0.4446859657764435
152,0,0.45008692145347595
153,0,0.44412267208099365
154,0,0.5077419877052307
155,0,0.5176929831504822
156,0,0.5176929831504822
157,0,0.5176929831504822
158,0,0.5176929831504822
159,0,0.5176929831504822
160,0,0.5176929831504822
161,0,0.5176929831504822
162,0,0.6161258220672607
163,0,0.5668265223503113
164,0,0.5668265223503113
165,0,0.6390964388847351
166,0,0.5295709371566772
167,0,0.6274771094322205
168,0,0.4425194561481476
169,0,0.6340762972831726
170,0,0.6386956572532654
171,0,0.4894964098930359
172,0,0.6340762972831726
173,0,0.6340762972831726
174,0,0.49703478813171387
175,0,0.6352776288986206
176,0,0.6354913115501404
177,0,0.6357012987136841
178,0,0.6238042712211609
179,0,0.5210667848587036
180,0,0.5210667848587036
181,0,0.5210667848587036
182,0,0.5210667848587036
183,0,0.5210667848587036
184,0,0.6475067138671875
185,0,0.5491458177566528
186,0,0.6396837830543518
187,0,0.5892977714538574
188,0,0.5831217765808105
189,0,0.5935191512107849
190,0,0.49484962224960327
191,0,0.5385230779647827
192,0,0.5541942715644836
193,0,0.5385230779647827
194,0,0.5937047600746155
195,0,0.5088744163513184
196,0,0.6015055179595947
197,0,0.6015055179595947
198,0,0.5071502923965454
