t,x_vo,y_vo,x_odom,y_odom,x_ukf,y_ukf
0.0,-0.9999802228978952,-0.0061937169565818,-0.9999802228978952,-0.0061937169565818,-0.7193602603428024,0.032611792804544466
0.1,-0.4226299537082689,0.5711565522330437,-0.42470992192074986,0.5718317013306415,-0.31365351013208076,0.6192157289554399
0.2,-0.999980222897895,-0.0061937169565823,-1.000559288718763,-0.002703604136357063,-1.0131600521525008,0.04493968661227997
0.30000000000000004,-1.577330492087519,-0.5835439861462075,-1.5760284284756048,-0.5798727035121788,-1.5657048058131016,-0.5627601879391947
0.4,-0.9999802228978946,-0.0061937169565811,-1.002580229663288,-0.0012345567359987042,-1.0148790637982845,-0.023880055683577324
0.5,-0.9493658281915676,-1.0032500008963885,-0.9545701939706857,-1.0023911848778684,-0.9166682016647684,-1.045060175607035
0.6000000000000001,-0.3720155590019475,-0.4258997317067712,-0.37696424397473105,-0.4251383524921113,-0.3788221144022027,-0.4312580666541233
0.7000000000000001,0.2053347101876727,0.1514505374828458,0.19975354003020196,0.15052545615691992,0.1828207511238725,0.16048006724068148
0.8,0.7826849793772929,0.7288008066724628,0.7770702069048135,0.7254380992256897,0.7907944649434151,0.7710994103770082
0.9,1.3600352485669247,1.3061510758620969,1.3527143882392982,1.301032063681466,1.3860568538394662,1.3556280967366867
1.0,1.937385517756556,1.8835013450517315,1.9318234533786551,1.877714085989699,1.9618437186416529,1.898058547400715
1.1,2.0705619020770967,0.9071715274470404,2.0665554215700537,0.9032160734697201,2.0284104620802874,0.8749834951148632
1.2000000000000002,1.337344959308974,1.4724959281094947,1.3334705401970535,1.4658876886966952,1.3379211633699641,1.4493269837604676
1.3,0.6041280165408511,2.0378203287719487,0.6025080798428668,2.0312733523443383,0.5732473660373737,2.03570679298667
1.4000000000000001,-0.1290889262272717,2.6031447294344026,-0.1297738442407519,2.595629414140125,-0.1332567080914069,2.595722842370716
1.5,-0.8623058689953946,3.1684691300968564,-0.8647093719346414,3.160298468613855,-0.9085500746769578,3.1475259913624423
1.6,-1.5955228117635176,3.73379353075931,-1.5971888131345993,3.727628384926918,-1.599112713122083,3.7343745728791315
1.7000000000000002,-1.226161236453093,2.8046137626391583,-1.2297450030258326,2.799524847680774,-1.2531902547930382,2.7896736340950152
1.8,-1.959378179221216,3.369938163301612,-1.961205045191341,3.367524044558113,-2.0086668596855537,3.3458449138272615
1.9000000000000001,-1.590016603910791,2.44075839518146,-1.5919433217028884,2.4380352650794617,-1.5868230892920352,2.441061982774343
2.0,-1.220655028600366,1.5115786270613083,-1.2229514711195537,1.507463611735968,-1.212109210365794,1.498740680417531
2.1,-0.8512934532899412,0.5823988589411564,-0.8549517548979368,0.577836125982055,-0.8675223516178405,0.5848674272274187
2.2,-1.5845103960580642,1.1477232596036102,-1.5857236149887117,1.1436455202270515,-1.5449314524594218,1.157293888494331
2.3000000000000003,-1.2151488207476393,0.2185434914834583,-1.2166710986424243,0.2148188988238069,-1.2137659682027278,0.1871237439422852
2.4000000000000004,-0.8457872454372146,-0.7106362766366935,-0.8481661789763257,-0.7165296454408117,-0.8445940743888222,-0.7383371196187455
2.5,-1.579004188205337,-0.1453118759742393,-1.5820873888454245,-0.15102426521510182,-1.570507560924307,-0.11139377758755026
2.6,-2.31222113097346,0.4200125246882145,-2.314239713242441,0.41475659210762983,-2.3277177906224806,0.39723220454857067
2.7,-3.0454380737415825,0.985336925350668,-3.046725767881835,0.9851159408451511,-3.0365191844600803,0.9131505767476943
2.8000000000000003,-3.778655016509705,1.5506613260131217,-3.7791172454267654,1.554194030730168,-3.791417588485284,1.4669881967340272
2.9000000000000004,-4.511871959277828,2.115985726675575,-4.511472546188873,2.117811944691504,-4.529138033840914,2.0842731621822685
3.0,-5.245088902045951,2.681310127338029,-5.2404061937552555,2.6825615786308594,-5.207939909316073,2.669932860590254
3.1,-4.875727327245975,1.752130359034755,-4.871857448988049,1.7504549263239113,-4.89400402543541,1.7430322844378299
3.2,-4.142510384698612,1.1868059587831308,-4.1396649918988295,1.1839491120443602,-4.224441793231758,1.2204000726727382
3.3000000000000003,-3.40929344215125,0.6214815585315067,-3.408075594807963,0.6192559217999168,-3.39142943166225,0.5519593427380581
3.4000000000000004,-4.142510384698612,1.1868059587831312,-4.140060578510174,1.1869920292933178,-4.05643780749364,1.173407055083533
3.5,-3.7731488104309543,0.2576261902518022,-3.768441059657074,0.2563540930865016,-3.7519330623464078,0.30020238796289067
3.6,-3.4037872361632973,-0.6715535782795269,-3.3993073803047267,-0.6741339683249632,-3.4556221767816893,-0.6906409835423392
3.7,-3.03442566189564,-1.600733346810856,-3.031626118990994,-1.6076083149157696,-3.0644611523193346,-1.6214011363558303
3.8000000000000003,-2.6650640876279823,-2.529913115342185,-2.663913507154719,-2.5371134152881885,-2.6860112472352613,-2.5611974139692717
3.9000000000000004,-2.295702513360325,-3.4590928838735144,-2.2932507473114123,-3.4684180126432365,-2.309075577088094,-3.499490847836326
4.0,-1.9263409390926671,-4.388272652404844,-1.9224026647013477,-4.398656660029298,-1.9652867818702777,-4.414189807791417
4.1000000000000005,-2.65955788164003,-3.82294825215322,-2.6545332987121,-3.835085981334009,-2.6561095127474355,-3.7894058654750395
4.2,-3.3927748241873927,-3.2576238519015965,-3.3890812606740406,-3.269950106190891,-3.3757578994944213,-3.1881054397350552
4.3,-3.0234132499197357,-4.186803620432926,-3.01925536376025,-4.202645331504933,-3.062915680851408,-4.171973827820529
4.4,-2.654051675652078,-5.115983388964255,-2.6496604178743106,-5.134759190527045,-2.6474447544583892,-5.0525700369368955
4.5,-2.2846901013844203,-6.045163157495583,-2.279861466413195,-6.059680464834316,-2.2185679644981486,-6.01821543853962
4.6000000000000005,-1.9153285271167624,-6.974342926026912,-1.9087570345896407,-6.991435078528193,-1.8840925395656893,-6.910841283759403
4.7,-2.648545469664125,-6.409018525775289,-2.641526786039454,-6.428304249433479,-2.64686749305873,-6.388484013290879
4.800000000000001,-3.3817624122114878,-5.843694125523665,-3.373385901460673,-5.859306022125213,-3.3849909791492694,-5.830397453229098
4.9,-4.11497935475885,-5.278369725272042,-4.106467685869058,-5.2881714875351085,-4.097148452086613,-5.259777792104933
5.0,-3.745617780491192,-6.20754949380337,-3.73652787280402,-6.219694389324087,-3.7920668078459645,-6.103111023827643
5.1000000000000005,-3.376256206223535,-7.136729262334698,-3.3659037220846857,-7.149610655768991,-3.3884359424995023,-7.070812462418213
5.2,-3.0068946319558774,-8.065909030866026,-2.9994564594567397,-8.078107313198437,-3.024726044712101,-8.062325804757574
5.300000000000001,-2.63753305768822,-8.995088799397353,-2.630734227621797,-9.003829686440953,-2.5874873253105526,-8.962455840259702
5.4,-2.2681714834205624,-9.924268567928682,-2.262313398662725,-9.934983169129138,-2.2547972810272925,-9.923739019126709
5.5,-3.001388425046473,-9.358944167082932,-2.996808095985122,-9.370149323975273,-2.945227431967579,-9.374063386473827
