frame_idx,x,y,z
109,-4.7545907681022515,9.852732266610415,-26.694642631305626
110,-5.487807710870375,10.230622775691291,-26.129318230643175
111,-6.221024653638499,10.608513284772167,-25.563993829980724
112,-6.954241596406622,10.986403793853043,-24.998669429318273
113,-6.5848800210961995,10.972368652229868,-25.927849197438423
114,-7.318096963864323,11.350259161310744,-25.362524796775972
115,-6.9487353885538985,11.336224019687567,-26.291704564896122
116,-6.579373813243474,11.32218887806439,-27.220884333016272
117,-6.210012237933051,11.308153736441215,-28.150064101136422
118,-6.9432291807011755,11.68604424552209,-27.58473970047397
119,-6.573867605390751,11.672009103898914,-28.51391946859412
120,-6.204506030080328,11.657973962275738,-29.44309923671427
121,-6.9377229728484515,12.035864471356614,-28.87777483605182
122,-7.670939915616576,12.41375498043749,-28.31245043538937
123,-7.301578340306153,12.399719838814315,-29.24163020350952
124,-8.034795283074278,12.777610347895191,-28.676305802847068
125,-8.768012225842401,13.155500856976067,-28.110981402184617
126,-9.501229168610525,13.533391366056943,-27.545657001522166
127,-8.503858066654566,13.596382657097088,-27.581475742932877
128,-9.501051255277005,13.533414682183542,-27.540969216294613
129,-10.427707228315818,13.48354709278375,-27.913557368493453
130,-10.784792459915087,13.300650304482991,-26.99756670139965
131,-11.02865497967139,13.68085460478916,-26.10539196431795
132,-11.272517499427694,14.061058905095326,-25.21321722723625
133,-11.516380019183998,14.441263205401492,-24.32104249015455
134,-11.760242538940302,14.821467505707659,-23.42886775307285
135,-12.004105058696606,15.201671806013826,-22.53669301599115
136,-12.24796757845291,15.581876106319992,-21.64451827890945
137,-11.825366447350453,15.022933194667672,-22.357954404645
138,-11.402765316247997,14.463990283015352,-23.071390530380548
139,-10.613514114669151,14.12497431653385,-22.55938397253489
140,-11.362044029513955,13.811087240000651,-21.97527964129956
141,-12.124201841569818,14.066793716292272,-22.570031410952033
142,-12.995404004906433,14.374986195702252,-22.1879002996398
143,-13.743933919751367,14.061099119169162,-21.60379596840458
144,-14.677648016280907,14.385949327441587,-21.4532957088454
145,-15.42617793112584,14.072062250908495,-20.86919137761018
146,-16.174707845970772,13.758175174375403,-20.285087046374958
147,-16.923237760815706,13.44428809784231,-19.700982715139737
148,-17.67176767566064,13.130401021309218,-19.116878383904517
149,-18.420297590505573,12.816513944776128,-18.532774052669296
150,-18.38933515648307,12.818921358500857,-17.53325640298093
151,-18.4422594401009,12.807067842520299,-18.531784577026325
152,-18.514888451072192,12.838384772964679,-17.534917345830078
153,-18.565164336758087,12.850180689819231,-16.53625164016874
154,-18.9024894021524,12.983823841190462,-15.604397945456807
155,-19.203070571938937,13.290539364297992,-16.507490713811546
156,-19.503651741725474,13.597254887405521,-17.410583482166285
157,-19.80423291151201,13.90397041051305,-18.313676250521024
158,-20.104814081298546,14.21068593362058,-19.216769018875762
159,-20.405395251085082,14.517401456728109,-20.1198617872305
160,-20.705976420871618,14.824116979835638,-21.02295455558524
161,-21.006557590658154,15.130832502943168,-21.92604732393998
162,-20.125205677503182,15.297371500263104,-22.368182560660312
163,-19.459731338173185,15.000878701898893,-21.683174586829743
164,-18.79425699884319,14.704385903534682,-20.998166612999174
165,-19.755331166667386,14.54691733531639,-21.225191047728792
166,-19.23352475626978,14.546998391360676,-20.372127120758556
167,-18.33391115174214,14.300660518513238,-20.732700296341243
168,-18.36652751281332,14.270773084503666,-21.731721274238502
169,-17.451537935679674,14.548985570488648,-22.0239401757128
170,-16.523634426367906,14.257098842668242,-22.255882443376947
171,-16.712879256306778,14.068153366424573,-23.219462228007394
172,-15.797889679173132,14.346365852409555,-23.51168112948169
173,-14.882900102039486,14.624578338394537,-23.803900030955987
174,-14.630225137018673,14.796104273435926,-22.851674104161347
175,-13.688504648230115,14.60646439779741,-22.573826594610445
176,-12.746021765683555,14.416764987298572,-22.29861731104045
177,-11.80279012956729,14.227006661810425,-22.026026301398968
178,-12.718390819260293,14.311346150254343,-21.632882272164494
179,-13.07790754822042,14.589498409760722,-22.52360054531785
180,-13.437424277180547,14.867650669267102,-23.41431881847121
181,-13.796941006140674,15.145802928773481,-24.305037091624566
182,-14.156457735100801,15.42395518827986,-25.195755364777924
183,-14.515974464060928,15.70210744778624,-26.08647363793128
184,-15.467286251831249,15.400244760556987,-26.14880180578473
185,-16.017888710288887,15.061839399388075,-26.91189992809439
186,-16.93686548713591,14.734346518372726,-27.13151344429983
187,-17.620446570624416,14.302276138615605,-26.54326852147159
188,-18.380448321779078,14.509893378017702,-25.92740131164069
189,-17.558712847725076,14.53886381677105,-25.358269056044783
190,-17.525682418071046,14.246773784934426,-24.402448777949292
191,-16.997519988620393,13.97261584373588,-23.59878101612569
192,-16.395144170485604,14.267407589947071,-22.85699856817199
193,-15.866981741034952,13.993249648748526,-22.053330806348388
194,-15.044808517903288,13.95995496913643,-22.621593646480328
195,-14.67635182885527,13.979743591146155,-23.551027925348247
196,-15.484640884080862,14.240437650717263,-24.0789553924371
197,-16.292929939306454,14.501131710288371,-24.60688285952595
198,-15.933737687647682,14.518530805646531,-25.539984246208565
