id,x_m,y_m
0,0.0,0.0
1,24.000000000000004,0.0
2,48.00000000000001,0.0
3,72.00000000000001,0.0
4,96.00000000000001,0.0
5,120.00000000000001,0.0
6,120.0,10.666666666666663
7,96.0,10.666666666666663
8,72.0,10.666666666666663
9,48.0,10.666666666666663
10,24.0,10.666666666666663
11,0.0,10.666666666666663
12,0.0,21.333333333333325
13,24.000000000000004,21.333333333333325
14,48.00000000000001,21.333333333333325
15,72.00000000000001,21.333333333333325
16,96.00000000000001,21.333333333333325
17,120.00000000000001,21.333333333333325
18,120.0,31.999999999999986
19,96.0,31.999999999999986
20,72.0,31.999999999999986
21,48.0,31.999999999999986
22,24.0,31.999999999999986
23,0.0,31.999999999999986
24,0.0,42.66666666666665
25,24.000000000000004,42.66666666666665
26,48.00000000000001,42.66666666666665
27,72.00000000000001,42.66666666666665
28,96.00000000000001,42.66666666666665
29,120.00000000000001,42.66666666666665
30,120.0,53.333333333333314
31,96.0,53.333333333333314
32,72.0,53.333333333333314
33,48.0,53.333333333333314
34,24.0,53.333333333333314
35,0.0,53.333333333333314
36,0.0,63.99999999999997
37,24.000000000000004,63.99999999999997
38,48.00000000000001,63.99999999999997
39,72.00000000000001,63.99999999999997
40,96.00000000000001,63.99999999999997
41,120.00000000000001,63.99999999999997
42,120.0,74.66666666666664
43,96.0,74.66666666666664
44,72.0,74.66666666666664
45,48.0,74.66666666666664
46,24.0,74.66666666666664
47,0.0,74.66666666666664
48,0.0,85.3333333333333
49,24.000000000000004,85.3333333333333
50,48.00000000000001,85.3333333333333
51,72.00000000000001,85.3333333333333
52,96.00000000000001,85.3333333333333
53,120.00000000000001,85.3333333333333
