id,x,z
62,-23.046348278625445,-30.832993293053043
63,-22.046348278625445,-30.832993293053043
64,-21.046348278625445,-30.832993293053043
65,-20.046348278625445,-30.832993293053043
66,-19.046348278625445,-30.832993293053043
67,-18.046348278625445,-30.832993293053043
68,-17.046348278625445,-30.832993293053043
69,-16.046348278625445,-30.832993293053043
70,-15.046348278625445,-30.832993293053043
71,-14.046348278625445,-30.832993293053043
72,-13.046348278625445,-30.832993293053043
73,-12.046348278625445,-30.832993293053043
74,-11.046348278625445,-30.832993293053043
75,-10.046348278625445,-30.832993293053043
76,-9.046348278625445,-30.832993293053043
77,-8.046348278625445,-30.832993293053043
78,-7.0463482786254446,-30.832993293053043
79,-5.0463482786254446,-30.832993293053043
80,-4.0463482786254446,-30.832993293053043
81,-3.0463482786254446,-30.832993293053043
82,-2.0463482786254446,-30.832993293053043
83,-1.0463482786254446,-30.832993293053043
84,-0.04634827862544455,-30.832993293053043
85,0.9536517213745554,-30.832993293053043
86,1.9536517213745554,-30.832993293053043
87,4.9536517213745554,-30.832993293053043
88,5.9536517213745554,-30.832993293053043
89,6.9536517213745554,-30.832993293053043
90,6.9536517213745554,-29.832993293053043
91,5.9536517213745554,-29.832993293053043
92,0.9536517213745554,-29.832993293053043
93,-0.04634827862544455,-29.832993293053043
94,-1.0463482786254446,-29.832993293053043
95,-4.0463482786254446,-29.832993293053043
96,-9.046348278625445,-29.832993293053043
97,-10.046348278625445,-29.832993293053043
98,-11.046348278625445,-29.832993293053043
99,-12.046348278625445,-29.832993293053043
100,-13.046348278625445,-29.832993293053043
101,-14.046348278625445,-29.832993293053043
102,-15.046348278625445,-29.832993293053043
103,-16.046348278625445,-29.832993293053043
104,-17.046348278625445,-29.832993293053043
105,-18.046348278625445,-29.832993293053043
106,-19.046348278625445,-29.832993293053043
107,-20.046348278625445,-29.832993293053043
108,-21.046348278625445,-29.832993293053043
109,-22.046348278625445,-29.832993293053043
110,-23.046348278625445,-29.832993293053043
111,-23.046348278625445,-28.832993293053043
112,-22.046348278625445,-28.832993293053043
113,-21.046348278625445,-28.832993293053043
114,-20.046348278625445,-28.832993293053043
115,-19.046348278625445,-28.832993293053043
116,-18.046348278625445,-28.832993293053043
117,-17.046348278625445,-28.832993293053043
118,-16.046348278625445,-28.832993293053043
119,-15.046348278625445,-28.832993293053043
120,-14.046348278625445,-28.832993293053043
121,-13.046348278625445,-28.832993293053043
122,-12.046348278625445,-28.832993293053043
123,5.9536517213745554,-28.832993293053043
124,6.9536517213745554,-28.832993293053043
125,6.9536517213745554,-27.832993293053043
126,5.9536517213745554,-27.832993293053043
127,-12.046348278625445,-27.832993293053043
128,-13.046348278625445,-27.832993293053043
129,-14.046348278625445,-27.832993293053043
130,-19.046348278625445,-27.832993293053043
131,-20.046348278625445,-27.832993293053043
132,-21.046348278625445,-27.832993293053043
133,-22.046348278625445,-27.832993293053043
134,-23.046348278625445,-27.832993293053043
135,-23.046348278625445,-26.832993293053043
136,-22.046348278625445,-26.832993293053043
137,-21.046348278625445,-26.832993293053043
138,-20.046348278625445,-26.832993293053043
139,-13.046348278625445,-26.832993293053043
140,5.9536517213745554,-26.832993293053043
141,6.9536517213745554,-26.832993293053043
142,6.9536517213745554,-25.832993293053043
143,5.9536517213745554,-25.832993293053043
144,4.9536517213745554,-25.832993293053043
145,0.9536517213745554,-25.832993293053043
146,-9.046348278625445,-25.832993293053043
147,-20.046348278625445,-25.832993293053043
148,-21.046348278625445,-25.832993293053043
149,-22.046348278625445,-25.832993293053043
150,-23.046348278625445,-25.832993293053043
151,-23.046348278625445,-24.832993293053043
152,-22.046348278625445,-24.832993293053043
153,-21.046348278625445,-24.832993293053043
154,-20.046348278625445,-24.832993293053043
155,-9.046348278625445,-24.832993293053043
156,-4.0463482786254446,-24.832993293053043
157,-3.0463482786254446,-24.832993293053043
158,-2.0463482786254446,-24.832993293053043
159,-1.0463482786254446,-24.832993293053043
160,-0.04634827862544455,-24.832993293053043
161,0.9536517213745554,-24.832993293053043
162,4.9536517213745554,-24.832993293053043
163,5.9536517213745554,-24.832993293053043
164,6.9536517213745554,-24.832993293053043
165,6.9536517213745554,-23.832993293053043
166,5.9536517213745554,-23.832993293053043
167,4.9536517213745554,-23.832993293053043
168,3.9536517213745554,-23.832993293053043
169,-0.04634827862544455,-23.832993293053043
170,-1.0463482786254446,-23.832993293053043
171,-2.0463482786254446,-23.832993293053043
172,-3.0463482786254446,-23.832993293053043
173,-4.0463482786254446,-23.832993293053043
174,-5.0463482786254446,-23.832993293053043
175,-8.046348278625445,-23.832993293053043
176,-9.046348278625445,-23.832993293053043
177,-19.046348278625445,-23.832993293053043
178,-21.046348278625445,-23.832993293053043
179,-22.046348278625445,-23.832993293053043
180,-23.046348278625445,-23.832993293053043
181,-23.046348278625445,-22.832993293053043
182,-9.046348278625445,-22.832993293053043
183,-8.046348278625445,-22.832993293053043
184,-7.0463482786254446,-22.832993293053043
185,-6.0463482786254446,-22.832993293053043
186,-5.0463482786254446,-22.832993293053043
187,-4.0463482786254446,-22.832993293053043
188,-3.0463482786254446,-22.832993293053043
189,-2.0463482786254446,-22.832993293053043
190,-1.0463482786254446,-22.832993293053043
191,-0.04634827862544455,-22.832993293053043
192,3.9536517213745554,-22.832993293053043
193,4.9536517213745554,-22.832993293053043
194,5.9536517213745554,-22.832993293053043
195,6.9536517213745554,-22.832993293053043
196,6.9536517213745554,-21.832993293053043
197,5.9536517213745554,-21.832993293053043
198,4.9536517213745554,-21.832993293053043
199,3.9536517213745554,-21.832993293053043
200,-1.0463482786254446,-21.832993293053043
201,-2.0463482786254446,-21.832993293053043
202,-3.0463482786254446,-21.832993293053043
203,-4.0463482786254446,-21.832993293053043
204,-5.0463482786254446,-21.832993293053043
205,-6.0463482786254446,-21.832993293053043
206,-7.0463482786254446,-21.832993293053043
207,-8.046348278625445,-21.832993293053043
208,-9.046348278625445,-21.832993293053043
209,-23.046348278625445,-21.832993293053043
210,-23.046348278625445,-20.832993293053043
211,-10.046348278625445,-20.832993293053043
212,-9.046348278625445,-20.832993293053043
213,-8.046348278625445,-20.832993293053043
214,-7.0463482786254446,-20.832993293053043
215,-6.0463482786254446,-20.832993293053043
216,-5.0463482786254446,-20.832993293053043
217,-4.0463482786254446,-20.832993293053043
218,-3.0463482786254446,-20.832993293053043
219,-2.0463482786254446,-20.832993293053043
220,-1.0463482786254446,-20.832993293053043
221,2.9536517213745554,-20.832993293053043
222,3.9536517213745554,-20.832993293053043
223,4.9536517213745554,-20.832993293053043
224,5.9536517213745554,-20.832993293053043
225,6.9536517213745554,-20.832993293053043
226,6.9536517213745554,-19.832993293053043
227,5.9536517213745554,-19.832993293053043
228,4.9536517213745554,-19.832993293053043
229,3.9536517213745554,-19.832993293053043
230,2.9536517213745554,-19.832993293053043
231,-1.0463482786254446,-19.832993293053043
232,-2.0463482786254446,-19.832993293053043
233,-3.0463482786254446,-19.832993293053043
234,-4.0463482786254446,-19.832993293053043
235,-5.0463482786254446,-19.832993293053043
236,-6.0463482786254446,-19.832993293053043
237,-7.0463482786254446,-19.832993293053043
238,-8.046348278625445,-19.832993293053043
239,-9.046348278625445,-19.832993293053043
240,-10.046348278625445,-19.832993293053043
241,-11.046348278625445,-19.832993293053043
242,-12.046348278625445,-19.832993293053043
243,-13.046348278625445,-19.832993293053043
244,-14.046348278625445,-19.832993293053043
245,-22.046348278625445,-19.832993293053043
246,-23.046348278625445,-19.832993293053043
247,-23.046348278625445,-18.832993293053043
248,-22.046348278625445,-18.832993293053043
249,-15.046348278625445,-18.832993293053043
250,-14.046348278625445,-18.832993293053043
251,-13.046348278625445,-18.832993293053043
252,-12.046348278625445,-18.832993293053043
253,-11.046348278625445,-18.832993293053043
254,-10.046348278625445,-18.832993293053043
255,-9.046348278625445,-18.832993293053043
256,-8.046348278625445,-18.832993293053043
257,-7.0463482786254446,-18.832993293053043
258,-6.0463482786254446,-18.832993293053043
259,-5.0463482786254446,-18.832993293053043
260,-4.0463482786254446,-18.832993293053043
261,-3.0463482786254446,-18.832993293053043
262,-2.0463482786254446,-18.832993293053043
263,1.9536517213745554,-18.832993293053043
264,2.9536517213745554,-18.832993293053043
265,3.9536517213745554,-18.832993293053043
266,4.9536517213745554,-18.832993293053043
267,5.9536517213745554,-18.832993293053043
268,6.9536517213745554,-18.832993293053043
269,6.9536517213745554,-17.832993293053043
270,5.9536517213745554,-17.832993293053043
271,4.9536517213745554,-17.832993293053043
272,3.9536517213745554,-17.832993293053043
273,2.9536517213745554,-17.832993293053043
274,1.9536517213745554,-17.832993293053043
275,-2.0463482786254446,-17.832993293053043
276,-3.0463482786254446,-17.832993293053043
277,-4.0463482786254446,-17.832993293053043
278,-5.0463482786254446,-17.832993293053043
279,-6.0463482786254446,-17.832993293053043
280,-7.0463482786254446,-17.832993293053043
281,-8.046348278625445,-17.832993293053043
282,-9.046348278625445,-17.832993293053043
283,-10.046348278625445,-17.832993293053043
284,-11.046348278625445,-17.832993293053043
285,-12.046348278625445,-17.832993293053043
286,-13.046348278625445,-17.832993293053043
287,-14.046348278625445,-17.832993293053043
288,-15.046348278625445,-17.832993293053043
289,-16.046348278625445,-17.832993293053043
290,-22.046348278625445,-17.832993293053043
291,-23.046348278625445,-17.832993293053043
292,-23.046348278625445,-16.832993293053043
293,-22.046348278625445,-16.832993293053043
294,-21.046348278625445,-16.832993293053043
295,-17.046348278625445,-16.832993293053043
296,-16.046348278625445,-16.832993293053043
297,-15.046348278625445,-16.832993293053043
298,-14.046348278625445,-16.832993293053043
299,-13.046348278625445,-16.832993293053043
300,-12.046348278625445,-16.832993293053043
301,-11.046348278625445,-16.832993293053043
302,-10.046348278625445,-16.832993293053043
303,-9.046348278625445,-16.832993293053043
304,-8.046348278625445,-16.832993293053043
305,-7.0463482786254446,-16.832993293053043
306,-6.0463482786254446,-16.832993293053043
307,-5.0463482786254446,-16.832993293053043
308,-4.0463482786254446,-16.832993293053043
309,-3.0463482786254446,-16.832993293053043
310,1.9536517213745554,-16.832993293053043
311,2.9536517213745554,-16.832993293053043
312,3.9536517213745554,-16.832993293053043
313,4.9536517213745554,-16.832993293053043
314,5.9536517213745554,-16.832993293053043
315,6.9536517213745554,-16.832993293053043
316,6.9536517213745554,-15.832993293053043
317,5.9536517213745554,-15.832993293053043
318,4.9536517213745554,-15.832993293053043
319,3.9536517213745554,-15.832993293053043
320,2.9536517213745554,-15.832993293053043
321,1.9536517213745554,-15.832993293053043
322,0.9536517213745554,-15.832993293053043
323,-3.0463482786254446,-15.832993293053043
324,-4.0463482786254446,-15.832993293053043
325,-5.0463482786254446,-15.832993293053043
326,-6.0463482786254446,-15.832993293053043
327,-7.0463482786254446,-15.832993293053043
328,-8.046348278625445,-15.832993293053043
329,-9.046348278625445,-15.832993293053043
330,-10.046348278625445,-15.832993293053043
331,-11.046348278625445,-15.832993293053043
332,-12.046348278625445,-15.832993293053043
333,-13.046348278625445,-15.832993293053043
334,-14.046348278625445,-15.832993293053043
335,-15.046348278625445,-15.832993293053043
336,-16.046348278625445,-15.832993293053043
337,-17.046348278625445,-15.832993293053043
338,-21.046348278625445,-15.832993293053043
339,-22.046348278625445,-15.832993293053043
340,-23.046348278625445,-15.832993293053043
341,-23.046348278625445,-14.832993293053043
342,-22.046348278625445,-14.832993293053043
343,-21.046348278625445,-14.832993293053043
344,-17.046348278625445,-14.832993293053043
345,-16.046348278625445,-14.832993293053043
346,-15.046348278625445,-14.832993293053043
347,-14.046348278625445,-14.832993293053043
348,-13.046348278625445,-14.832993293053043
349,-12.046348278625445,-14.832993293053043
350,-11.046348278625445,-14.832993293053043
351,-10.046348278625445,-14.832993293053043
352,-9.046348278625445,-14.832993293053043
353,-8.046348278625445,-14.832993293053043
354,-7.0463482786254446,-14.832993293053043
355,-6.0463482786254446,-14.832993293053043
356,-5.0463482786254446,-14.832993293053043
357,-4.0463482786254446,-14.832993293053043
358,-3.0463482786254446,-14.832993293053043
359,0.9536517213745554,-14.832993293053043
360,1.9536517213745554,-14.832993293053043
361,2.9536517213745554,-14.832993293053043
362,3.9536517213745554,-14.832993293053043
363,4.9536517213745554,-14.832993293053043
364,5.9536517213745554,-14.832993293053043
365,6.9536517213745554,-14.832993293053043
366,6.9536517213745554,-13.832993293053043
367,5.9536517213745554,-13.832993293053043
368,4.9536517213745554,-13.832993293053043
369,3.9536517213745554,-13.832993293053043
370,2.9536517213745554,-13.832993293053043
371,1.9536517213745554,-13.832993293053043
372,0.9536517213745554,-13.832993293053043
373,-0.04634827862544455,-13.832993293053043
374,-4.0463482786254446,-13.832993293053043
375,-5.0463482786254446,-13.832993293053043
376,-6.0463482786254446,-13.832993293053043
377,-7.0463482786254446,-13.832993293053043
378,-8.046348278625445,-13.832993293053043
379,-9.046348278625445,-13.832993293053043
380,-10.046348278625445,-13.832993293053043
381,-11.046348278625445,-13.832993293053043
382,-12.046348278625445,-13.832993293053043
383,-13.046348278625445,-13.832993293053043
384,-14.046348278625445,-13.832993293053043
385,-15.046348278625445,-13.832993293053043
386,-16.046348278625445,-13.832993293053043
387,-17.046348278625445,-13.832993293053043
388,-18.046348278625445,-13.832993293053043
389,-19.046348278625445,-13.832993293053043
390,-20.046348278625445,-13.832993293053043
391,-21.046348278625445,-13.832993293053043
392,-22.046348278625445,-13.832993293053043
393,-23.046348278625445,-13.832993293053043
394,-23.046348278625445,-12.832993293053043
395,-22.046348278625445,-12.832993293053043
396,-21.046348278625445,-12.832993293053043
397,-20.046348278625445,-12.832993293053043
398,-19.046348278625445,-12.832993293053043
399,-18.046348278625445,-12.832993293053043
400,-17.046348278625445,-12.832993293053043
401,-16.046348278625445,-12.832993293053043
402,-15.046348278625445,-12.832993293053043
403,-14.046348278625445,-12.832993293053043
404,-13.046348278625445,-12.832993293053043
405,-12.046348278625445,-12.832993293053043
406,-11.046348278625445,-12.832993293053043
407,-10.046348278625445,-12.832993293053043
408,-9.046348278625445,-12.832993293053043
409,-8.046348278625445,-12.832993293053043
410,-7.0463482786254446,-12.832993293053043
411,-6.0463482786254446,-12.832993293053043
412,-5.0463482786254446,-12.832993293053043
413,-4.0463482786254446,-12.832993293053043
414,-0.04634827862544455,-12.832993293053043
415,0.9536517213745554,-12.832993293053043
416,1.9536517213745554,-12.832993293053043
417,2.9536517213745554,-12.832993293053043
418,3.9536517213745554,-12.832993293053043
419,4.9536517213745554,-12.832993293053043
420,5.9536517213745554,-12.832993293053043
421,6.9536517213745554,-12.832993293053043
422,6.9536517213745554,-11.832993293053043
423,5.9536517213745554,-11.832993293053043
424,4.9536517213745554,-11.832993293053043
425,3.9536517213745554,-11.832993293053043
426,2.9536517213745554,-11.832993293053043
427,1.9536517213745554,-11.832993293053043
428,0.9536517213745554,-11.832993293053043
429,-0.04634827862544455,-11.832993293053043
430,-5.0463482786254446,-11.832993293053043
431,-6.0463482786254446,-11.832993293053043
432,-7.0463482786254446,-11.832993293053043
433,-8.046348278625445,-11.832993293053043
434,-9.046348278625445,-11.832993293053043
435,-10.046348278625445,-11.832993293053043
436,-11.046348278625445,-11.832993293053043
437,-12.046348278625445,-11.832993293053043
438,-13.046348278625445,-11.832993293053043
439,-14.046348278625445,-11.832993293053043
440,-15.046348278625445,-11.832993293053043
441,-16.046348278625445,-11.832993293053043
442,-17.046348278625445,-11.832993293053043
443,-18.046348278625445,-11.832993293053043
444,-19.046348278625445,-11.832993293053043
445,-20.046348278625445,-11.832993293053043
446,-21.046348278625445,-11.832993293053043
447,-22.046348278625445,-11.832993293053043
448,-23.046348278625445,-11.832993293053043
449,-23.046348278625445,-10.832993293053043
450,-22.046348278625445,-10.832993293053043
451,-21.046348278625445,-10.832993293053043
452,-20.046348278625445,-10.832993293053043
453,-19.046348278625445,-10.832993293053043
454,-18.046348278625445,-10.832993293053043
455,-17.046348278625445,-10.832993293053043
456,-16.046348278625445,-10.832993293053043
457,-15.046348278625445,-10.832993293053043
458,-14.046348278625445,-10.832993293053043
459,-13.046348278625445,-10.832993293053043
460,-12.046348278625445,-10.832993293053043
461,-11.046348278625445,-10.832993293053043
462,-10.046348278625445,-10.832993293053043
463,-9.046348278625445,-10.832993293053043
464,-8.046348278625445,-10.832993293053043
465,-7.0463482786254446,-10.832993293053043
466,-6.0463482786254446,-10.832993293053043
467,-5.0463482786254446,-10.832993293053043
468,-1.0463482786254446,-10.832993293053043
469,-0.04634827862544455,-10.832993293053043
470,0.9536517213745554,-10.832993293053043
471,1.9536517213745554,-10.832993293053043
472,2.9536517213745554,-10.832993293053043
473,3.9536517213745554,-10.832993293053043
474,4.9536517213745554,-10.832993293053043
475,5.9536517213745554,-10.832993293053043
476,6.9536517213745554,-10.832993293053043
477,6.9536517213745554,-9.832993293053043
478,5.9536517213745554,-9.832993293053043
479,4.9536517213745554,-9.832993293053043
480,3.9536517213745554,-9.832993293053043
481,2.9536517213745554,-9.832993293053043
482,1.9536517213745554,-9.832993293053043
483,0.9536517213745554,-9.832993293053043
484,-0.04634827862544455,-9.832993293053043
485,-5.0463482786254446,-9.832993293053043
486,-6.0463482786254446,-9.832993293053043
487,-7.0463482786254446,-9.832993293053043
488,-8.046348278625445,-9.832993293053043
489,-9.046348278625445,-9.832993293053043
490,-10.046348278625445,-9.832993293053043
491,-11.046348278625445,-9.832993293053043
492,-12.046348278625445,-9.832993293053043
493,-13.046348278625445,-9.832993293053043
494,-14.046348278625445,-9.832993293053043
495,-15.046348278625445,-9.832993293053043
496,-16.046348278625445,-9.832993293053043
497,-17.046348278625445,-9.832993293053043
498,-18.046348278625445,-9.832993293053043
499,-19.046348278625445,-9.832993293053043
500,-20.046348278625445,-9.832993293053043
501,-21.046348278625445,-9.832993293053043
502,-22.046348278625445,-9.832993293053043
503,-23.046348278625445,-9.832993293053043
504,-23.046348278625445,-8.832993293053043
505,-22.046348278625445,-8.832993293053043
506,-21.046348278625445,-8.832993293053043
507,-20.046348278625445,-8.832993293053043
508,-19.046348278625445,-8.832993293053043
509,-18.046348278625445,-8.832993293053043
510,-17.046348278625445,-8.832993293053043
511,-16.046348278625445,-8.832993293053043
512,-15.046348278625445,-8.832993293053043
513,-14.046348278625445,-8.832993293053043
514,-13.046348278625445,-8.832993293053043
515,-12.046348278625445,-8.832993293053043
516,-11.046348278625445,-8.832993293053043
517,-10.046348278625445,-8.832993293053043
518,-9.046348278625445,-8.832993293053043
519,-8.046348278625445,-8.832993293053043
520,-7.0463482786254446,-8.832993293053043
521,-6.0463482786254446,-8.832993293053043
522,-5.0463482786254446,-8.832993293053043
523,-1.0463482786254446,-8.832993293053043
524,-0.04634827862544455,-8.832993293053043
525,0.9536517213745554,-8.832993293053043
526,1.9536517213745554,-8.832993293053043
527,2.9536517213745554,-8.832993293053043
528,3.9536517213745554,-8.832993293053043
529,4.9536517213745554,-8.832993293053043
530,5.9536517213745554,-8.832993293053043
531,6.9536517213745554,-8.832993293053043
532,6.9536517213745554,-7.832993293053043
533,5.9536517213745554,-7.832993293053043
534,4.9536517213745554,-7.832993293053043
535,3.9536517213745554,-7.832993293053043
536,2.9536517213745554,-7.832993293053043
537,1.9536517213745554,-7.832993293053043
538,0.9536517213745554,-7.832993293053043
539,-0.04634827862544455,-7.832993293053043
540,-5.0463482786254446,-7.832993293053043
541,-6.0463482786254446,-7.832993293053043
542,-7.0463482786254446,-7.832993293053043
543,-8.046348278625445,-7.832993293053043
544,-9.046348278625445,-7.832993293053043
545,-10.046348278625445,-7.832993293053043
546,-11.046348278625445,-7.832993293053043
547,-12.046348278625445,-7.832993293053043
548,-13.046348278625445,-7.832993293053043
549,-14.046348278625445,-7.832993293053043
550,-15.046348278625445,-7.832993293053043
551,-16.046348278625445,-7.832993293053043
552,-17.046348278625445,-7.832993293053043
553,-18.046348278625445,-7.832993293053043
554,-19.046348278625445,-7.832993293053043
555,-20.046348278625445,-7.832993293053043
556,-21.046348278625445,-7.832993293053043
557,-22.046348278625445,-7.832993293053043
558,-23.046348278625445,-7.832993293053043
559,-23.046348278625445,-6.832993293053043
560,-22.046348278625445,-6.832993293053043
561,-21.046348278625445,-6.832993293053043
562,-20.046348278625445,-6.832993293053043
563,-19.046348278625445,-6.832993293053043
564,-18.046348278625445,-6.832993293053043
565,-17.046348278625445,-6.832993293053043
566,-16.046348278625445,-6.832993293053043
567,-15.046348278625445,-6.832993293053043
568,-14.046348278625445,-6.832993293053043
569,-13.046348278625445,-6.832993293053043
570,-12.046348278625445,-6.832993293053043
571,-11.046348278625445,-6.832993293053043
572,-10.046348278625445,-6.832993293053043
573,-9.046348278625445,-6.832993293053043
574,-8.046348278625445,-6.832993293053043
575,-7.0463482786254446,-6.832993293053043
576,-6.0463482786254446,-6.832993293053043
577,-0.04634827862544455,-6.832993293053043
578,0.9536517213745554,-6.832993293053043
579,1.9536517213745554,-6.832993293053043
580,2.9536517213745554,-6.832993293053043
581,3.9536517213745554,-6.832993293053043
582,4.9536517213745554,-6.832993293053043
583,5.9536517213745554,-6.832993293053043
584,6.9536517213745554,-6.832993293053043
585,6.9536517213745554,-5.832993293053043
586,5.9536517213745554,-5.832993293053043
587,4.9536517213745554,-5.832993293053043
588,3.9536517213745554,-5.832993293053043
589,2.9536517213745554,-5.832993293053043
590,1.9536517213745554,-5.832993293053043
591,0.9536517213745554,-5.832993293053043
592,-0.04634827862544455,-5.832993293053043
593,-6.0463482786254446,-5.832993293053043
594,-7.0463482786254446,-5.832993293053043
595,-8.046348278625445,-5.832993293053043
596,-9.046348278625445,-5.832993293053043
597,-10.046348278625445,-5.832993293053043
598,-11.046348278625445,-5.832993293053043
599,-12.046348278625445,-5.832993293053043
600,-13.046348278625445,-5.832993293053043
601,-14.046348278625445,-5.832993293053043
602,-15.046348278625445,-5.832993293053043
603,-16.046348278625445,-5.832993293053043
604,-17.046348278625445,-5.832993293053043
605,-18.046348278625445,-5.832993293053043
606,-19.046348278625445,-5.832993293053043
607,-20.046348278625445,-5.832993293053043
608,-21.046348278625445,-5.832993293053043
609,-22.046348278625445,-5.832993293053043
610,-23.046348278625445,-5.832993293053043
611,-23.046348278625445,-4.832993293053043
612,-22.046348278625445,-4.832993293053043
613,-21.046348278625445,-4.832993293053043
614,-20.046348278625445,-4.832993293053043
615,-19.046348278625445,-4.832993293053043
616,-18.046348278625445,-4.832993293053043
617,-17.046348278625445,-4.832993293053043
618,-16.046348278625445,-4.832993293053043
619,-15.046348278625445,-4.832993293053043
620,-14.046348278625445,-4.832993293053043
621,-13.046348278625445,-4.832993293053043
622,-12.046348278625445,-4.832993293053043
623,-11.046348278625445,-4.832993293053043
624,-10.046348278625445,-4.832993293053043
625,-9.046348278625445,-4.832993293053043
626,-8.046348278625445,-4.832993293053043
627,-7.0463482786254446,-4.832993293053043
628,-6.0463482786254446,-4.832993293053043
629,-0.04634827862544455,-4.832993293053043
630,0.9536517213745554,-4.832993293053043
631,1.9536517213745554,-4.832993293053043
632,2.9536517213745554,-4.832993293053043
633,3.9536517213745554,-4.832993293053043
634,4.9536517213745554,-4.832993293053043
635,5.9536517213745554,-4.832993293053043
636,6.9536517213745554,-4.832993293053043
637,6.9536517213745554,-3.8329932930530433
638,5.9536517213745554,-3.8329932930530433
639,4.9536517213745554,-3.8329932930530433
640,3.9536517213745554,-3.8329932930530433
641,2.9536517213745554,-3.8329932930530433
642,1.9536517213745554,-3.8329932930530433
643,0.9536517213745554,-3.8329932930530433
644,-0.04634827862544455,-3.8329932930530433
645,-5.0463482786254446,-3.8329932930530433
646,-6.0463482786254446,-3.8329932930530433
647,-7.0463482786254446,-3.8329932930530433
648,-8.046348278625445,-3.8329932930530433
649,-9.046348278625445,-3.8329932930530433
650,-10.046348278625445,-3.8329932930530433
651,-11.046348278625445,-3.8329932930530433
652,-12.046348278625445,-3.8329932930530433
653,-13.046348278625445,-3.8329932930530433
654,-14.046348278625445,-3.8329932930530433
655,-15.046348278625445,-3.8329932930530433
656,-16.046348278625445,-3.8329932930530433
657,-17.046348278625445,-3.8329932930530433
658,-18.046348278625445,-3.8329932930530433
659,-19.046348278625445,-3.8329932930530433
660,-20.046348278625445,-3.8329932930530433
661,-21.046348278625445,-3.8329932930530433
662,-22.046348278625445,-3.8329932930530433
663,-23.046348278625445,-3.8329932930530433
664,-23.046348278625445,-2.8329932930530433
665,-22.046348278625445,-2.8329932930530433
666,-21.046348278625445,-2.8329932930530433
667,-20.046348278625445,-2.8329932930530433
668,-19.046348278625445,-2.8329932930530433
669,-18.046348278625445,-2.8329932930530433
670,-17.046348278625445,-2.8329932930530433
671,-16.046348278625445,-2.8329932930530433
672,-15.046348278625445,-2.8329932930530433
673,-14.046348278625445,-2.8329932930530433
674,-13.046348278625445,-2.8329932930530433
675,-12.046348278625445,-2.8329932930530433
676,-11.046348278625445,-2.8329932930530433
677,-10.046348278625445,-2.8329932930530433
678,-9.046348278625445,-2.8329932930530433
679,-8.046348278625445,-2.8329932930530433
680,-7.0463482786254446,-2.8329932930530433
681,-6.0463482786254446,-2.8329932930530433
682,-5.0463482786254446,-2.8329932930530433
683,-0.04634827862544455,-2.8329932930530433
684,0.9536517213745554,-2.8329932930530433
685,1.9536517213745554,-2.8329932930530433
686,2.9536517213745554,-2.8329932930530433
687,3.9536517213745554,-2.8329932930530433
688,4.9536517213745554,-2.8329932930530433
