t_sec,tf_score,tf_cusum,tf_alarm
0.051060190000000005,nan,nan,nan
0.10108957900000001,nan,nan,nan
0.151935645,nan,nan,nan
0.20096961800000002,nan,nan,nan
0.251002121,0.399999737739563,1283595.75,1.0
0.301108937,540.8748168945312,1286194.875,1.0
0.350912584,0.39999955892562866,1286194.875,1.0
0.40080173500000005,547.1476440429688,1288687.75,1.0
0.45124976600000005,0.4000007212162018,1288687.75,1.0
0.501045732,553.3924560546875,1291142.0,1.0
0.5511541600000001,0.3999989330768585,1291142.0,1.0
0.600747468,545.2330932617188,1293661.125,1.0
0.651096185,0.40000036358833313,1293661.125,1.0
0.701341206,544.65087890625,1296246.25,1.0
0.750751499,0.40000051259994507,1296246.25,1.0
0.800958901,554.13671875,1298739.875,1.0
0.850913867,0.3999995291233063,1298739.875,1.0
0.9008089730000001,544.182861328125,1301288.5,1.0
0.950934456,0.40000173449516296,1301288.5,1.0
1.00080795,544.6908569335938,1303831.5,1.0
1.050923813,0.4000002145767212,1303831.5,1.0
1.100746029,548.0144653320312,1306383.5,1.0
1.151027942,0.4000009298324585,1306383.5,1.0
1.200798842,548.9496459960938,1308944.25,1.0
1.251035134,0.39999908208847046,1308944.25,1.0
1.301323905,551.4317016601562,1311549.625,1.0
1.351213615,0.4000013470649719,1311549.625,1.0
1.40117289,548.01513671875,1314092.5,1.0
1.451732507,0.39999979734420776,1314092.5,1.0
1.501147087,556.5615234375,1316561.875,1.0
1.551458236,0.39999955892562866,1316561.875,1.0
1.6011186130000001,549.5999755859375,1319144.875,1.0
1.6513244200000001,0.3999995291233063,1319144.875,1.0
1.701108829,554.9010620117188,1321680.625,1.0
1.7514373010000002,0.39999932050704956,1321680.625,1.0
1.800825311,551.4660034179688,1324288.375,1.0
1.851603367,0.3999990224838257,1324288.375,1.0
1.9013016440000001,547.940185546875,1326931.375,1.0
1.951373322,0.40000081062316895,1326931.375,1.0
2.00124313,550.0904541015625,1329567.875,1.0
2.051487519,0.4000008702278137,1329567.875,1.0
2.101260124,553.9224243164062,1332214.125,1.0
2.151498466,0.39999982714653015,1332214.125,1.0
2.2012438960000003,552.145263671875,1334812.875,1.0
2.2511299040000003,0.3999989926815033,1334812.875,1.0
2.30123346,559.595947265625,1337315.75,1.0
2.351452055,0.3999997675418854,1337315.75,1.0
2.401271447,552.7880859375,1340020.625,1.0
2.4514254710000003,0.39999911189079285,1340020.625,1.0
2.501239139,559.6559448242188,1342647.75,1.0
2.5514053320000003,0.40000054240226746,1342647.75,1.0
2.601146529,556.01171875,1345300.0,1.0
2.651393725,0.4000002443790436,1345300.0,1.0
2.7012069010000004,560.7684936523438,1347889.75,1.0
2.751582603,0.40000036358833313,1347889.75,1.0
2.8011616310000003,561.8671264648438,1350418.75,1.0
2.8513526000000002,0.40000081062316895,1350418.75,1.0
2.901176711,556.1939697265625,1353105.625,1.0
2.9512830570000004,0.3999999463558197,1353105.625,1.0
3.0011669480000003,559.0662841796875,1355787.375,1.0
3.051288124,0.3999997675418854,1355787.375,1.0
3.1012366800000004,569.8269653320312,1358384.75,1.0
3.151447257,0.40000104904174805,1358384.75,1.0
3.201219431,562.919189453125,1361033.75,1.0
3.251544918,0.4000014364719391,1361033.75,1.0
3.301207122,561.2339477539062,1363695.25,1.0
3.351610223,0.4000002145767212,1363695.25,1.0
3.401073783,560.9176025390625,1366406.875,1.0
3.4515997140000003,0.4000001549720764,1366406.875,1.0
3.5011236980000002,566.7279052734375,1369222.75,1.0
3.551312735,0.3999989330768585,1369222.75,1.0
3.6008259710000003,571.7496948242188,1372014.0,1.0
3.651550594,0.40000131726264954,1372014.0,1.0
3.7010817900000004,566.8704223632812,1374749.75,1.0
3.751174492,0.39999911189079285,1374749.75,1.0
3.8010445070000003,565.816650390625,1377442.125,1.0
3.85132662,0.39999979734420776,1377442.125,1.0
3.9011842980000004,567.4908447265625,1380106.75,1.0
3.951638994,0.39999842643737793,1380106.75,1.0
4.001077560000001,567.7089233398438,1382740.125,1.0
4.0515215620000005,0.4000001549720764,1382740.125,1.0
4.101004287,568.2332763671875,1385421.75,1.0
4.151745063,0.399999737739563,1385421.75,1.0
4.201106737,570.2404174804688,1388102.375,1.0
4.2512466380000005,0.4000002443790436,1388102.375,1.0
4.30131745,568.9921264648438,1390784.5,1.0
4.35152935,0.3999987542629242,1390784.5,1.0
4.401112167,574.037353515625,1393446.625,1.0
4.451501605000001,0.39999958872795105,1393446.625,1.0
4.501185282000001,573.510498046875,1396141.25,1.0
4.551811371,0.40000098943710327,1396141.25,1.0
4.6007975530000005,575.36376953125,1398796.375,1.0
4.651581633,0.40000051259994507,1398796.375,1.0
4.701102606,576.6686401367188,1401515.75,1.0
4.7509859290000005,0.40000084042549133,1401515.75,1.0
4.800801915,581.0399780273438,1404227.375,1.0
4.851102061000001,0.3999994993209839,1404227.375,1.0
4.901142752,579.812744140625,1406882.625,1.0
4.9509304940000005,0.40000104904174805,1406882.625,1.0
5.000865768000001,572.81005859375,1409610.375,1.0
5.051088324,0.39999958872795105,1409610.375,1.0
5.100940228000001,573.5140991210938,1412406.5,1.0
5.151307630000001,0.3999999761581421,1412406.5,1.0
5.200782258,578.5801391601562,1415189.5,1.0
5.251021399000001,0.3999998867511749,1415189.5,1.0
5.3010356100000005,581.0146484375,1417811.0,1.0
5.351117515,0.3999999761581421,1417811.0,1.0
5.401065753,579.09228515625,1420548.0,1.0
5.450998086,0.4000001847743988,1420548.0,1.0
5.501269155,581.7833862304688,1423321.625,1.0
5.551015802,0.4000004529953003,1423321.625,1.0
5.600981539,581.3465576171875,1426123.25,1.0
5.651051426,0.40000107884407043,1426123.25,1.0
5.700955261000001,581.4066772460938,1428930.25,1.0
5.751039431000001,0.3999985456466675,1428930.25,1.0
5.800843085,585.8547973632812,1431719.375,1.0
5.851131167,0.4000003933906555,1431719.375,1.0
5.90088415,584.0346069335938,1434527.0,1.0
5.9508645410000005,0.4000011086463928,1434527.0,1.0
6.001045768,582.0684204101562,1437358.75,1.0
6.050981633,0.40000131726264954,1437358.75,1.0
6.100983023,587.3487548828125,1440159.5,1.0
6.150866367000001,0.3999984562397003,1440159.5,1.0
6.200747048,584.132568359375,1442993.25,1.0
6.251140307,0.40000003576278687,1442993.25,1.0
6.300840395000001,586.0366821289062,1445824.75,1.0
6.351049292000001,0.4000001847743988,1445824.75,1.0
6.400849630000001,585.1595458984375,1448636.625,1.0
6.451257893,0.40000128746032715,1448636.625,1.0
6.501041772000001,585.2662353515625,1451469.625,1.0
6.550770134,0.40000131726264954,1451469.625,1.0
6.601249471,586.5098266601562,1454334.25,1.0
6.651783904,0.39999982714653015,1454334.25,1.0
6.700812631000001,590.264404296875,1457143.375,1.0
6.751243862000001,0.39999914169311523,1457143.375,1.0
6.800856067000001,594.704833984375,1459934.5,1.0
6.851220932,0.40000033378601074,1459934.5,1.0
6.9008198620000005,595.12109375,1462590.0,1.0
6.951197474000001,0.39999935030937195,1462590.0,1.0
7.000774037,592.6505737304688,1465397.625,1.0
7.051324363000001,0.4000006914138794,1465397.625,1.0
7.100864403,592.3652954101562,1468243.75,1.0
7.151190333000001,0.39999982714653015,1468243.75,1.0
7.200831337,595.6790771484375,1471045.625,1.0
7.251252264000001,0.3999994099140167,1471045.625,1.0
7.3008246230000005,597.538330078125,1473871.125,1.0
7.351206771,0.4000007212162018,1473871.125,1.0
7.400900015,592.6727294921875,1476698.25,1.0
7.451152209000001,0.399999737739563,1476698.25,1.0
7.501029181000001,597.3232421875,1479479.0,1.0
7.551258024000001,0.40000036358833313,1479479.0,1.0
7.60110622,598.4654541015625,1482185.625,1.0
7.651708548,0.4000009596347809,1482185.625,1.0
7.701383853,586.2044677734375,1485132.75,1.0
7.751753516000001,0.4000004231929779,1485132.75,1.0
7.801075924,590.4602661132812,1488065.375,1.0
7.851801229,0.39999911189079285,1488065.375,1.0
7.901121521,598.0594482421875,1490906.125,1.0
7.951696460000001,0.3999997079372406,1490906.125,1.0
8.001438842,595.6619873046875,1493789.75,1.0
8.051668999,0.3999999761581421,1493789.75,1.0
8.101146118,598.0770263671875,1496713.375,1.0
8.15168105,0.3999991714954376,1496713.375,1.0
8.201196917,598.373046875,1499603.125,1.0
8.251027141,0.40000033378601074,1499603.125,1.0
8.301099847,595.9252319335938,1502553.25,1.0
8.3508356,0.40000125765800476,1502553.25,1.0
8.401027182,603.1243896484375,1505403.875,1.0
8.451239413,0.39999938011169434,1505403.875,1.0
8.501018117000001,605.6347045898438,1508212.5,1.0
8.551245684000001,0.3999997079372406,1508212.5,1.0
8.601117678000001,604.1126708984375,1511036.125,1.0
8.651192124000001,0.4000000059604645,1511036.125,1.0
8.700941459000001,597.1214599609375,1513790.875,1.0
8.751437419,0.4000009000301361,1513790.875,1.0
8.800999478000001,606.9810791015625,1516522.0,1.0
8.850819730000001,0.39999982714653015,1516522.0,1.0
8.901071194,602.6758422851562,1519290.625,1.0
8.951120809,0.3999997675418854,1519290.625,1.0
9.000913586000001,607.675537109375,1522132.875,1.0
9.05101303,0.4000007212162018,1522132.875,1.0
9.100959354,602.581787109375,1525037.375,1.0
9.150887995,0.4000009000301361,1525037.375,1.0
9.200986127,606.9324340820312,1527836.5,1.0
9.251034816,0.3999994099140167,1527836.5,1.0
9.300982872,606.1724853515625,1530647.75,1.0
9.350772336,0.4000006914138794,1530647.75,1.0
9.400852363,605.3426513671875,1533446.5,1.0
9.450999654,0.3999994695186615,1533446.5,1.0
9.500840151,609.8257446289062,1536201.375,1.0
9.550969324,0.4000001847743988,1536201.375,1.0
9.600963519,606.0249633789062,1539109.375,1.0
9.6511113,0.39999935030937195,1539109.375,1.0
9.700832202,603.9883422851562,1541921.5,1.0
9.751180706000001,0.3999992907047272,1541921.5,1.0
9.801059959,609.2547607421875,1544780.5,1.0
9.851094006,0.39999958872795105,1544780.5,1.0
9.900936937,610.5180053710938,1547559.75,1.0
9.951057257,0.3999992311000824,1547559.75,1.0
10.00105211,605.6280517578125,1550423.125,1.0
10.051051134000001,0.40000107884407043,1550423.125,1.0
10.100897685000001,611.1701049804688,1553219.25,1.0
10.151150913,0.39999887347221375,1553219.25,1.0
10.201059625000001,607.1497802734375,1556054.875,1.0
10.250953840000001,0.39999982714653015,1556054.875,1.0
10.300988015000001,607.6126098632812,1558915.75,1.0
10.350798458,0.4000000059604645,1558915.75,1.0
10.401114419,613.3862915039062,1561753.875,1.0
10.450766116,0.3999997079372406,1561753.875,1.0
