cell_id,row,col,center_x,center_z,covered,uncertainty,pose_uncertainty,pose_uncertainty_norm,uncertainty_fused
306,9,27,3.953651721374555,-23.832993293053043,0,0.8,0.0,0.0,0.4
307,9,28,4.9536517213745554,-23.832993293053043,0,0.8,0.0,0.0,0.4
308,9,29,5.9536517213745554,-23.832993293053043,0,0.8,0.0,0.0,0.4
309,9,30,6.9536517213745554,-23.832993293053043,0,0.8,0.0,0.0,0.4
310,10,0,-23.046348278625445,-22.832993293053043,0,0.8,0.0,0.0,0.4
311,10,1,-22.046348278625445,-22.832993293053043,1,0.2,0.0,0.0,0.1
312,10,2,-21.046348278625445,-22.832993293053043,1,0.2,0.0,0.0,0.1
313,10,3,-20.046348278625445,-22.832993293053043,1,0.2,0.036877093546492594,0.31960998449513167,0.2598049922475658
314,10,4,-19.046348278625445,-22.832993293053043,1,0.2,0.0,0.0,0.1
315,10,5,-18.046348278625445,-22.832993293053043,1,0.2,0.0,0.0,0.1
316,10,6,-17.046348278625445,-22.832993293053043,1,0.2,0.05791687598761277,0.5045025695643114,0.3522512847821557
317,10,7,-16.046348278625445,-22.832993293053043,1,0.2,0.02119109221763349,0.18176514968243201,0.190882574841216
318,10,8,-15.046348278625445,-22.832993293053043,1,0.2,0.06017583203732394,0.5243537360275387,0.36217686801376936
319,10,9,-14.046348278625445,-22.832993293053043,1,0.2,0.033535184643244884,0.2902420868984548,0.24512104344922742
320,10,10,-13.046348278625445,-22.832993293053043,1,0.2,0.04901785254755698,0.42630007611991916,0.31315003805995956
321,10,11,-12.046348278625445,-22.832993293053043,1,0.2,0.03014405091357955,0.2604416132791216,0.2302208066395608
322,10,12,-11.046348278625445,-22.832993293053043,1,0.2,0.040305932158886504,0.3497417996222455,0.2748708998111228
323,10,13,-10.046348278625445,-22.832993293053043,1,0.2,0.0,0.0,0.1
324,10,14,-9.046348278625445,-22.832993293053043,0,0.8,0.0,0.0,0.4
325,10,15,-8.046348278625445,-22.832993293053043,0,0.8,0.0,0.0,0.4
326,10,16,-7.0463482786254446,-22.832993293053043,0,0.8,0.0,0.0,0.4
327,10,17,-6.0463482786254446,-22.832993293053043,0,0.8,0.0,0.0,0.4
328,10,18,-5.0463482786254446,-22.832993293053043,0,0.8,0.0,0.0,0.4
329,10,19,-4.0463482786254446,-22.832993293053043,0,0.8,0.0,0.0,0.4
330,10,20,-3.046348278625445,-22.832993293053043,0,0.8,0.0,0.0,0.4
331,10,21,-2.046348278625445,-22.832993293053043,0,0.8,0.0,0.0,0.4
332,10,22,-1.0463482786254446,-22.832993293053043,0,0.8,0.0,0.0,0.4
333,10,23,-0.0463482786254445,-22.832993293053043,0,0.8,0.0,0.0,0.4
334,10,24,0.9536517213745554,-22.832993293053043,1,0.2,0.0,0.0,0.1
335,10,25,1.953651721374556,-22.832993293053043,1,0.2,0.03456204974364425,0.2992659322476871,0.24963296612384356
336,10,26,2.9536517213745554,-22.832993293053043,1,0.2,0.0,0.0,0.1
337,10,27,3.953651721374555,-22.832993293053043,0,0.8,0.0,0.0,0.4
338,10,28,4.9536517213745554,-22.832993293053043,0,0.8,0.0,0.0,0.4
339,10,29,5.9536517213745554,-22.832993293053043,0,0.8,0.0,0.0,0.4
340,10,30,6.9536517213745554,-22.832993293053043,0,0.8,0.0,0.0,0.4
341,11,0,-23.046348278625445,-21.832993293053043,0,0.8,0.0,0.0,0.4
342,11,1,-22.046348278625445,-21.832993293053043,1,0.2,0.0,0.0,0.1
343,11,2,-21.046348278625445,-21.832993293053043,1,0.2,0.07326822015368395,0.6394065171262548,0.4197032585631274
344,11,3,-20.046348278625445,-21.832993293053043,1,0.2,0.0,0.0,0.1
345,11,4,-19.046348278625445,-21.832993293053043,1,0.2,0.053329374669031475,0.46418870319357114,0.3320943515967856
346,11,5,-18.046348278625445,-21.832993293053043,1,0.2,0.04647584543662805,0.4039615245061286,0.3019807622530643
347,11,6,-17.046348278625445,-21.832993293053043,1,0.2,0.04026742704012244,0.34940342583123285,0.2747017129156164
348,11,7,-16.046348278625445,-21.832993293053043,1,0.2,0.03481887730188484,0.30152287151466844,0.25076143575733423
349,11,8,-15.046348278625445,-21.832993293053043,1,0.2,0.04111956408126301,0.35689180271015714,0.2784459013550786
350,11,9,-14.046348278625445,-21.832993293053043,1,0.2,0.036110917887609326,0.3128770157211224,0.2564385078605612
351,11,10,-13.046348278625445,-21.832993293053043,1,0.2,0.05758720857662427,0.5016055310611185,0.3508027655305592
352,11,11,-12.046348278625445,-21.832993293053043,1,0.2,0.04583841593668749,0.3983599462401373,0.29917997312006867
353,11,12,-11.046348278625445,-21.832993293053043,1,0.2,0.04319476409130672,0.37512816496657897,0.28756408248328946
354,11,13,-10.046348278625445,-21.832993293053043,1,0.2,0.0,0.0,0.1
355,11,14,-9.046348278625445,-21.832993293053043,0,0.8,0.0,0.0,0.4
356,11,15,-8.046348278625445,-21.832993293053043,0,0.8,0.0,0.0,0.4
357,11,16,-7.0463482786254446,-21.832993293053043,0,0.8,0.0,0.0,0.4
358,11,17,-6.0463482786254446,-21.832993293053043,0,0.8,0.0,0.0,0.4
359,11,18,-5.0463482786254446,-21.832993293053043,0,0.8,0.0,0.0,0.4
360,11,19,-4.0463482786254446,-21.832993293053043,0,0.8,0.0,0.0,0.4
361,11,20,-3.046348278625445,-21.832993293053043,0,0.8,0.0,0.0,0.4
362,11,21,-2.046348278625445,-21.832993293053043,0,0.8,0.0,0.0,0.4
363,11,22,-1.0463482786254446,-21.832993293053043,0,0.8,0.0,0.0,0.4
364,11,23,-0.0463482786254445,-21.832993293053043,1,0.2,0.0,0.0,0.1
365,11,24,0.9536517213745554,-21.832993293053043,1,0.2,0.03756229528632756,0.3256313738002029,0.2628156869001015
366,11,25,1.953651721374556,-21.832993293053043,1,0.2,0.0,0.0,0.1
367,11,26,2.9536517213745554,-21.832993293053043,1,0.2,0.0,0.0,0.1
368,11,27,3.953651721374555,-21.832993293053043,0,0.8,0.0,0.0,0.4
369,11,28,4.9536517213745554,-21.832993293053043,0,0.8,0.0,0.0,0.4
370,11,29,5.9536517213745554,-21.832993293053043,0,0.8,0.0,0.0,0.4
371,11,30,6.9536517213745554,-21.832993293053043,0,0.8,0.0,0.0,0.4
372,12,0,-23.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
373,12,1,-22.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
374,12,2,-21.046348278625445,-20.832993293053043,1,0.2,0.024082507698315648,0.2071742186320968,0.2035871093160484
375,12,3,-20.046348278625445,-20.832993293053043,1,0.2,0.0452317720939806,0.3930289049801685,0.29651445249008423
376,12,4,-19.046348278625445,-20.832993293053043,1,0.2,0.05476211452307313,0.4767792789795486,0.3383896394897743
377,12,5,-18.046348278625445,-20.832993293053043,1,0.2,0.026633363297882486,0.22959052865155513,0.21479526432577756
378,12,6,-17.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
379,12,7,-16.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
380,12,8,-15.046348278625445,-20.832993293053043,1,0.2,0.040826050329706876,0.35431247393475573,0.2771562369673779
381,12,9,-14.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
382,12,10,-13.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
383,12,11,-12.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
384,12,12,-11.046348278625445,-20.832993293053043,1,0.2,0.0,0.0,0.1
385,12,13,-10.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
386,12,14,-9.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
387,12,15,-8.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
388,12,16,-7.0463482786254446,-20.832993293053043,0,0.8,0.0,0.0,0.4
389,12,17,-6.0463482786254446,-20.832993293053043,0,0.8,0.0,0.0,0.4
390,12,18,-5.0463482786254446,-20.832993293053043,0,0.8,0.0,0.0,0.4
391,12,19,-4.0463482786254446,-20.832993293053043,0,0.8,0.0,0.0,0.4
392,12,20,-3.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
393,12,21,-2.046348278625445,-20.832993293053043,0,0.8,0.0,0.0,0.4
394,12,22,-1.0463482786254446,-20.832993293053043,0,0.8,0.0,0.0,0.4
395,12,23,-0.0463482786254445,-20.832993293053043,1,0.2,0.0,0.0,0.1
396,12,24,0.9536517213745554,-20.832993293053043,1,0.2,0.0736541259130143,0.6427977648083708,0.42139888240418544
397,12,25,1.953651721374556,-20.832993293053043,1,0.2,0.0,0.0,0.1
398,12,26,2.9536517213745554,-20.832993293053043,0,0.8,0.0,0.0,0.4
399,12,27,3.953651721374555,-20.832993293053043,0,0.8,0.0,0.0,0.4
400,12,28,4.9536517213745554,-20.832993293053043,0,0.8,0.0,0.0,0.4
401,12,29,5.9536517213745554,-20.832993293053043,0,0.8,0.0,0.0,0.4
402,12,30,6.9536517213745554,-20.832993293053043,0,0.8,0.0,0.0,0.4
403,13,0,-23.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
404,13,1,-22.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
405,13,2,-21.046348278625445,-19.832993293053043,1,0.2,0.0,0.0,0.1
406,13,3,-20.046348278625445,-19.832993293053043,1,0.2,0.028956843307737637,0.2500087162721211,0.22500435813606057
407,13,4,-19.046348278625445,-19.832993293053043,1,0.2,0.0,0.0,0.1
408,13,5,-18.046348278625445,-19.832993293053043,1,0.2,0.0,0.0,0.1
409,13,6,-17.046348278625445,-19.832993293053043,1,0.2,0.05197078902863171,0.452249776933552,0.326124888466776
410,13,7,-16.046348278625445,-19.832993293053043,1,0.2,0.07051673043397352,0.6152270823582284,0.4076135411791142
411,13,8,-15.046348278625445,-19.832993293053043,1,0.2,0.0,0.0,0.1
412,13,9,-14.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
413,13,10,-13.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
414,13,11,-12.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
415,13,12,-11.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
416,13,13,-10.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
417,13,14,-9.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
418,13,15,-8.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
419,13,16,-7.0463482786254446,-19.832993293053043,0,0.8,0.0,0.0,0.4
420,13,17,-6.0463482786254446,-19.832993293053043,0,0.8,0.0,0.0,0.4
421,13,18,-5.0463482786254446,-19.832993293053043,0,0.8,0.0,0.0,0.4
422,13,19,-4.0463482786254446,-19.832993293053043,0,0.8,0.0,0.0,0.4
423,13,20,-3.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
424,13,21,-2.046348278625445,-19.832993293053043,0,0.8,0.0,0.0,0.4
425,13,22,-1.0463482786254446,-19.832993293053043,0,0.8,0.0,0.0,0.4
426,13,23,-0.0463482786254445,-19.832993293053043,1,0.2,0.0,0.0,0.1
427,13,24,0.9536517213745554,-19.832993293053043,1,0.2,0.06130069449350601,0.5342387587435671,0.3671193793717835
428,13,25,1.953651721374556,-19.832993293053043,1,0.2,0.0,0.0,0.1
429,13,26,2.9536517213745554,-19.832993293053043,0,0.8,0.0,0.0,0.4
430,13,27,3.953651721374555,-19.832993293053043,0,0.8,0.0,0.0,0.4
431,13,28,4.9536517213745554,-19.832993293053043,0,0.8,0.0,0.0,0.4
432,13,29,5.9536517213745554,-19.832993293053043,0,0.8,0.0,0.0,0.4
433,13,30,6.9536517213745554,-19.832993293053043,0,0.8,0.0,0.0,0.4
434,14,0,-23.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
435,14,1,-22.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
436,14,2,-21.046348278625445,-18.832993293053043,1,0.2,0.0,0.0,0.1
437,14,3,-20.046348278625445,-18.832993293053043,1,0.2,0.07714636356958893,0.6734867155999,0.43674335779995
438,14,4,-19.046348278625445,-18.832993293053043,1,0.2,0.0,0.0,0.1
439,14,5,-18.046348278625445,-18.832993293053043,1,0.2,0.06155496649251819,0.5364732403661616,0.3682366201830808
440,14,6,-17.046348278625445,-18.832993293053043,1,0.2,0.0,0.0,0.1
441,14,7,-16.046348278625445,-18.832993293053043,1,0.2,0.0,0.0,0.1
442,14,8,-15.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
443,14,9,-14.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
444,14,10,-13.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
445,14,11,-12.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
446,14,12,-11.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
447,14,13,-10.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
448,14,14,-9.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
449,14,15,-8.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
450,14,16,-7.0463482786254446,-18.832993293053043,0,0.8,0.0,0.0,0.4
451,14,17,-6.0463482786254446,-18.832993293053043,0,0.8,0.0,0.0,0.4
452,14,18,-5.0463482786254446,-18.832993293053043,0,0.8,0.0,0.0,0.4
453,14,19,-4.0463482786254446,-18.832993293053043,0,0.8,0.0,0.0,0.4
454,14,20,-3.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
455,14,21,-2.046348278625445,-18.832993293053043,0,0.8,0.0,0.0,0.4
456,14,22,-1.0463482786254446,-18.832993293053043,1,0.2,0.0,0.0,0.1
457,14,23,-0.0463482786254445,-18.832993293053043,1,0.2,0.013407059233442438,0.11336092617211416,0.1566804630860571
458,14,24,0.9536517213745554,-18.832993293053043,1,0.2,0.0,0.0,0.1
459,14,25,1.953651721374556,-18.832993293053043,0,0.8,0.0,0.0,0.4
460,14,26,2.9536517213745554,-18.832993293053043,0,0.8,0.0,0.0,0.4
461,14,27,3.953651721374555,-18.832993293053043,0,0.8,0.0,0.0,0.4
462,14,28,4.9536517213745554,-18.832993293053043,0,0.8,0.0,0.0,0.4
463,14,29,5.9536517213745554,-18.832993293053043,0,0.8,0.0,0.0,0.4
464,14,30,6.9536517213745554,-18.832993293053043,0,0.8,0.0,0.0,0.4
465,15,0,-23.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
466,15,1,-22.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
467,15,2,-21.046348278625445,-17.832993293053043,1,0.2,0.0,0.0,0.1
468,15,3,-20.046348278625445,-17.832993293053043,1,0.2,0.0,0.0,0.1
469,15,4,-19.046348278625445,-17.832993293053043,1,0.2,0.0503759342044796,0.43823457349346184,0.3191172867467309
470,15,5,-18.046348278625445,-17.832993293053043,1,0.2,0.038025058765345544,0.3296980287739739,0.26484901438698694
471,15,6,-17.046348278625445,-17.832993293053043,1,0.2,0.0,0.0,0.1
472,15,7,-16.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
473,15,8,-15.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
474,15,9,-14.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
475,15,10,-13.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
476,15,11,-12.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
477,15,12,-11.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
478,15,13,-10.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
479,15,14,-9.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
480,15,15,-8.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
481,15,16,-7.0463482786254446,-17.832993293053043,0,0.8,0.0,0.0,0.4
482,15,17,-6.0463482786254446,-17.832993293053043,0,0.8,0.0,0.0,0.4
483,15,18,-5.0463482786254446,-17.832993293053043,0,0.8,0.0,0.0,0.4
484,15,19,-4.0463482786254446,-17.832993293053043,0,0.8,0.0,0.0,0.4
485,15,20,-3.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
486,15,21,-2.046348278625445,-17.832993293053043,0,0.8,0.0,0.0,0.4
487,15,22,-1.0463482786254446,-17.832993293053043,1,0.2,0.0,0.0,0.1
488,15,23,-0.0463482786254445,-17.832993293053043,1,0.2,0.032874329988373696,0.28443465396343875,0.24221732698171938
489,15,24,0.9536517213745554,-17.832993293053043,1,0.2,0.0,0.0,0.1
490,15,25,1.953651721374556,-17.832993293053043,0,0.8,0.0,0.0,0.4
491,15,26,2.9536517213745554,-17.832993293053043,0,0.8,0.0,0.0,0.4
492,15,27,3.953651721374555,-17.832993293053043,0,0.8,0.0,0.0,0.4
493,15,28,4.9536517213745554,-17.832993293053043,0,0.8,0.0,0.0,0.4
494,15,29,5.9536517213745554,-17.832993293053043,0,0.8,0.0,0.0,0.4
495,15,30,6.9536517213745554,-17.832993293053043,0,0.8,0.0,0.0,0.4
496,16,0,-23.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
497,16,1,-22.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
498,16,2,-21.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
499,16,3,-20.046348278625445,-16.832993293053043,1,0.2,0.0,0.0,0.1
500,16,4,-19.046348278625445,-16.832993293053043,1,0.2,0.08170250553225253,0.713525003437547,0.45676250171877353
501,16,5,-18.046348278625445,-16.832993293053043,1,0.2,0.0,0.0,0.1
502,16,6,-17.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
503,16,7,-16.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
504,16,8,-15.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
505,16,9,-14.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
506,16,10,-13.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
507,16,11,-12.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
508,16,12,-11.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
509,16,13,-10.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
510,16,14,-9.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
511,16,15,-8.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
512,16,16,-7.0463482786254446,-16.832993293053043,0,0.8,0.0,0.0,0.4
513,16,17,-6.0463482786254446,-16.832993293053043,0,0.8,0.0,0.0,0.4
514,16,18,-5.0463482786254446,-16.832993293053043,0,0.8,0.0,0.0,0.4
515,16,19,-4.0463482786254446,-16.832993293053043,0,0.8,0.0,0.0,0.4
516,16,20,-3.046348278625445,-16.832993293053043,0,0.8,0.0,0.0,0.4
517,16,21,-2.046348278625445,-16.832993293053043,1,0.2,0.0,0.0,0.1
518,16,22,-1.0463482786254446,-16.832993293053043,1,0.2,0.0,0.0,0.1
519,16,23,-0.0463482786254445,-16.832993293053043,1,0.2,0.0657675794557651,0.573492677370815,0.38674633868540753
520,16,24,0.9536517213745554,-16.832993293053043,1,0.2,0.0,0.0,0.1
521,16,25,1.953651721374556,-16.832993293053043,0,0.8,0.0,0.0,0.4
522,16,26,2.9536517213745554,-16.832993293053043,0,0.8,0.0,0.0,0.4
523,16,27,3.953651721374555,-16.832993293053043,0,0.8,0.0,0.0,0.4
524,16,28,4.9536517213745554,-16.832993293053043,0,0.8,0.0,0.0,0.4
525,16,29,5.9536517213745554,-16.832993293053043,0,0.8,0.0,0.0,0.4
526,16,30,6.9536517213745554,-16.832993293053043,0,0.8,0.0,0.0,0.4
527,17,0,-23.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
528,17,1,-22.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
529,17,2,-21.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
530,17,3,-20.046348278625445,-15.832993293053043,1,0.2,0.0,0.0,0.1
531,17,4,-19.046348278625445,-15.832993293053043,1,0.2,0.09974198322884285,0.8720516267025175,0.5360258133512588
532,17,5,-18.046348278625445,-15.832993293053043,1,0.2,0.0,0.0,0.1
533,17,6,-17.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
534,17,7,-16.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
535,17,8,-15.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
536,17,9,-14.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
537,17,10,-13.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
538,17,11,-12.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
539,17,12,-11.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
540,17,13,-10.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
541,17,14,-9.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
542,17,15,-8.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
543,17,16,-7.0463482786254446,-15.832993293053043,0,0.8,0.0,0.0,0.4
544,17,17,-6.0463482786254446,-15.832993293053043,0,0.8,0.0,0.0,0.4
545,17,18,-5.0463482786254446,-15.832993293053043,0,0.8,0.0,0.0,0.4
546,17,19,-4.0463482786254446,-15.832993293053043,0,0.8,0.0,0.0,0.4
547,17,20,-3.046348278625445,-15.832993293053043,0,0.8,0.0,0.0,0.4
548,17,21,-2.046348278625445,-15.832993293053043,1,0.2,0.0,0.0,0.1
549,17,22,-1.0463482786254446,-15.832993293053043,1,0.2,0.03617897470191148,0.3134750827573721,0.2567375413786861
550,17,23,-0.0463482786254445,-15.832993293053043,1,0.2,0.0,0.0,0.1
551,17,24,0.9536517213745554,-15.832993293053043,0,0.8,0.0,0.0,0.4
552,17,25,1.953651721374556,-15.832993293053043,0,0.8,0.0,0.0,0.4
553,17,26,2.9536517213745554,-15.832993293053043,0,0.8,0.0,0.0,0.4
554,17,27,3.953651721374555,-15.832993293053043,0,0.8,0.0,0.0,0.4
555,17,28,4.9536517213745554,-15.832993293053043,0,0.8,0.0,0.0,0.4
556,17,29,5.9536517213745554,-15.832993293053043,0,0.8,0.0,0.0,0.4
557,17,30,6.9536517213745554,-15.832993293053043,0,0.8,0.0,0.0,0.4
558,18,0,-23.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
559,18,1,-22.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
560,18,2,-21.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
561,18,3,-20.046348278625445,-14.832993293053043,1,0.2,0.0,0.0,0.1
562,18,4,-19.046348278625445,-14.832993293053043,1,0.2,0.0,0.0,0.1
563,18,5,-18.046348278625445,-14.832993293053043,1,0.2,0.0,0.0,0.1
564,18,6,-17.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
565,18,7,-16.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
566,18,8,-15.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
567,18,9,-14.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
568,18,10,-13.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
569,18,11,-12.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
570,18,12,-11.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
571,18,13,-10.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
572,18,14,-9.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
573,18,15,-8.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
574,18,16,-7.0463482786254446,-14.832993293053043,0,0.8,0.0,0.0,0.4
575,18,17,-6.0463482786254446,-14.832993293053043,0,0.8,0.0,0.0,0.4
576,18,18,-5.0463482786254446,-14.832993293053043,0,0.8,0.0,0.0,0.4
577,18,19,-4.0463482786254446,-14.832993293053043,0,0.8,0.0,0.0,0.4
578,18,20,-3.046348278625445,-14.832993293053043,0,0.8,0.0,0.0,0.4
579,18,21,-2.046348278625445,-14.832993293053043,1,0.2,0.0,0.0,0.1
580,18,22,-1.0463482786254446,-14.832993293053043,1,0.2,0.051995837260544076,0.45246989481559996,0.3262349474078
581,18,23,-0.0463482786254445,-14.832993293053043,1,0.2,0.0,0.0,0.1
582,18,24,0.9536517213745554,-14.832993293053043,0,0.8,0.0,0.0,0.4
583,18,25,1.953651721374556,-14.832993293053043,0,0.8,0.0,0.0,0.4
584,18,26,2.9536517213745554,-14.832993293053043,0,0.8,0.0,0.0,0.4
585,18,27,3.953651721374555,-14.832993293053043,0,0.8,0.0,0.0,0.4
586,18,28,4.9536517213745554,-14.832993293053043,0,0.8,0.0,0.0,0.4
587,18,29,5.9536517213745554,-14.832993293053043,0,0.8,0.0,0.0,0.4
588,18,30,6.9536517213745554,-14.832993293053043,0,0.8,0.0,0.0,0.4
589,19,0,-23.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
590,19,1,-22.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
591,19,2,-21.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
592,19,3,-20.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
593,19,4,-19.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
594,19,5,-18.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
595,19,6,-17.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
596,19,7,-16.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
597,19,8,-15.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
598,19,9,-14.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
599,19,10,-13.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
600,19,11,-12.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
601,19,12,-11.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
602,19,13,-10.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
603,19,14,-9.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
604,19,15,-8.046348278625445,-13.832993293053043,0,0.8,0.0,0.0,0.4
605,19,16,-7.0463482786254446,-13.832993293053043,0,0.8,0.0,0.0,0.4
606,19,17,-6.0463482786254446,-13.832993293053043,0,0.8,0.0,0.0,0.4
607,19,18,-5.0463482786254446,-13.832993293053043,0,0.8,0.0,0.0,0.4
608,19,19,-4.0463482786254446,-13.832993293053043,0,0.8,0.0,0.0,0.4
609,19,20,-3.046348278625445,-13.832993293053043,1,0.2,0.0,0.0,0.1
610,19,21,-2.046348278625445,-13.832993293053043,1,0.2,0.03976045778039037,0.3449483010102045,0.27247415050510226
611,19,22,-1.0463482786254446,-13.832993293053043,1,0.2,0.0,0.0,0.1
612,19,23,-0.0463482786254445,-13.832993293053043,0,0.8,0.0,0.0,0.4
613,19,24,0.9536517213745554,-13.832993293053043,0,0.8,0.0,0.0,0.4
614,19,25,1.953651721374556,-13.832993293053043,0,0.8,0.0,0.0,0.4
615,19,26,2.9536517213745554,-13.832993293053043,0,0.8,0.0,0.0,0.4
616,19,27,3.953651721374555,-13.832993293053043,0,0.8,0.0,0.0,0.4
617,19,28,4.9536517213745554,-13.832993293053043,0,0.8,0.0,0.0,0.4
618,19,29,5.9536517213745554,-13.832993293053043,0,0.8,0.0,0.0,0.4
619,19,30,6.9536517213745554,-13.832993293053043,0,0.8,0.0,0.0,0.4
620,20,0,-23.046348278625445,-12.832993293053043,0,0.8,0.0,0.0,0.4
621,20,1,-22.046348278625445,-12.832993293053043,0,0.8,0.0,0.0,0.4
