cell_id,row,col,center_x,center_z,covered,uncertainty,pose_uncertainty,pose_uncertainty_norm,uncertainty_fused
192,6,6,-17.046348278625445,-26.832993293053043,1,0.2,0.049346292178709006,0.4291863251870285,0.3145931625935142
193,6,7,-16.046348278625445,-26.832993293053043,1,0.2,0.06941216905654128,0.6055204606755876,0.40276023033779385
194,6,8,-15.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
195,6,9,-14.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
196,6,10,-13.046348278625445,-26.832993293053043,0,0.8,0.0,0.0,0.4
197,6,11,-12.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
198,6,12,-11.046348278625445,-26.832993293053043,1,0.2,0.03313124945381138,0.2866924008889262,0.24334620044446312
199,6,13,-10.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
200,6,14,-9.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
201,6,15,-8.046348278625445,-26.832993293053043,1,0.2,0.0,0.0,0.1
202,6,16,-7.0463482786254446,-26.832993293053043,1,0.2,0.018889297782316135,0.1615375297137048,0.1807687648568524
203,6,17,-6.0463482786254446,-26.832993293053043,1,0.2,0.0,0.0,0.1
204,6,18,-5.0463482786254446,-26.832993293053043,1,0.2,0.07384324836557978,0.6444597277705503,0.42222986388527517
205,6,19,-4.0463482786254446,-26.832993293053043,1,0.2,0.022852270498121795,0.19636318782278767,0.19818159391139384
206,6,20,-3.046348278625445,-26.832993293053043,1,0.2,0.06678763730885896,0.5824567022558841,0.3912283511279421
207,6,21,-2.046348278625445,-26.832993293053043,1,0.2,0.06433106121839628,0.5608688980542071,0.38043444902710355
208,6,22,-1.0463482786254446,-26.832993293053043,1,0.2,0.05894421462926325,0.5135305762810056,0.3567652881405028
209,6,23,-0.0463482786254445,-26.832993293053043,1,0.2,0.046502059410530955,0.404191886650481,0.3020959433252405
210,6,24,0.9536517213745554,-26.832993293053043,1,0.2,0.0,0.0,0.1
211,6,25,1.953651721374556,-26.832993293053043,1,0.2,0.0,0.0,0.1
212,6,26,2.9536517213745554,-26.832993293053043,1,0.2,0.03403707005896046,0.29465253611197967,0.24732626805598984
213,6,27,3.953651721374555,-26.832993293053043,1,0.2,0.0,0.0,0.1
214,6,28,4.9536517213745554,-26.832993293053043,1,0.2,0.0,0.0,0.1
215,6,29,5.9536517213745554,-26.832993293053043,0,0.8,0.0,0.0,0.4
216,6,30,6.9536517213745554,-26.832993293053043,0,0.8,0.0,0.0,0.4
217,7,0,-23.046348278625445,-25.832993293053043,0,0.8,0.0,0.0,0.4
218,7,1,-22.046348278625445,-25.832993293053043,0,0.8,0.0,0.0,0.4
219,7,2,-21.046348278625445,-25.832993293053043,0,0.8,0.0,0.0,0.4
220,7,3,-20.046348278625445,-25.832993293053043,0,0.8,0.0,0.0,0.4
221,7,4,-19.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
222,7,5,-18.046348278625445,-25.832993293053043,1,0.2,0.023504091012721454,0.20209123088990208,0.20104561544495103
223,7,6,-17.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
224,7,7,-16.046348278625445,-25.832993293053043,1,0.2,0.033252622636791004,0.2877589994443998,0.2438794997221999
225,7,8,-15.046348278625445,-25.832993293053043,1,0.2,0.014170204755194413,0.12006726682442645,0.16003363341221322
226,7,9,-14.046348278625445,-25.832993293053043,1,0.2,0.016469708577909956,0.14027475743646825,0.17013737871823414
227,7,10,-13.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
228,7,11,-12.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
229,7,12,-11.046348278625445,-25.832993293053043,1,0.2,0.031520002139284284,0.27253314415695273,0.23626657207847637
230,7,13,-10.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
231,7,14,-9.046348278625445,-25.832993293053043,0,0.8,0.0,0.0,0.4
232,7,15,-8.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
233,7,16,-7.0463482786254446,-25.832993293053043,1,0.2,0.034261373712086714,0.29662366306555127,0.24831183153277564
234,7,17,-6.0463482786254446,-25.832993293053043,1,0.2,0.031829557781052925,0.2752534452337117,0.23762672261685586
235,7,18,-5.0463482786254446,-25.832993293053043,1,0.2,0.019125837845336145,0.1636161873161105,0.18180809365805525
236,7,19,-4.0463482786254446,-25.832993293053043,1,0.2,0.0,0.0,0.1
237,7,20,-3.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
238,7,21,-2.046348278625445,-25.832993293053043,1,0.2,0.0,0.0,0.1
239,7,22,-1.0463482786254446,-25.832993293053043,1,0.2,0.0,0.0,0.1
240,7,23,-0.0463482786254445,-25.832993293053043,1,0.2,0.0,0.0,0.1
241,7,24,0.9536517213745554,-25.832993293053043,0,0.8,0.0,0.0,0.4
242,7,25,1.953651721374556,-25.832993293053043,1,0.2,0.0,0.0,0.1
243,7,26,2.9536517213745554,-25.832993293053043,1,0.2,0.007499034635832263,0.06144261648609972,0.13072130824304987
244,7,27,3.953651721374555,-25.832993293053043,1,0.2,0.0,0.0,0.1
245,7,28,4.9536517213745554,-25.832993293053043,0,0.8,0.0,0.0,0.4
246,7,29,5.9536517213745554,-25.832993293053043,0,0.8,0.0,0.0,0.4
247,7,30,6.9536517213745554,-25.832993293053043,0,0.8,0.0,0.0,0.4
248,8,0,-23.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
249,8,1,-22.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
250,8,2,-21.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
251,8,3,-20.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
252,8,4,-19.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
253,8,5,-18.046348278625445,-24.832993293053043,1,0.2,0.02819180915733472,0.24328577880211427,0.22164288940105714
254,8,6,-17.046348278625445,-24.832993293053043,1,0.2,0.03417991917134342,0.295907860007901,0.2479539300039505
255,8,7,-16.046348278625445,-24.832993293053043,1,0.2,0.08702262849080211,0.7602769738747354,0.4801384869373677
256,8,8,-15.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
257,8,9,-14.046348278625445,-24.832993293053043,1,0.2,0.05976992354452028,0.5207867090990982,0.3603933545495491
258,8,10,-13.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
259,8,11,-12.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
260,8,12,-11.046348278625445,-24.832993293053043,1,0.2,0.043611057497320804,0.3787864520330254,0.28939322601651274
261,8,13,-10.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
262,8,14,-9.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
263,8,15,-8.046348278625445,-24.832993293053043,1,0.2,0.0,0.0,0.1
264,8,16,-7.0463482786254446,-24.832993293053043,1,0.2,0.019927236561720362,0.1706586879103092,0.1853293439551546
265,8,17,-6.0463482786254446,-24.832993293053043,1,0.2,0.0,0.0,0.1
266,8,18,-5.0463482786254446,-24.832993293053043,1,0.2,0.0,0.0,0.1
267,8,19,-4.0463482786254446,-24.832993293053043,0,0.8,0.0,0.0,0.4
268,8,20,-3.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
269,8,21,-2.046348278625445,-24.832993293053043,0,0.8,0.0,0.0,0.4
270,8,22,-1.0463482786254446,-24.832993293053043,0,0.8,0.0,0.0,0.4
271,8,23,-0.0463482786254445,-24.832993293053043,0,0.8,0.0,0.0,0.4
272,8,24,0.9536517213745554,-24.832993293053043,0,0.8,0.0,0.0,0.4
273,8,25,1.953651721374556,-24.832993293053043,1,0.2,0.0,0.0,0.1
274,8,26,2.9536517213745554,-24.832993293053043,1,0.2,0.015240529566789401,0.12947302574010391,0.16473651287005198
275,8,27,3.953651721374555,-24.832993293053043,1,0.2,0.0,0.0,0.1
276,8,28,4.9536517213745554,-24.832993293053043,0,0.8,0.0,0.0,0.4
277,8,29,5.9536517213745554,-24.832993293053043,0,0.8,0.0,0.0,0.4
278,8,30,6.9536517213745554,-24.832993293053043,0,0.8,0.0,0.0,0.4
279,9,0,-23.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
280,9,1,-22.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
281,9,2,-21.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
282,9,3,-20.046348278625445,-23.832993293053043,1,0.2,0.0,0.0,0.1
283,9,4,-19.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
284,9,5,-18.046348278625445,-23.832993293053043,1,0.2,0.0,0.0,0.1
285,9,6,-17.046348278625445,-23.832993293053043,1,0.2,0.034647205253699485,0.30001425854008384,0.25000712927004193
286,9,7,-16.046348278625445,-23.832993293053043,1,0.2,0.03745776969450916,0.32471282785367167,0.26235641392683584
287,9,8,-15.046348278625445,-23.832993293053043,1,0.2,0.06552905273674157,0.5713965615097433,0.38569828075487167
288,9,9,-14.046348278625445,-23.832993293053043,1,0.2,0.006375020743305581,0.05156505074488929,0.12578252537244466
289,9,10,-13.046348278625445,-23.832993293053043,1,0.2,0.018605979469903167,0.1590477960234413,0.17952389801172064
290,9,11,-12.046348278625445,-23.832993293053043,1,0.2,0.000507195114539248,0.0,0.1
291,9,12,-11.046348278625445,-23.832993293053043,1,0.2,0.0036387916358185677,0.027519722593773985,0.113759861296887
292,9,13,-10.046348278625445,-23.832993293053043,1,0.2,0.0,0.0,0.1
293,9,14,-9.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
294,9,15,-8.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
295,9,16,-7.0463482786254446,-23.832993293053043,1,0.2,0.0,0.0,0.1
296,9,17,-6.0463482786254446,-23.832993293053043,1,0.2,0.0,0.0,0.1
297,9,18,-5.0463482786254446,-23.832993293053043,0,0.8,0.0,0.0,0.4
298,9,19,-4.0463482786254446,-23.832993293053043,0,0.8,0.0,0.0,0.4
299,9,20,-3.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
300,9,21,-2.046348278625445,-23.832993293053043,0,0.8,0.0,0.0,0.4
301,9,22,-1.0463482786254446,-23.832993293053043,0,0.8,0.0,0.0,0.4
302,9,23,-0.0463482786254445,-23.832993293053043,0,0.8,0.0,0.0,0.4
303,9,24,0.9536517213745554,-23.832993293053043,1,0.2,0.0,0.0,0.1
304,9,25,1.953651721374556,-23.832993293053043,1,0.2,0.09273896818906772,0.8105108024280325,0.5052554012140162
305,9,26,2.9536517213745554,-23.832993293053043,1,0.2,0.0,0.0,0.1
