entropy,local_uncertainty,speed,drift
0.0,0.0,0.0,0.0
0.0,0.0,0.816496580927726,0.816496580927726
0.0,0.0,0.8164965809277257,1.6329931618554518
0.0,0.0,0.8164965809277265,3.756755865433588e-15
0.0,0.0,0.8164965809277257,1.632993161855452
0.0,0.0,0.07667311560215724,0.8249870260021103
0.0,0.0,0.8164965809277323,0.8249870260021179
0.0,0.0,0.8164965809277323,1.1102230246251565e-16
0.0,0.0,0.8164965809277323,0.0
0.0,0.0,0.8164965809277206,3.051417233262799e-14
0.0,0.0,0.8164965809277198,7.108895957933346e-16
0.0,0.0,0.2162870482853525,0.8697447395360217
0.0,0.0,0.8248686695563349,0.8908871956375191
0.0,0.0,0.8248686695563348,2.220446049250313e-16
0.0,0.0,0.824868669556335,4.440892098500626e-16
0.0,0.0,0.824868669556335,4.965068306494546e-16
0.0,0.0,0.8248686695563352,5.551115123125783e-16
0.0,0.0,0.36962813544991574,1.1701645628748487
0.0,0.0,0.8248686695563351,1.1701645628748487
0.0,0.0,0.36962813544991596,1.1701645628748487
0.0,0.0,0.36962813544991613,2.220446049250313e-16
0.0,0.0,0.36962813544991574,4.47545209131181e-16
0.0,0.0,0.824868669556335,1.1701645628748487
0.0,0.0,0.36962813544991596,1.1701645628748487
0.0,0.0,0.36962813544991574,2.220446049250313e-16
0.0,0.0,0.8248686695563348,1.1701645628748483
0.0,0.0,0.8248686695563353,1.047382306668854e-15
0.0,0.0,0.8248686695563345,9.155133597044475e-16
0.0,0.0,0.8248686695563345,0.0
0.0,0.0,0.8248686695563356,9.930136612989092e-16
0.0,0.0,0.8248686695563348,9.930136612989092e-16
0.0,0.0,0.36962813498958014,1.1701645628326685
0.0,0.0,0.8248686698378972,0.5145691954168703
0.0,0.0,0.8248686698378969,4.440892098500626e-16
0.0,0.0,0.8248686698378969,1.6497373396757937
0.0,0.0,0.36962813441629006,1.1701645621076115
0.0,0.0,0.36962813441628917,9.155133597044475e-16
0.0,0.0,0.3696281344162896,4.965068306494546e-16
0.0,0.0,0.3696281344162896,0.0
0.0,0.0,0.3696281344162896,2.220446049250313e-16
0.0,0.0,0.3696281344162898,4.965068306494546e-16
0.0,0.0,0.8248686698378973,1.1701645621076115
0.0,0.0,0.8248686698378974,2.220446049250313e-16
0.0,0.0,0.3696281344162891,1.170164562107611
0.0,0.0,0.36962813441629,8.881784197001252e-16
0.0,0.0,0.36962813441628956,4.440892098500626e-16
0.0,0.0,0.36962813441629,4.440892098500626e-16
0.0,0.0,0.8248686698378973,1.1701645621076118
0.0,0.0,0.8248686698378974,6.280369834735101e-16
0.0,0.0,0.8248686698378965,9.930136612989092e-16
0.0,0.0,0.36962813441629,1.1701645621076109
0.0,0.0,0.3696281344162891,8.881784197001252e-16
0.0,0.0,0.3696281344162896,6.280369834735101e-16
0.0,0.0,0.3696281344162896,8.881784197001252e-16
0.0,0.0,0.36962813441628956,1.3322676295501878e-15
