t_sec,tf_score,tf_cusum,tf_alarm
0.051275918000000004,451.0128173828125,109311.96875,1.0
0.101472954,795.2674560546875,110107.15625,1.0
0.150943562,448.4524841308594,110555.8515625,1.0
0.20098633000000002,802.9478149414062,111358.71875,1.0
0.251245224,450.3297424316406,111809.2890625,1.0
0.301239794,801.9970703125,112611.203125,1.0
0.35119661100000005,449.6922607421875,113061.1328125,1.0
0.40126294900000004,800.793212890625,113861.8515625,1.0
0.45139993900000003,444.8922424316406,114306.984375,1.0
0.501437095,815.85888671875,115122.7578125,1.0
0.551019261,444.86279296875,115567.859375,1.0
0.601630066,815.8810424804688,116383.6640625,1.0
0.651442017,449.1268310546875,116833.03125,1.0
0.701763898,784.6773681640625,117617.625,1.0
0.751432316,444.6957092285156,118062.5625,1.0
0.8015124960000001,813.8763427734375,118876.359375,1.0
0.8513134680000001,442.1642761230469,119318.765625,1.0
0.9016988140000001,822.6848754882812,120141.3671875,1.0
0.9513829800000001,444.9023132324219,120586.5078125,1.0
1.001461081,816.1575317382812,121402.5859375,1.0
1.051319348,442.718994140625,121845.546875,1.0
1.101471915,828.6336059570312,122674.1015625,1.0
1.151363603,450.262939453125,123124.6015625,1.0
1.201528473,800.2410278320312,123924.765625,1.0
1.251281944,449.26751708984375,124374.2734375,1.0
1.301436885,815.6056518554688,125189.796875,1.0
1.351343105,449.48504638671875,125639.5234375,1.0
1.401488851,804.6530151367188,126444.09375,1.0
1.450971153,450.1623229980469,126894.5,1.0
1.5011869690000001,795.2265625,127689.6484375,1.0
1.5510449370000001,451.1213684082031,128141.0078125,1.0
1.601238498,802.8419799804688,128943.765625,1.0
1.6514055150000002,440.4254455566406,129384.4375,1.0
1.7011264650000002,832.835693359375,130217.1875,1.0
1.7513524280000001,439.6234436035156,130657.0546875,1.0
1.8010619,840.3009033203125,131497.28125,1.0
1.8513623920000002,449.9644775390625,131947.484375,1.0
1.901090726,800.0079345703125,132747.40625,1.0
1.9513737640000002,446.67425537109375,133194.328125,1.0
2.001205057,813.8113403320312,134008.046875,1.0
2.051279363,445.96795654296875,134454.265625,1.0
2.1011192220000003,816.9659423828125,135271.140625,1.0
2.1511962270000002,442.2652893066406,135713.65625,1.0
2.201123097,835.3869018554688,136548.953125,1.0
2.251232765,445.8033447265625,136995.0,1.0
2.301129167,817.7086181640625,137812.625,1.0
2.351255906,447.1112365722656,138259.984375,1.0
2.401102936,799.5732421875,139059.46875,1.0
2.451207471,449.5726013183594,139509.28125,1.0
2.5010827100000004,802.3511352539062,140311.5625,1.0
2.550911015,445.74420166015625,140757.546875,1.0
2.6010557100000002,810.3328857421875,141567.796875,1.0
2.6510983940000004,443.2822570800781,142011.3125,1.0
2.70104187,828.3160400390625,142839.546875,1.0
2.751037942,446.2947692871094,143286.09375,1.0
2.801048703,820.0785522460938,144106.09375,1.0
2.851218512,445.39892578125,144551.71875,1.0
2.9011977960000004,808.3662109375,145360.015625,1.0
2.9512617210000003,445.43511962890625,145805.6875,1.0
3.001284831,814.6700439453125,146620.28125,1.0
3.051331149,446.8930358886719,147067.40625,1.0
3.101216844,812.233154296875,147879.5625,1.0
3.151403025,445.6424255371094,148325.453125,1.0
3.201194511,817.9534301757812,149143.3125,1.0
