waypoint_id,row,col,x,z
220,8,19,-4.0463482786254446,-24.832993293053043
221,8,20,-3.046348278625445,-24.832993293053043
222,8,21,-2.046348278625445,-24.832993293053043
223,8,22,-1.0463482786254446,-24.832993293053043
224,8,23,-0.0463482786254445,-24.832993293053043
225,8,24,0.9536517213745554,-24.832993293053043
226,8,25,1.953651721374556,-24.832993293053043
227,8,27,3.953651721374555,-24.832993293053043
228,8,28,4.9536517213745554,-24.832993293053043
229,8,29,5.9536517213745554,-24.832993293053043
230,8,30,6.9536517213745554,-24.832993293053043
231,9,30,6.9536517213745554,-23.832993293053043
232,9,29,5.9536517213745554,-23.832993293053043
233,9,28,4.9536517213745554,-23.832993293053043
234,9,27,3.953651721374555,-23.832993293053043
235,9,26,2.9536517213745554,-23.832993293053043
236,9,24,0.9536517213745554,-23.832993293053043
237,9,23,-0.0463482786254445,-23.832993293053043
238,9,22,-1.0463482786254446,-23.832993293053043
239,9,21,-2.046348278625445,-23.832993293053043
240,9,20,-3.046348278625445,-23.832993293053043
241,9,19,-4.0463482786254446,-23.832993293053043
242,9,18,-5.0463482786254446,-23.832993293053043
243,9,17,-6.0463482786254446,-23.832993293053043
244,9,16,-7.0463482786254446,-23.832993293053043
245,9,15,-8.046348278625445,-23.832993293053043
246,9,14,-9.046348278625445,-23.832993293053043
247,9,13,-10.046348278625445,-23.832993293053043
248,9,5,-18.046348278625445,-23.832993293053043
249,9,4,-19.046348278625445,-23.832993293053043
250,9,3,-20.046348278625445,-23.832993293053043
251,9,2,-21.046348278625445,-23.832993293053043
252,9,1,-22.046348278625445,-23.832993293053043
253,9,0,-23.046348278625445,-23.832993293053043
254,10,0,-23.046348278625445,-22.832993293053043
255,10,1,-22.046348278625445,-22.832993293053043
256,10,2,-21.046348278625445,-22.832993293053043
257,10,4,-19.046348278625445,-22.832993293053043
258,10,5,-18.046348278625445,-22.832993293053043
259,10,13,-10.046348278625445,-22.832993293053043
260,10,14,-9.046348278625445,-22.832993293053043
261,10,15,-8.046348278625445,-22.832993293053043
262,10,16,-7.0463482786254446,-22.832993293053043
263,10,17,-6.0463482786254446,-22.832993293053043
264,10,18,-5.0463482786254446,-22.832993293053043
265,10,19,-4.0463482786254446,-22.832993293053043
266,10,20,-3.046348278625445,-22.832993293053043
267,10,21,-2.046348278625445,-22.832993293053043
268,10,22,-1.0463482786254446,-22.832993293053043
269,10,23,-0.0463482786254445,-22.832993293053043
270,10,24,0.9536517213745554,-22.832993293053043
271,10,26,2.9536517213745554,-22.832993293053043
272,10,27,3.953651721374555,-22.832993293053043
273,10,28,4.9536517213745554,-22.832993293053043
274,10,29,5.9536517213745554,-22.832993293053043
275,10,30,6.9536517213745554,-22.832993293053043
276,11,30,6.9536517213745554,-21.832993293053043
277,11,29,5.9536517213745554,-21.832993293053043
278,11,28,4.9536517213745554,-21.832993293053043
279,11,27,3.953651721374555,-21.832993293053043
280,11,26,2.9536517213745554,-21.832993293053043
281,11,25,1.953651721374556,-21.832993293053043
282,11,23,-0.0463482786254445,-21.832993293053043
283,11,22,-1.0463482786254446,-21.832993293053043
284,11,21,-2.046348278625445,-21.832993293053043
285,11,20,-3.046348278625445,-21.832993293053043
286,11,19,-4.0463482786254446,-21.832993293053043
287,11,18,-5.0463482786254446,-21.832993293053043
288,11,17,-6.0463482786254446,-21.832993293053043
289,11,16,-7.0463482786254446,-21.832993293053043
290,11,15,-8.046348278625445,-21.832993293053043
291,11,14,-9.046348278625445,-21.832993293053043
292,11,13,-10.046348278625445,-21.832993293053043
293,11,3,-20.046348278625445,-21.832993293053043
294,11,1,-22.046348278625445,-21.832993293053043
295,11,0,-23.046348278625445,-21.832993293053043
296,12,0,-23.046348278625445,-20.832993293053043
297,12,1,-22.046348278625445,-20.832993293053043
298,12,6,-17.046348278625445,-20.832993293053043
299,12,7,-16.046348278625445,-20.832993293053043
300,12,9,-14.046348278625445,-20.832993293053043
301,12,10,-13.046348278625445,-20.832993293053043
302,12,11,-12.046348278625445,-20.832993293053043
303,12,12,-11.046348278625445,-20.832993293053043
304,12,13,-10.046348278625445,-20.832993293053043
305,12,14,-9.046348278625445,-20.832993293053043
306,12,15,-8.046348278625445,-20.832993293053043
307,12,16,-7.0463482786254446,-20.832993293053043
308,12,17,-6.0463482786254446,-20.832993293053043
309,12,18,-5.0463482786254446,-20.832993293053043
310,12,19,-4.0463482786254446,-20.832993293053043
311,12,20,-3.046348278625445,-20.832993293053043
312,12,21,-2.046348278625445,-20.832993293053043
313,12,22,-1.0463482786254446,-20.832993293053043
314,12,23,-0.0463482786254445,-20.832993293053043
315,12,25,1.953651721374556,-20.832993293053043
316,12,26,2.9536517213745554,-20.832993293053043
317,12,27,3.953651721374555,-20.832993293053043
318,12,28,4.9536517213745554,-20.832993293053043
319,12,29,5.9536517213745554,-20.832993293053043
320,12,30,6.9536517213745554,-20.832993293053043
321,13,30,6.9536517213745554,-19.832993293053043
322,13,29,5.9536517213745554,-19.832993293053043
323,13,28,4.9536517213745554,-19.832993293053043
324,13,27,3.953651721374555,-19.832993293053043
325,13,26,2.9536517213745554,-19.832993293053043
326,13,25,1.953651721374556,-19.832993293053043
327,13,23,-0.0463482786254445,-19.832993293053043
328,13,22,-1.0463482786254446,-19.832993293053043
329,13,21,-2.046348278625445,-19.832993293053043
330,13,20,-3.046348278625445,-19.832993293053043
331,13,19,-4.0463482786254446,-19.832993293053043
332,13,18,-5.0463482786254446,-19.832993293053043
333,13,17,-6.0463482786254446,-19.832993293053043
334,13,16,-7.0463482786254446,-19.832993293053043
335,13,15,-8.046348278625445,-19.832993293053043
336,13,14,-9.046348278625445,-19.832993293053043
337,13,13,-10.046348278625445,-19.832993293053043
338,13,12,-11.046348278625445,-19.832993293053043
339,13,11,-12.046348278625445,-19.832993293053043
340,13,10,-13.046348278625445,-19.832993293053043
341,13,9,-14.046348278625445,-19.832993293053043
342,13,8,-15.046348278625445,-19.832993293053043
343,13,5,-18.046348278625445,-19.832993293053043
344,13,4,-19.046348278625445,-19.832993293053043
345,13,2,-21.046348278625445,-19.832993293053043
346,13,1,-22.046348278625445,-19.832993293053043
347,13,0,-23.046348278625445,-19.832993293053043
348,14,0,-23.046348278625445,-18.832993293053043
349,14,1,-22.046348278625445,-18.832993293053043
350,14,2,-21.046348278625445,-18.832993293053043
351,14,4,-19.046348278625445,-18.832993293053043
352,14,6,-17.046348278625445,-18.832993293053043
353,14,7,-16.046348278625445,-18.832993293053043
354,14,8,-15.046348278625445,-18.832993293053043
355,14,9,-14.046348278625445,-18.832993293053043
356,14,10,-13.046348278625445,-18.832993293053043
357,14,11,-12.046348278625445,-18.832993293053043
358,14,12,-11.046348278625445,-18.832993293053043
359,14,13,-10.046348278625445,-18.832993293053043
360,14,14,-9.046348278625445,-18.832993293053043
361,14,15,-8.046348278625445,-18.832993293053043
362,14,16,-7.0463482786254446,-18.832993293053043
363,14,17,-6.0463482786254446,-18.832993293053043
364,14,18,-5.0463482786254446,-18.832993293053043
365,14,19,-4.0463482786254446,-18.832993293053043
366,14,20,-3.046348278625445,-18.832993293053043
367,14,21,-2.046348278625445,-18.832993293053043
368,14,22,-1.0463482786254446,-18.832993293053043
369,14,24,0.9536517213745554,-18.832993293053043
370,14,25,1.953651721374556,-18.832993293053043
371,14,26,2.9536517213745554,-18.832993293053043
372,14,27,3.953651721374555,-18.832993293053043
373,14,28,4.9536517213745554,-18.832993293053043
374,14,29,5.9536517213745554,-18.832993293053043
375,14,30,6.9536517213745554,-18.832993293053043
376,15,30,6.9536517213745554,-17.832993293053043
377,15,29,5.9536517213745554,-17.832993293053043
378,15,28,4.9536517213745554,-17.832993293053043
379,15,27,3.953651721374555,-17.832993293053043
380,15,26,2.9536517213745554,-17.832993293053043
381,15,25,1.953651721374556,-17.832993293053043
382,15,24,0.9536517213745554,-17.832993293053043
383,15,22,-1.0463482786254446,-17.832993293053043
384,15,21,-2.046348278625445,-17.832993293053043
385,15,20,-3.046348278625445,-17.832993293053043
386,15,19,-4.0463482786254446,-17.832993293053043
387,15,18,-5.0463482786254446,-17.832993293053043
388,15,17,-6.0463482786254446,-17.832993293053043
389,15,16,-7.0463482786254446,-17.832993293053043
390,15,15,-8.046348278625445,-17.832993293053043
391,15,14,-9.046348278625445,-17.832993293053043
392,15,13,-10.046348278625445,-17.832993293053043
393,15,12,-11.046348278625445,-17.832993293053043
394,15,11,-12.046348278625445,-17.832993293053043
395,15,10,-13.046348278625445,-17.832993293053043
396,15,9,-14.046348278625445,-17.832993293053043
397,15,8,-15.046348278625445,-17.832993293053043
398,15,7,-16.046348278625445,-17.832993293053043
399,15,6,-17.046348278625445,-17.832993293053043
400,15,2,-21.046348278625445,-17.832993293053043
401,15,1,-22.046348278625445,-17.832993293053043
402,15,0,-23.046348278625445,-17.832993293053043
403,16,0,-23.046348278625445,-16.832993293053043
404,16,1,-22.046348278625445,-16.832993293053043
405,16,2,-21.046348278625445,-16.832993293053043
406,16,3,-20.046348278625445,-16.832993293053043
407,16,5,-18.046348278625445,-16.832993293053043
408,16,6,-17.046348278625445,-16.832993293053043
409,16,7,-16.046348278625445,-16.832993293053043
410,16,8,-15.046348278625445,-16.832993293053043
411,16,9,-14.046348278625445,-16.832993293053043
412,16,10,-13.046348278625445,-16.832993293053043
413,16,11,-12.046348278625445,-16.832993293053043
414,16,12,-11.046348278625445,-16.832993293053043
415,16,13,-10.046348278625445,-16.832993293053043
416,16,14,-9.046348278625445,-16.832993293053043
417,16,15,-8.046348278625445,-16.832993293053043
418,16,16,-7.0463482786254446,-16.832993293053043
419,16,17,-6.0463482786254446,-16.832993293053043
420,16,18,-5.0463482786254446,-16.832993293053043
421,16,19,-4.0463482786254446,-16.832993293053043
422,16,20,-3.046348278625445,-16.832993293053043
423,16,21,-2.046348278625445,-16.832993293053043
424,16,22,-1.0463482786254446,-16.832993293053043
425,16,24,0.9536517213745554,-16.832993293053043
426,16,25,1.953651721374556,-16.832993293053043
427,16,26,2.9536517213745554,-16.832993293053043
428,16,27,3.953651721374555,-16.832993293053043
429,16,28,4.9536517213745554,-16.832993293053043
430,16,29,5.9536517213745554,-16.832993293053043
431,16,30,6.9536517213745554,-16.832993293053043
432,17,30,6.9536517213745554,-15.832993293053043
433,17,29,5.9536517213745554,-15.832993293053043
434,17,28,4.9536517213745554,-15.832993293053043
435,17,27,3.953651721374555,-15.832993293053043
436,17,26,2.9536517213745554,-15.832993293053043
437,17,25,1.953651721374556,-15.832993293053043
438,17,24,0.9536517213745554,-15.832993293053043
439,17,23,-0.0463482786254445,-15.832993293053043
440,17,21,-2.046348278625445,-15.832993293053043
441,17,20,-3.046348278625445,-15.832993293053043
442,17,19,-4.0463482786254446,-15.832993293053043
443,17,18,-5.0463482786254446,-15.832993293053043
444,17,17,-6.0463482786254446,-15.832993293053043
445,17,16,-7.0463482786254446,-15.832993293053043
446,17,15,-8.046348278625445,-15.832993293053043
447,17,14,-9.046348278625445,-15.832993293053043
448,17,13,-10.046348278625445,-15.832993293053043
449,17,12,-11.046348278625445,-15.832993293053043
450,17,11,-12.046348278625445,-15.832993293053043
451,17,10,-13.046348278625445,-15.832993293053043
452,17,9,-14.046348278625445,-15.832993293053043
453,17,8,-15.046348278625445,-15.832993293053043
454,17,7,-16.046348278625445,-15.832993293053043
455,17,6,-17.046348278625445,-15.832993293053043
456,17,5,-18.046348278625445,-15.832993293053043
457,17,3,-20.046348278625445,-15.832993293053043
458,17,2,-21.046348278625445,-15.832993293053043
459,17,1,-22.046348278625445,-15.832993293053043
460,17,0,-23.046348278625445,-15.832993293053043
461,18,0,-23.046348278625445,-14.832993293053043
462,18,1,-22.046348278625445,-14.832993293053043
463,18,2,-21.046348278625445,-14.832993293053043
464,18,3,-20.046348278625445,-14.832993293053043
465,18,4,-19.046348278625445,-14.832993293053043
466,18,5,-18.046348278625445,-14.832993293053043
467,18,6,-17.046348278625445,-14.832993293053043
468,18,7,-16.046348278625445,-14.832993293053043
469,18,8,-15.046348278625445,-14.832993293053043
470,18,9,-14.046348278625445,-14.832993293053043
471,18,10,-13.046348278625445,-14.832993293053043
472,18,11,-12.046348278625445,-14.832993293053043
473,18,12,-11.046348278625445,-14.832993293053043
474,18,13,-10.046348278625445,-14.832993293053043
475,18,14,-9.046348278625445,-14.832993293053043
476,18,15,-8.046348278625445,-14.832993293053043
477,18,16,-7.0463482786254446,-14.832993293053043
478,18,17,-6.0463482786254446,-14.832993293053043
479,18,18,-5.0463482786254446,-14.832993293053043
480,18,19,-4.0463482786254446,-14.832993293053043
481,18,20,-3.046348278625445,-14.832993293053043
482,18,21,-2.046348278625445,-14.832993293053043
483,18,23,-0.0463482786254445,-14.832993293053043
484,18,24,0.9536517213745554,-14.832993293053043
485,18,25,1.953651721374556,-14.832993293053043
486,18,26,2.9536517213745554,-14.832993293053043
487,18,27,3.953651721374555,-14.832993293053043
488,18,28,4.9536517213745554,-14.832993293053043
489,18,29,5.9536517213745554,-14.832993293053043
490,18,30,6.9536517213745554,-14.832993293053043
491,19,30,6.9536517213745554,-13.832993293053043
492,19,29,5.9536517213745554,-13.832993293053043
493,19,28,4.9536517213745554,-13.832993293053043
494,19,27,3.953651721374555,-13.832993293053043
495,19,26,2.9536517213745554,-13.832993293053043
496,19,25,1.953651721374556,-13.832993293053043
497,19,24,0.9536517213745554,-13.832993293053043
498,19,23,-0.0463482786254445,-13.832993293053043
499,19,22,-1.0463482786254446,-13.832993293053043
500,19,20,-3.046348278625445,-13.832993293053043
501,19,19,-4.0463482786254446,-13.832993293053043
502,19,18,-5.0463482786254446,-13.832993293053043
503,19,17,-6.0463482786254446,-13.832993293053043
504,19,16,-7.0463482786254446,-13.832993293053043
505,19,15,-8.046348278625445,-13.832993293053043
506,19,14,-9.046348278625445,-13.832993293053043
507,19,13,-10.046348278625445,-13.832993293053043
508,19,12,-11.046348278625445,-13.832993293053043
509,19,11,-12.046348278625445,-13.832993293053043
510,19,10,-13.046348278625445,-13.832993293053043
511,19,9,-14.046348278625445,-13.832993293053043
512,19,8,-15.046348278625445,-13.832993293053043
513,19,7,-16.046348278625445,-13.832993293053043
514,19,6,-17.046348278625445,-13.832993293053043
515,19,5,-18.046348278625445,-13.832993293053043
516,19,4,-19.046348278625445,-13.832993293053043
517,19,3,-20.046348278625445,-13.832993293053043
518,19,2,-21.046348278625445,-13.832993293053043
519,19,1,-22.046348278625445,-13.832993293053043
520,19,0,-23.046348278625445,-13.832993293053043
521,20,0,-23.046348278625445,-12.832993293053043
522,20,1,-22.046348278625445,-12.832993293053043
523,20,2,-21.046348278625445,-12.832993293053043
524,20,3,-20.046348278625445,-12.832993293053043
525,20,4,-19.046348278625445,-12.832993293053043
526,20,5,-18.046348278625445,-12.832993293053043
527,20,6,-17.046348278625445,-12.832993293053043
528,20,7,-16.046348278625445,-12.832993293053043
529,20,8,-15.046348278625445,-12.832993293053043
530,20,9,-14.046348278625445,-12.832993293053043
531,20,10,-13.046348278625445,-12.832993293053043
532,20,11,-12.046348278625445,-12.832993293053043
533,20,12,-11.046348278625445,-12.832993293053043
534,20,13,-10.046348278625445,-12.832993293053043
535,20,14,-9.046348278625445,-12.832993293053043
536,20,15,-8.046348278625445,-12.832993293053043
537,20,16,-7.0463482786254446,-12.832993293053043
538,20,17,-6.0463482786254446,-12.832993293053043
539,20,18,-5.0463482786254446,-12.832993293053043
540,20,19,-4.0463482786254446,-12.832993293053043
541,20,20,-3.046348278625445,-12.832993293053043
542,20,22,-1.0463482786254446,-12.832993293053043
543,20,23,-0.0463482786254445,-12.832993293053043
544,20,24,0.9536517213745554,-12.832993293053043
545,20,25,1.953651721374556,-12.832993293053043
546,20,26,2.9536517213745554,-12.832993293053043
547,20,27,3.953651721374555,-12.832993293053043
548,20,28,4.9536517213745554,-12.832993293053043
549,20,29,5.9536517213745554,-12.832993293053043
550,20,30,6.9536517213745554,-12.832993293053043
551,21,30,6.9536517213745554,-11.832993293053043
552,21,29,5.9536517213745554,-11.832993293053043
553,21,28,4.9536517213745554,-11.832993293053043
554,21,27,3.953651721374555,-11.832993293053043
555,21,26,2.9536517213745554,-11.832993293053043
556,21,25,1.953651721374556,-11.832993293053043
557,21,24,0.9536517213745554,-11.832993293053043
558,21,23,-0.0463482786254445,-11.832993293053043
559,21,22,-1.0463482786254446,-11.832993293053043
560,21,21,-2.046348278625445,-11.832993293053043
561,21,19,-4.0463482786254446,-11.832993293053043
562,21,18,-5.0463482786254446,-11.832993293053043
563,21,17,-6.0463482786254446,-11.832993293053043
564,21,16,-7.0463482786254446,-11.832993293053043
565,21,15,-8.046348278625445,-11.832993293053043
566,21,14,-9.046348278625445,-11.832993293053043
567,21,13,-10.046348278625445,-11.832993293053043
568,21,12,-11.046348278625445,-11.832993293053043
569,21,11,-12.046348278625445,-11.832993293053043
570,21,10,-13.046348278625445,-11.832993293053043
571,21,9,-14.046348278625445,-11.832993293053043
572,21,8,-15.046348278625445,-11.832993293053043
573,21,7,-16.046348278625445,-11.832993293053043
574,21,6,-17.046348278625445,-11.832993293053043
575,21,5,-18.046348278625445,-11.832993293053043
576,21,4,-19.046348278625445,-11.832993293053043
577,21,3,-20.046348278625445,-11.832993293053043
