row,col,center_x,center_z,priority
1,17,-6.0463482786254446,-31.832993293053043,1.0
1,18,-5.0463482786254446,-31.832993293053043,1.0
1,19,-4.0463482786254446,-31.832993293053043,1.0
1,20,-3.0463482786254446,-31.832993293053043,1.0
1,21,-2.0463482786254446,-31.832993293053043,1.0
1,22,-1.0463482786254446,-31.832993293053043,1.0
1,23,-0.04634827862544455,-31.832993293053043,1.0
1,24,0.9536517213745554,-31.832993293053043,1.0
1,25,1.9536517213745554,-31.832993293053043,1.0
1,26,2.9536517213745554,-31.832993293053043,1.0
1,27,3.9536517213745554,-31.832993293053043,1.0
1,28,4.9536517213745554,-31.832993293053043,1.0
1,29,5.9536517213745554,-31.832993293053043,1.0
1,30,6.9536517213745554,-31.832993293053043,1.0
2,0,-23.046348278625445,-30.832993293053043,1.0
2,1,-22.046348278625445,-30.832993293053043,1.0
2,2,-21.046348278625445,-30.832993293053043,1.0
2,3,-20.046348278625445,-30.832993293053043,1.0
2,4,-19.046348278625445,-30.832993293053043,1.0
2,5,-18.046348278625445,-30.832993293053043,1.0
2,6,-17.046348278625445,-30.832993293053043,1.0
2,7,-16.046348278625445,-30.832993293053043,1.0
2,8,-15.046348278625445,-30.832993293053043,1.0
2,9,-14.046348278625445,-30.832993293053043,1.0
2,10,-13.046348278625445,-30.832993293053043,1.0
2,11,-12.046348278625445,-30.832993293053043,1.0
2,12,-11.046348278625445,-30.832993293053043,1.0
2,13,-10.046348278625445,-30.832993293053043,1.0
2,14,-9.046348278625445,-30.832993293053043,1.0
2,15,-8.046348278625445,-30.832993293053043,1.0
2,16,-7.0463482786254446,-30.832993293053043,1.0
2,17,-6.0463482786254446,-30.832993293053043,0.0
2,18,-5.0463482786254446,-30.832993293053043,1.0
2,19,-4.0463482786254446,-30.832993293053043,1.0
2,20,-3.0463482786254446,-30.832993293053043,1.0
2,21,-2.0463482786254446,-30.832993293053043,1.0
2,22,-1.0463482786254446,-30.832993293053043,1.0
2,23,-0.04634827862544455,-30.832993293053043,1.0
2,24,0.9536517213745554,-30.832993293053043,1.0
2,25,1.9536517213745554,-30.832993293053043,1.0
2,26,2.9536517213745554,-30.832993293053043,0.0
2,27,3.9536517213745554,-30.832993293053043,0.0
2,28,4.9536517213745554,-30.832993293053043,1.0
2,29,5.9536517213745554,-30.832993293053043,1.0
2,30,6.9536517213745554,-30.832993293053043,1.0
3,0,-23.046348278625445,-29.832993293053043,1.0
3,1,-22.046348278625445,-29.832993293053043,1.0
3,2,-21.046348278625445,-29.832993293053043,1.0
3,3,-20.046348278625445,-29.832993293053043,1.0
3,4,-19.046348278625445,-29.832993293053043,1.0
3,5,-18.046348278625445,-29.832993293053043,1.0
3,6,-17.046348278625445,-29.832993293053043,1.0
3,7,-16.046348278625445,-29.832993293053043,1.0
3,8,-15.046348278625445,-29.832993293053043,1.0
3,9,-14.046348278625445,-29.832993293053043,1.0
3,10,-13.046348278625445,-29.832993293053043,1.0
3,11,-12.046348278625445,-29.832993293053043,1.0
3,12,-11.046348278625445,-29.832993293053043,1.0
3,13,-10.046348278625445,-29.832993293053043,1.0
3,14,-9.046348278625445,-29.832993293053043,1.0
3,15,-8.046348278625445,-29.832993293053043,0.0
3,16,-7.0463482786254446,-29.832993293053043,0.0
3,17,-6.0463482786254446,-29.832993293053043,0.0
3,18,-5.0463482786254446,-29.832993293053043,0.0
3,19,-4.0463482786254446,-29.832993293053043,1.0
3,20,-3.0463482786254446,-29.832993293053043,0.0
3,21,-2.0463482786254446,-29.832993293053043,0.0
3,22,-1.0463482786254446,-29.832993293053043,1.0
3,23,-0.04634827862544455,-29.832993293053043,1.0
3,24,0.9536517213745554,-29.832993293053043,1.0
3,25,1.9536517213745554,-29.832993293053043,0.0
3,26,2.9536517213745554,-29.832993293053043,0.0
3,27,3.9536517213745554,-29.832993293053043,0.0
3,28,4.9536517213745554,-29.832993293053043,0.0
3,29,5.9536517213745554,-29.832993293053043,1.0
3,30,6.9536517213745554,-29.832993293053043,1.0
4,0,-23.046348278625445,-28.832993293053043,1.0
4,1,-22.046348278625445,-28.832993293053043,1.0
4,2,-21.046348278625445,-28.832993293053043,1.0
4,3,-20.046348278625445,-28.832993293053043,1.0
4,4,-19.046348278625445,-28.832993293053043,1.0
4,5,-18.046348278625445,-28.832993293053043,1.0
4,6,-17.046348278625445,-28.832993293053043,1.0
4,7,-16.046348278625445,-28.832993293053043,1.0
4,8,-15.046348278625445,-28.832993293053043,1.0
4,9,-14.046348278625445,-28.832993293053043,1.0
4,10,-13.046348278625445,-28.832993293053043,1.0
4,11,-12.046348278625445,-28.832993293053043,1.0
4,12,-11.046348278625445,-28.832993293053043,0.0
4,13,-10.046348278625445,-28.832993293053043,0.0
4,14,-9.046348278625445,-28.832993293053043,0.0
4,15,-8.046348278625445,-28.832993293053043,0.0
4,16,-7.0463482786254446,-28.832993293053043,0.0
4,17,-6.0463482786254446,-28.832993293053043,0.0
4,18,-5.0463482786254446,-28.832993293053043,0.0
4,19,-4.0463482786254446,-28.832993293053043,0.0
4,20,-3.0463482786254446,-28.832993293053043,0.0
4,21,-2.0463482786254446,-28.832993293053043,0.0
4,22,-1.0463482786254446,-28.832993293053043,0.0
4,23,-0.04634827862544455,-28.832993293053043,0.0
4,24,0.9536517213745554,-28.832993293053043,0.0
4,25,1.9536517213745554,-28.832993293053043,0.0
4,26,2.9536517213745554,-28.832993293053043,0.0
4,27,3.9536517213745554,-28.832993293053043,0.0
4,28,4.9536517213745554,-28.832993293053043,0.0
4,29,5.9536517213745554,-28.832993293053043,1.0
4,30,6.9536517213745554,-28.832993293053043,1.0
5,0,-23.046348278625445,-27.832993293053043,1.0
5,1,-22.046348278625445,-27.832993293053043,1.0
5,2,-21.046348278625445,-27.832993293053043,1.0
5,3,-20.046348278625445,-27.832993293053043,1.0
5,4,-19.046348278625445,-27.832993293053043,1.0
5,5,-18.046348278625445,-27.832993293053043,0.0
5,6,-17.046348278625445,-27.832993293053043,0.0
5,7,-16.046348278625445,-27.832993293053043,0.0
5,8,-15.046348278625445,-27.832993293053043,0.0
5,9,-14.046348278625445,-27.832993293053043,1.0
5,10,-13.046348278625445,-27.832993293053043,1.0
5,11,-12.046348278625445,-27.832993293053043,1.0
5,12,-11.046348278625445,-27.832993293053043,0.0
5,13,-10.046348278625445,-27.832993293053043,0.0
5,14,-9.046348278625445,-27.832993293053043,0.0
5,15,-8.046348278625445,-27.832993293053043,0.0
5,16,-7.0463482786254446,-27.832993293053043,0.0
5,17,-6.0463482786254446,-27.832993293053043,0.0
5,18,-5.0463482786254446,-27.832993293053043,0.0
5,19,-4.0463482786254446,-27.832993293053043,0.0
5,20,-3.0463482786254446,-27.832993293053043,0.0
5,21,-2.0463482786254446,-27.832993293053043,0.0
5,22,-1.0463482786254446,-27.832993293053043,0.0
5,23,-0.04634827862544455,-27.832993293053043,0.0
5,24,0.9536517213745554,-27.832993293053043,0.0
5,25,1.9536517213745554,-27.832993293053043,0.0
5,26,2.9536517213745554,-27.832993293053043,0.0
5,27,3.9536517213745554,-27.832993293053043,0.0
5,28,4.9536517213745554,-27.832993293053043,0.0
5,29,5.9536517213745554,-27.832993293053043,1.0
5,30,6.9536517213745554,-27.832993293053043,1.0
6,0,-23.046348278625445,-26.832993293053043,1.0
6,1,-22.046348278625445,-26.832993293053043,1.0
6,2,-21.046348278625445,-26.832993293053043,1.0
6,3,-20.046348278625445,-26.832993293053043,1.0
6,4,-19.046348278625445,-26.832993293053043,0.0
6,5,-18.046348278625445,-26.832993293053043,0.0
6,6,-17.046348278625445,-26.832993293053043,0.0
6,7,-16.046348278625445,-26.832993293053043,0.0
6,8,-15.046348278625445,-26.832993293053043,0.0
6,9,-14.046348278625445,-26.832993293053043,0.0
6,10,-13.046348278625445,-26.832993293053043,1.0
6,11,-12.046348278625445,-26.832993293053043,0.0
6,12,-11.046348278625445,-26.832993293053043,0.0
6,13,-10.046348278625445,-26.832993293053043,0.0
6,14,-9.046348278625445,-26.832993293053043,0.0
6,15,-8.046348278625445,-26.832993293053043,0.0
6,16,-7.0463482786254446,-26.832993293053043,0.0
6,17,-6.0463482786254446,-26.832993293053043,0.0
6,18,-5.0463482786254446,-26.832993293053043,0.0
6,19,-4.0463482786254446,-26.832993293053043,0.0
6,20,-3.0463482786254446,-26.832993293053043,0.0
6,21,-2.0463482786254446,-26.832993293053043,0.0
6,22,-1.0463482786254446,-26.832993293053043,0.0
6,23,-0.04634827862544455,-26.832993293053043,0.0
6,24,0.9536517213745554,-26.832993293053043,0.0
6,25,1.9536517213745554,-26.832993293053043,0.0
6,26,2.9536517213745554,-26.832993293053043,0.0
6,27,3.9536517213745554,-26.832993293053043,0.0
6,28,4.9536517213745554,-26.832993293053043,0.0
6,29,5.9536517213745554,-26.832993293053043,1.0
6,30,6.9536517213745554,-26.832993293053043,1.0
7,0,-23.046348278625445,-25.832993293053043,1.0
7,1,-22.046348278625445,-25.832993293053043,1.0
7,2,-21.046348278625445,-25.832993293053043,1.0
7,3,-20.046348278625445,-25.832993293053043,1.0
7,4,-19.046348278625445,-25.832993293053043,0.0
7,5,-18.046348278625445,-25.832993293053043,0.0
7,6,-17.046348278625445,-25.832993293053043,0.0
7,7,-16.046348278625445,-25.832993293053043,0.0
7,8,-15.046348278625445,-25.832993293053043,0.0
7,9,-14.046348278625445,-25.832993293053043,0.0
7,10,-13.046348278625445,-25.832993293053043,0.0
7,11,-12.046348278625445,-25.832993293053043,0.0
7,12,-11.046348278625445,-25.832993293053043,0.0
7,13,-10.046348278625445,-25.832993293053043,0.0
7,14,-9.046348278625445,-25.832993293053043,1.0
7,15,-8.046348278625445,-25.832993293053043,0.0
7,16,-7.0463482786254446,-25.832993293053043,0.0
7,17,-6.0463482786254446,-25.832993293053043,0.0
7,18,-5.0463482786254446,-25.832993293053043,0.0
7,19,-4.0463482786254446,-25.832993293053043,0.0
7,20,-3.0463482786254446,-25.832993293053043,0.0
7,21,-2.0463482786254446,-25.832993293053043,0.0
7,22,-1.0463482786254446,-25.832993293053043,0.0
7,23,-0.04634827862544455,-25.832993293053043,0.0
7,24,0.9536517213745554,-25.832993293053043,1.0
7,25,1.9536517213745554,-25.832993293053043,0.0
7,26,2.9536517213745554,-25.832993293053043,0.0
7,27,3.9536517213745554,-25.832993293053043,0.0
7,28,4.9536517213745554,-25.832993293053043,1.0
7,29,5.9536517213745554,-25.832993293053043,1.0
7,30,6.9536517213745554,-25.832993293053043,1.0
8,0,-23.046348278625445,-24.832993293053043,1.0
8,1,-22.046348278625445,-24.832993293053043,1.0
8,2,-21.046348278625445,-24.832993293053043,1.0
8,3,-20.046348278625445,-24.832993293053043,1.0
8,4,-19.046348278625445,-24.832993293053043,0.0
8,5,-18.046348278625445,-24.832993293053043,0.0
8,6,-17.046348278625445,-24.832993293053043,0.0
8,7,-16.046348278625445,-24.832993293053043,0.0
8,8,-15.046348278625445,-24.832993293053043,0.0
8,9,-14.046348278625445,-24.832993293053043,0.0
8,10,-13.046348278625445,-24.832993293053043,0.0
8,11,-12.046348278625445,-24.832993293053043,0.0
8,12,-11.046348278625445,-24.832993293053043,0.0
8,13,-10.046348278625445,-24.832993293053043,0.0
8,14,-9.046348278625445,-24.832993293053043,1.0
8,15,-8.046348278625445,-24.832993293053043,0.0
8,16,-7.0463482786254446,-24.832993293053043,0.0
8,17,-6.0463482786254446,-24.832993293053043,0.0
8,18,-5.0463482786254446,-24.832993293053043,0.0
8,19,-4.0463482786254446,-24.832993293053043,1.0
8,20,-3.0463482786254446,-24.832993293053043,1.0
8,21,-2.0463482786254446,-24.832993293053043,1.0
8,22,-1.0463482786254446,-24.832993293053043,1.0
8,23,-0.04634827862544455,-24.832993293053043,1.0
8,24,0.9536517213745554,-24.832993293053043,1.0
8,25,1.9536517213745554,-24.832993293053043,0.0
8,26,2.9536517213745554,-24.832993293053043,0.0
8,27,3.9536517213745554,-24.832993293053043,0.0
8,28,4.9536517213745554,-24.832993293053043,1.0
8,29,5.9536517213745554,-24.832993293053043,1.0
8,30,6.9536517213745554,-24.832993293053043,1.0
9,0,-23.046348278625445,-23.832993293053043,1.0
9,1,-22.046348278625445,-23.832993293053043,1.0
9,2,-21.046348278625445,-23.832993293053043,1.0
9,3,-20.046348278625445,-23.832993293053043,0.0
9,4,-19.046348278625445,-23.832993293053043,1.0
9,5,-18.046348278625445,-23.832993293053043,0.0
9,6,-17.046348278625445,-23.832993293053043,0.0
9,7,-16.046348278625445,-23.832993293053043,0.0
9,8,-15.046348278625445,-23.832993293053043,0.0
9,9,-14.046348278625445,-23.832993293053043,0.0
9,10,-13.046348278625445,-23.832993293053043,0.0
9,11,-12.046348278625445,-23.832993293053043,0.0
9,12,-11.046348278625445,-23.832993293053043,0.0
9,13,-10.046348278625445,-23.832993293053043,0.0
9,14,-9.046348278625445,-23.832993293053043,1.0
9,15,-8.046348278625445,-23.832993293053043,1.0
9,16,-7.0463482786254446,-23.832993293053043,0.0
9,17,-6.0463482786254446,-23.832993293053043,0.0
9,18,-5.0463482786254446,-23.832993293053043,1.0
9,19,-4.0463482786254446,-23.832993293053043,1.0
9,20,-3.0463482786254446,-23.832993293053043,1.0
9,21,-2.0463482786254446,-23.832993293053043,1.0
9,22,-1.0463482786254446,-23.832993293053043,1.0
9,23,-0.04634827862544455,-23.832993293053043,1.0
9,24,0.9536517213745554,-23.832993293053043,0.0
9,25,1.9536517213745554,-23.832993293053043,0.0
9,26,2.9536517213745554,-23.832993293053043,0.0
9,27,3.9536517213745554,-23.832993293053043,1.0
9,28,4.9536517213745554,-23.832993293053043,1.0
9,29,5.9536517213745554,-23.832993293053043,1.0
9,30,6.9536517213745554,-23.832993293053043,1.0
10,0,-23.046348278625445,-22.832993293053043,1.0
10,1,-22.046348278625445,-22.832993293053043,0.0
10,2,-21.046348278625445,-22.832993293053043,0.0
10,3,-20.046348278625445,-22.832993293053043,0.0
10,4,-19.046348278625445,-22.832993293053043,0.0
10,5,-18.046348278625445,-22.832993293053043,0.0
10,6,-17.046348278625445,-22.832993293053043,0.0
10,7,-16.046348278625445,-22.832993293053043,0.0
10,8,-15.046348278625445,-22.832993293053043,0.0
10,9,-14.046348278625445,-22.832993293053043,0.0
10,10,-13.046348278625445,-22.832993293053043,0.0
10,11,-12.046348278625445,-22.832993293053043,0.0
10,12,-11.046348278625445,-22.832993293053043,0.0
10,13,-10.046348278625445,-22.832993293053043,0.0
10,14,-9.046348278625445,-22.832993293053043,1.0
10,15,-8.046348278625445,-22.832993293053043,1.0
10,16,-7.0463482786254446,-22.832993293053043,1.0
10,17,-6.0463482786254446,-22.832993293053043,1.0
10,18,-5.0463482786254446,-22.832993293053043,1.0
10,19,-4.0463482786254446,-22.832993293053043,1.0
10,20,-3.0463482786254446,-22.832993293053043,1.0
10,21,-2.0463482786254446,-22.832993293053043,1.0
10,22,-1.0463482786254446,-22.832993293053043,1.0
10,23,-0.04634827862544455,-22.832993293053043,1.0
10,24,0.9536517213745554,-22.832993293053043,0.0
10,25,1.9536517213745554,-22.832993293053043,0.0
10,26,2.9536517213745554,-22.832993293053043,0.0
10,27,3.9536517213745554,-22.832993293053043,1.0
10,28,4.9536517213745554,-22.832993293053043,1.0
10,29,5.9536517213745554,-22.832993293053043,1.0
10,30,6.9536517213745554,-22.832993293053043,1.0
11,0,-23.046348278625445,-21.832993293053043,1.0
11,1,-22.046348278625445,-21.832993293053043,0.0
11,2,-21.046348278625445,-21.832993293053043,0.0
11,3,-20.046348278625445,-21.832993293053043,0.0
11,4,-19.046348278625445,-21.832993293053043,0.0
11,5,-18.046348278625445,-21.832993293053043,0.0
11,6,-17.046348278625445,-21.832993293053043,0.0
11,7,-16.046348278625445,-21.832993293053043,0.0
11,8,-15.046348278625445,-21.832993293053043,0.0
11,9,-14.046348278625445,-21.832993293053043,0.0
11,10,-13.046348278625445,-21.832993293053043,0.0
11,11,-12.046348278625445,-21.832993293053043,0.0
11,12,-11.046348278625445,-21.832993293053043,0.0
11,13,-10.046348278625445,-21.832993293053043,0.0
11,14,-9.046348278625445,-21.832993293053043,1.0
11,15,-8.046348278625445,-21.832993293053043,1.0
11,16,-7.0463482786254446,-21.832993293053043,1.0
11,17,-6.0463482786254446,-21.832993293053043,1.0
11,18,-5.0463482786254446,-21.832993293053043,1.0
11,19,-4.0463482786254446,-21.832993293053043,1.0
11,20,-3.0463482786254446,-21.832993293053043,1.0
11,21,-2.0463482786254446,-21.832993293053043,1.0
11,22,-1.0463482786254446,-21.832993293053043,1.0
11,23,-0.04634827862544455,-21.832993293053043,0.0
11,24,0.9536517213745554,-21.832993293053043,0.0
11,25,1.9536517213745554,-21.832993293053043,0.0
11,26,2.9536517213745554,-21.832993293053043,0.0
11,27,3.9536517213745554,-21.832993293053043,1.0
11,28,4.9536517213745554,-21.832993293053043,1.0
11,29,5.9536517213745554,-21.832993293053043,1.0
11,30,6.9536517213745554,-21.832993293053043,1.0
12,0,-23.046348278625445,-20.832993293053043,1.0
12,1,-22.046348278625445,-20.832993293053043,0.0
12,2,-21.046348278625445,-20.832993293053043,0.0
12,3,-20.046348278625445,-20.832993293053043,0.0
12,4,-19.046348278625445,-20.832993293053043,0.0
12,5,-18.046348278625445,-20.832993293053043,0.0
12,6,-17.046348278625445,-20.832993293053043,0.0
12,7,-16.046348278625445,-20.832993293053043,0.0
12,8,-15.046348278625445,-20.832993293053043,0.0
12,9,-14.046348278625445,-20.832993293053043,0.0
12,10,-13.046348278625445,-20.832993293053043,0.0
12,11,-12.046348278625445,-20.832993293053043,0.0
12,12,-11.046348278625445,-20.832993293053043,0.0
12,13,-10.046348278625445,-20.832993293053043,1.0
12,14,-9.046348278625445,-20.832993293053043,1.0
12,15,-8.046348278625445,-20.832993293053043,1.0
12,16,-7.0463482786254446,-20.832993293053043,1.0
12,17,-6.0463482786254446,-20.832993293053043,1.0
12,18,-5.0463482786254446,-20.832993293053043,1.0
12,19,-4.0463482786254446,-20.832993293053043,1.0
12,20,-3.0463482786254446,-20.832993293053043,1.0
12,21,-2.0463482786254446,-20.832993293053043,1.0
12,22,-1.0463482786254446,-20.832993293053043,1.0
12,23,-0.04634827862544455,-20.832993293053043,0.0
12,24,0.9536517213745554,-20.832993293053043,0.0
12,25,1.9536517213745554,-20.832993293053043,0.0
12,26,2.9536517213745554,-20.832993293053043,1.0
12,27,3.9536517213745554,-20.832993293053043,1.0
12,28,4.9536517213745554,-20.832993293053043,1.0
12,29,5.9536517213745554,-20.832993293053043,1.0
12,30,6.9536517213745554,-20.832993293053043,1.0
13,0,-23.046348278625445,-19.832993293053043,1.0
13,1,-22.046348278625445,-19.832993293053043,1.0
13,2,-21.046348278625445,-19.832993293053043,0.0
13,3,-20.046348278625445,-19.832993293053043,0.0
13,4,-19.046348278625445,-19.832993293053043,0.0
13,5,-18.046348278625445,-19.832993293053043,0.0
13,6,-17.046348278625445,-19.832993293053043,0.0
13,7,-16.046348278625445,-19.832993293053043,0.0
13,8,-15.046348278625445,-19.832993293053043,0.0
13,9,-14.046348278625445,-19.832993293053043,1.0
13,10,-13.046348278625445,-19.832993293053043,1.0
13,11,-12.046348278625445,-19.832993293053043,1.0
13,12,-11.046348278625445,-19.832993293053043,1.0
13,13,-10.046348278625445,-19.832993293053043,1.0
13,14,-9.046348278625445,-19.832993293053043,1.0
13,15,-8.046348278625445,-19.832993293053043,1.0
13,16,-7.0463482786254446,-19.832993293053043,1.0
13,17,-6.0463482786254446,-19.832993293053043,1.0
13,18,-5.0463482786254446,-19.832993293053043,1.0
13,19,-4.0463482786254446,-19.832993293053043,1.0
13,20,-3.0463482786254446,-19.832993293053043,1.0
13,21,-2.0463482786254446,-19.832993293053043,1.0
13,22,-1.0463482786254446,-19.832993293053043,1.0
13,23,-0.04634827862544455,-19.832993293053043,0.0
13,24,0.9536517213745554,-19.832993293053043,0.0
13,25,1.9536517213745554,-19.832993293053043,0.0
13,26,2.9536517213745554,-19.832993293053043,1.0
13,27,3.9536517213745554,-19.832993293053043,1.0
13,28,4.9536517213745554,-19.832993293053043,1.0
13,29,5.9536517213745554,-19.832993293053043,1.0
13,30,6.9536517213745554,-19.832993293053043,1.0
14,0,-23.046348278625445,-18.832993293053043,1.0
14,1,-22.046348278625445,-18.832993293053043,1.0
14,2,-21.046348278625445,-18.832993293053043,0.0
14,3,-20.046348278625445,-18.832993293053043,0.0
14,4,-19.046348278625445,-18.832993293053043,0.0
14,5,-18.046348278625445,-18.832993293053043,0.0
14,6,-17.046348278625445,-18.832993293053043,0.0
14,7,-16.046348278625445,-18.832993293053043,0.0
14,8,-15.046348278625445,-18.832993293053043,1.0
14,9,-14.046348278625445,-18.832993293053043,1.0
14,10,-13.046348278625445,-18.832993293053043,1.0
14,11,-12.046348278625445,-18.832993293053043,1.0
14,12,-11.046348278625445,-18.832993293053043,1.0
14,13,-10.046348278625445,-18.832993293053043,1.0
14,14,-9.046348278625445,-18.832993293053043,1.0
14,15,-8.046348278625445,-18.832993293053043,1.0
14,16,-7.0463482786254446,-18.832993293053043,1.0
14,17,-6.0463482786254446,-18.832993293053043,1.0
14,18,-5.0463482786254446,-18.832993293053043,1.0
14,19,-4.0463482786254446,-18.832993293053043,1.0
14,20,-3.0463482786254446,-18.832993293053043,1.0
14,21,-2.0463482786254446,-18.832993293053043,1.0
14,22,-1.0463482786254446,-18.832993293053043,0.0
14,23,-0.04634827862544455,-18.832993293053043,0.0
14,24,0.9536517213745554,-18.832993293053043,0.0
14,25,1.9536517213745554,-18.832993293053043,1.0
14,26,2.9536517213745554,-18.832993293053043,1.0
14,27,3.9536517213745554,-18.832993293053043,1.0
14,28,4.9536517213745554,-18.832993293053043,1.0
14,29,5.9536517213745554,-18.832993293053043,1.0
14,30,6.9536517213745554,-18.832993293053043,1.0
15,0,-23.046348278625445,-17.832993293053043,1.0
15,1,-22.046348278625445,-17.832993293053043,1.0
15,2,-21.046348278625445,-17.832993293053043,0.0
15,3,-20.046348278625445,-17.832993293053043,0.0
15,4,-19.046348278625445,-17.832993293053043,0.0
15,5,-18.046348278625445,-17.832993293053043,0.0
15,6,-17.046348278625445,-17.832993293053043,0.0
15,7,-16.046348278625445,-17.832993293053043,1.0
15,8,-15.046348278625445,-17.832993293053043,1.0
15,9,-14.046348278625445,-17.832993293053043,1.0
15,10,-13.046348278625445,-17.832993293053043,1.0
15,11,-12.046348278625445,-17.832993293053043,1.0
15,12,-11.046348278625445,-17.832993293053043,1.0
15,13,-10.046348278625445,-17.832993293053043,1.0
15,14,-9.046348278625445,-17.832993293053043,1.0
15,15,-8.046348278625445,-17.832993293053043,1.0
15,16,-7.0463482786254446,-17.832993293053043,1.0
15,17,-6.0463482786254446,-17.832993293053043,1.0
15,18,-5.0463482786254446,-17.832993293053043,1.0
15,19,-4.0463482786254446,-17.832993293053043,1.0
15,20,-3.0463482786254446,-17.832993293053043,1.0
15,21,-2.0463482786254446,-17.832993293053043,1.0
15,22,-1.0463482786254446,-17.832993293053043,0.0
15,23,-0.04634827862544455,-17.832993293053043,0.0
15,24,0.9536517213745554,-17.832993293053043,0.0
15,25,1.9536517213745554,-17.832993293053043,1.0
15,26,2.9536517213745554,-17.832993293053043,1.0
15,27,3.9536517213745554,-17.832993293053043,1.0
15,28,4.9536517213745554,-17.832993293053043,1.0
15,29,5.9536517213745554,-17.832993293053043,1.0
15,30,6.9536517213745554,-17.832993293053043,1.0
16,0,-23.046348278625445,-16.832993293053043,1.0
16,1,-22.046348278625445,-16.832993293053043,1.0
16,2,-21.046348278625445,-16.832993293053043,1.0
16,3,-20.046348278625445,-16.832993293053043,0.0
16,4,-19.046348278625445,-16.832993293053043,0.0
16,5,-18.046348278625445,-16.832993293053043,0.0
16,6,-17.046348278625445,-16.832993293053043,1.0
16,7,-16.046348278625445,-16.832993293053043,1.0
16,8,-15.046348278625445,-16.832993293053043,1.0
16,9,-14.046348278625445,-16.832993293053043,1.0
16,10,-13.046348278625445,-16.832993293053043,1.0
16,11,-12.046348278625445,-16.832993293053043,1.0
16,12,-11.046348278625445,-16.832993293053043,1.0
16,13,-10.046348278625445,-16.832993293053043,1.0
16,14,-9.046348278625445,-16.832993293053043,1.0
16,15,-8.046348278625445,-16.832993293053043,1.0
16,16,-7.0463482786254446,-16.832993293053043,1.0
16,17,-6.0463482786254446,-16.832993293053043,1.0
16,18,-5.0463482786254446,-16.832993293053043,1.0
16,19,-4.0463482786254446,-16.832993293053043,1.0
16,20,-3.0463482786254446,-16.832993293053043,1.0
16,21,-2.0463482786254446,-16.832993293053043,0.0
16,22,-1.0463482786254446,-16.832993293053043,0.0
16,23,-0.04634827862544455,-16.832993293053043,0.0
16,24,0.9536517213745554,-16.832993293053043,0.0
16,25,1.9536517213745554,-16.832993293053043,1.0
16,26,2.9536517213745554,-16.832993293053043,1.0
16,27,3.9536517213745554,-16.832993293053043,1.0
16,28,4.9536517213745554,-16.832993293053043,1.0
16,29,5.9536517213745554,-16.832993293053043,1.0
16,30,6.9536517213745554,-16.832993293053043,1.0
17,0,-23.046348278625445,-15.832993293053043,1.0
17,1,-22.046348278625445,-15.832993293053043,1.0
17,2,-21.046348278625445,-15.832993293053043,1.0
17,3,-20.046348278625445,-15.832993293053043,0.0
17,4,-19.046348278625445,-15.832993293053043,0.0
